"Step","stairs_pose_net_r18 - epoch/test_loss","stairs_pose_net_r18 - epoch/test_loss__MIN","stairs_pose_net_r18 - epoch/test_loss__MAX","pumpkin_pose_net_r18 - epoch/test_loss","pumpkin_pose_net_r18 - epoch/test_loss__MIN","pumpkin_pose_net_r18 - epoch/test_loss__MAX","office_pose_net_r18 - epoch/test_loss","office_pose_net_r18 - epoch/test_loss__MIN","office_pose_net_r18 - epoch/test_loss__MAX","heads_pose_net_r18 - epoch/test_loss","heads_pose_net_r18 - epoch/test_loss__MIN","heads_pose_net_r18 - epoch/test_loss__MAX","fire_pose_net_r18 - epoch/test_loss","fire_pose_net_r18 - epoch/test_loss__MIN","fire_pose_net_r18 - epoch/test_loss__MAX","chess_pose_net_r18 - epoch/test_loss","chess_pose_net_r18 - epoch/test_loss__MIN","chess_pose_net_r18 - epoch/test_loss__MAX"
"16","7.286851733922958","7.286851733922958","7.286851733922958","12.126978635787964","12.126978635787964","12.126978635787964","27.52590709924698","27.52590709924698","27.52590709924698","7.122350573539734","7.122350573539734","7.122350573539734","19.06453263759613","19.06453263759613","19.06453263759613","8.864137172698975","8.864137172698975","8.864137172698975"
"17","7.270840108394623","7.270840108394623","7.270840108394623","12.031937003135681","12.031937003135681","12.031937003135681","27.320276081562042","27.320276081562042","27.320276081562042","7.106027841567993","7.106027841567993","7.106027841567993","18.998744666576385","18.998744666576385","18.998744666576385","8.803459197282791","8.803459197282791","8.803459197282791"
"18","7.256049871444702","7.256049871444702","7.256049871444702","11.934732019901276","11.934732019901276","11.934732019901276","27.09720230102539","27.09720230102539","27.09720230102539","7.090973496437073","7.090973496437073","7.090973496437073","18.93265473842621","18.93265473842621","18.93265473842621","8.740780889987946","8.740780889987946","8.740780889987946"
"19","7.241781413555145","7.241781413555145","7.241781413555145","11.835322260856628","11.835322260856628","11.835322260856628","26.853688597679138","26.853688597679138","26.853688597679138","7.076441049575806","7.076441049575806","7.076441049575806","18.86553180217743","18.86553180217743","18.86553180217743","8.676062881946564","8.676062881946564","8.676062881946564"
"20","7.228030472993851","7.228030472993851","7.228030472993851","11.733988046646118","11.733988046646118","11.733988046646118","26.58799374103546","26.58799374103546","26.58799374103546","7.06184184551239","7.06184184551239","7.06184184551239","18.796854078769684","18.796854078769684","18.796854078769684","8.609170317649841","8.609170317649841","8.609170317649841"
"21","7.214509904384613","7.214509904384613","7.214509904384613","11.630253493785858","11.630253493785858","11.630253493785858","26.29678440093994","26.29678440093994","26.29678440093994","7.047060251235962","7.047060251235962","7.047060251235962","18.726273775100708","18.726273775100708","18.726273775100708","8.539762914180756","8.539762914180756","8.539762914180756"
"22","7.200745165348053","7.200745165348053","7.200745165348053","11.523843467235565","11.523843467235565","11.523843467235565","25.97663974761963","25.97663974761963","25.97663974761963","7.032213568687439","7.032213568687439","7.032213568687439","18.653657138347626","18.653657138347626","18.653657138347626","8.467799991369247","8.467799991369247","8.467799991369247"
"23","7.187202274799347","7.187202274799347","7.187202274799347","11.414768755435944","11.414768755435944","11.414768755435944","25.624060302972794","25.624060302972794","25.624060302972794","7.017306566238403","7.017306566238403","7.017306566238403","18.578927218914032","18.578927218914032","18.578927218914032","8.393212497234344","8.393212497234344","8.393212497234344"
"24","7.173485547304153","7.173485547304153","7.173485547304153","11.303329288959503","11.303329288959503","11.303329288959503","25.236123085021973","25.236123085021973","25.236123085021973","7.0023064613342285","7.0023064613342285","7.0023064613342285","18.50165742635727","18.50165742635727","18.50165742635727","8.315782994031906","8.315782994031906","8.315782994031906"
"25","7.1597740650177","7.1597740650177","7.1597740650177","11.189267456531525","11.189267456531525","11.189267456531525","24.80562549829483","24.80562549829483","24.80562549829483","6.9872976541519165","6.9872976541519165","6.9872976541519165","18.421508252620697","18.421508252620697","18.421508252620697","8.235298097133636","8.235298097133636","8.235298097133636"
"26","7.146147191524506","7.146147191524506","7.146147191524506","11.071615129709244","11.071615129709244","11.071615129709244","24.329440534114838","24.329440534114838","24.329440534114838","6.972370982170105","6.972370982170105","6.972370982170105","18.338638126850128","18.338638126850128","18.338638126850128","8.151825249195099","8.151825249195099","8.151825249195099"
"27","7.132296025753021","7.132296025753021","7.132296025753021","10.951478391885757","10.951478391885757","10.951478391885757","23.799860686063766","23.799860686063766","23.799860686063766","6.957284092903137","6.957284092903137","6.957284092903137","18.25316232442856","18.25316232442856","18.25316232442856","8.064817279577255","8.064817279577255","8.064817279577255"
"28","7.118412584066391","7.118412584066391","7.118412584066391","10.828343957662582","10.828343957662582","10.828343957662582","23.214589834213257","23.214589834213257","23.214589834213257","6.9420530796051025","6.9420530796051025","6.9420530796051025","18.164477705955505","18.164477705955505","18.164477705955505","7.974314033985138","7.974314033985138","7.974314033985138"
"29","7.104473024606705","7.104473024606705","7.104473024606705","10.70253923535347","10.70253923535347","10.70253923535347","22.569683641195297","22.569683641195297","22.569683641195297","6.926898121833801","6.926898121833801","6.926898121833801","18.072466373443604","18.072466373443604","18.072466373443604","7.880223602056503","7.880223602056503","7.880223602056503"
"30","7.090435862541199","7.090435862541199","7.090435862541199","10.574189066886902","10.574189066886902","10.574189066886902","21.860650539398193","21.860650539398193","21.860650539398193","6.911687850952148","6.911687850952148","6.911687850952148","17.977289617061615","17.977289617061615","17.977289617061615","7.782029330730438","7.782029330730438","7.782029330730438"
"31","7.076003819704056","7.076003819704056","7.076003819704056","10.442869544029236","10.442869544029236","10.442869544029236","21.08342894911766","21.08342894911766","21.08342894911766","6.89641535282135","6.89641535282135","6.89641535282135","17.878247618675232","17.878247618675232","17.878247618675232","7.680244505405426","7.680244505405426","7.680244505405426"
"32","7.061247080564499","7.061247080564499","7.061247080564499","10.309565961360931","10.309565961360931","10.309565961360931","20.23946487903595","20.23946487903595","20.23946487903595","6.881077766418457","6.881077766418457","6.881077766418457","17.776329398155212","17.776329398155212","17.776329398155212","7.574320167303085","7.574320167303085","7.574320167303085"
"33","7.0465265810489655","7.0465265810489655","7.0465265810489655","10.173635840415955","10.173635840415955","10.173635840415955","19.333849847316742","19.333849847316742","19.333849847316742","6.86584746837616","6.86584746837616","6.86584746837616","17.670582175254822","17.670582175254822","17.670582175254822","7.464271515607834","7.464271515607834","7.464271515607834"
"34","7.031800180673599","7.031800180673599","7.031800180673599","10.036362797021866","10.036362797021866","10.036362797021866","18.370695024728775","18.370695024728775","18.370695024728775","6.85050630569458","6.85050630569458","6.85050630569458","17.560246646404266","17.560246646404266","17.560246646404266","7.3501811027526855","7.3501811027526855","7.3501811027526855"
"35","7.016831994056702","7.016831994056702","7.016831994056702","9.89681476354599","9.89681476354599","9.89681476354599","17.37323895096779","17.37323895096779","17.37323895096779","6.83493709564209","6.83493709564209","6.83493709564209","17.446509778499603","17.446509778499603","17.446509778499603","7.231994062662125","7.231994062662125","7.231994062662125"
"36","7.001513212919235","7.001513212919235","7.001513212919235","9.75564906001091","9.75564906001091","9.75564906001091","16.36435979604721","16.36435979604721","16.36435979604721","6.819405436515808","6.819405436515808","6.819405436515808","17.32841330766678","17.32841330766678","17.32841330766678","7.109628856182098","7.109628856182098","7.109628856182098"
"37","6.985942989587784","6.985942989587784","6.985942989587784","9.613247781991959","9.613247781991959","9.613247781991959","15.370958238840103","15.370958238840103","15.370958238840103","6.803875207901001","6.803875207901001","6.803875207901001","17.20593011379242","17.20593011379242","17.20593011379242","6.983355462551117","6.983355462551117","6.983355462551117"
"38","6.970208793878555","6.970208793878555","6.970208793878555","9.469777166843414","9.469777166843414","9.469777166843414","14.423262819647789","14.423262819647789","14.423262819647789","6.788143038749695","6.788143038749695","6.788143038749695","17.07920205593109","17.07920205593109","17.07920205593109","6.853212505578995","6.853212505578995","6.853212505578995"
"39","6.9543218314647675","6.9543218314647675","6.9543218314647675","9.326269894838333","9.326269894838333","9.326269894838333","13.545368015766144","13.545368015766144","13.545368015766144","6.772384166717529","6.772384166717529","6.772384166717529","16.947619259357452","16.947619259357452","16.947619259357452","6.719421684741974","6.719421684741974","6.719421684741974"
"40","6.938226401805878","6.938226401805878","6.938226401805878","9.182749688625336","9.182749688625336","9.182749688625336","12.757351264357567","12.757351264357567","12.757351264357567","6.756386160850525","6.756386160850525","6.756386160850525","16.81130975484848","16.81130975484848","16.81130975484848","6.5817530155181885","6.5817530155181885","6.5817530155181885"
"41","6.921689599752426","6.921689599752426","6.921689599752426","9.038925558328629","9.038925558328629","9.038925558328629","12.072043389081955","12.072043389081955","12.072043389081955","6.740357279777527","6.740357279777527","6.740357279777527","16.669863760471344","16.669863760471344","16.669863760471344","6.440934240818024","6.440934240818024","6.440934240818024"
"42","6.904667615890503","6.904667615890503","6.904667615890503","8.895428895950317","8.895428895950317","8.895428895950317","11.480989277362823","11.480989277362823","11.480989277362823","6.724410533905029","6.724410533905029","6.724410533905029","16.52350479364395","16.52350479364395","16.52350479364395","6.297657489776611","6.297657489776611","6.297657489776611"
"43","6.887354344129562","6.887354344129562","6.887354344129562","8.753342688083649","8.753342688083649","8.753342688083649","10.994587451219559","10.994587451219559","10.994587451219559","6.708160400390625","6.708160400390625","6.708160400390625","16.37314200401306","16.37314200401306","16.37314200401306","6.152217656373978","6.152217656373978","6.152217656373978"
"44","6.869838327169418","6.869838327169418","6.869838327169418","8.612881630659103","8.612881630659103","8.612881630659103","10.58060508966446","10.58060508966446","10.58060508966446","6.691852807998657","6.691852807998657","6.691852807998657","16.216808438301086","16.216808438301086","16.216808438301086","6.005309730768204","6.005309730768204","6.005309730768204"
"45","6.851980656385422","6.851980656385422","6.851980656385422","8.474943369626999","8.474943369626999","8.474943369626999","10.243838340044022","10.243838340044022","10.243838340044022","6.675604462623596","6.675604462623596","6.675604462623596","16.05573606491089","16.05573606491089","16.05573606491089","5.857148349285126","5.857148349285126","5.857148349285126"
"46","6.834074139595032","6.834074139595032","6.834074139595032","8.339023932814598","8.339023932814598","8.339023932814598","9.948698848485947","9.948698848485947","9.948698848485947","6.659098744392395","6.659098744392395","6.659098744392395","15.888831496238708","15.888831496238708","15.888831496238708","5.7092739045619965","5.7092739045619965","5.7092739045619965"
"47","6.815696746110916","6.815696746110916","6.815696746110916","8.206427782773972","8.206427782773972","8.206427782773972","9.693783476948738","9.693783476948738","9.693783476948738","6.6427241563797","6.6427241563797","6.6427241563797","15.717058181762695","15.717058181762695","15.717058181762695","5.561416774988174","5.561416774988174","5.561416774988174"
"48","6.7967095375061035","6.7967095375061035","6.7967095375061035","8.076069727540016","8.076069727540016","8.076069727540016","9.463283732533455","9.463283732533455","9.463283732533455","6.6261467933654785","6.6261467933654785","6.6261467933654785","15.541273057460785","15.541273057460785","15.541273057460785","5.415038198232651","5.415038198232651","5.415038198232651"
"49","6.7775333523750305","6.7775333523750305","6.7775333523750305","7.948832839727402","7.948832839727402","7.948832839727402","9.256023973226547","9.256023973226547","9.256023973226547","6.609411358833313","6.609411358833313","6.609411358833313","15.359758138656616","15.359758138656616","15.359758138656616","5.270329505205154","5.270329505205154","5.270329505205154"
"50","6.757741540670395","6.757741540670395","6.757741540670395","7.82622654736042","7.82622654736042","7.82622654736042","9.073605343699455","9.073605343699455","9.073605343699455","6.592563629150391","6.592563629150391","6.592563629150391","15.17320841550827","15.17320841550827","15.17320841550827","5.1283509731292725","5.1283509731292725","5.1283509731292725"
"51","6.738104194402695","6.738104194402695","6.738104194402695","7.70766843855381","7.70766843855381","7.70766843855381","8.905112460255623","8.905112460255623","8.905112460255623","6.5756916999816895","6.5756916999816895","6.5756916999816895","14.981611549854279","14.981611549854279","14.981611549854279","4.990011483430862","4.990011483430862","4.990011483430862"
"52","6.717746376991272","6.717746376991272","6.717746376991272","7.593447521328926","7.593447521328926","7.593447521328926","8.748915076255798","8.748915076255798","8.748915076255798","6.558733344078064","6.558733344078064","6.558733344078064","14.786588311195374","14.786588311195374","14.786588311195374","4.855308145284653","4.855308145284653","4.855308145284653"
"53","6.697007864713669","6.697007864713669","6.697007864713669","7.483121618628502","7.483121618628502","7.483121618628502","8.610207244753838","8.610207244753838","8.610207244753838","6.541659474372864","6.541659474372864","6.541659474372864","14.586638689041138","14.586638689041138","14.586638689041138","4.72568678855896","4.72568678855896","4.72568678855896"
"54","6.675646185874939","6.675646185874939","6.675646185874939","7.377246141433716","7.377246141433716","7.377246141433716","8.482194110751152","8.482194110751152","8.482194110751152","6.524405121803284","6.524405121803284","6.524405121803284","14.383144974708557","14.383144974708557","14.383144974708557","4.601091682910919","4.601091682910919","4.601091682910919"
"55","6.654040902853012","6.654040902853012","6.654040902853012","7.276077747344971","7.276077747344971","7.276077747344971","8.36603394150734","8.36603394150734","8.36603394150734","6.507264137268066","6.507264137268066","6.507264137268066","14.17532503604889","14.17532503604889","14.17532503604889","4.482181370258331","4.482181370258331","4.482181370258331"
"56","6.632158815860748","6.632158815860748","6.632158815860748","7.1797691732645035","7.1797691732645035","7.1797691732645035","8.268926247954369","8.268926247954369","8.268926247954369","6.48995578289032","6.48995578289032","6.48995578289032","13.964468717575073","13.964468717575073","13.964468717575073","4.36901181936264","4.36901181936264","4.36901181936264"
"57","6.6100157499313354","6.6100157499313354","6.6100157499313354","7.088013648986816","7.088013648986816","7.088013648986816","8.188396751880646","8.188396751880646","8.188396751880646","6.472485423088074","6.472485423088074","6.472485423088074","13.750434160232544","13.750434160232544","13.750434160232544","4.261455088853836","4.261455088853836","4.261455088853836"
"58","6.5871038138866425","6.5871038138866425","6.5871038138866425","7.000304400920868","7.000304400920868","7.000304400920868","8.116009205579758","8.116009205579758","8.116009205579758","6.455122709274292","6.455122709274292","6.455122709274292","13.535010635852814","13.535010635852814","13.535010635852814","4.159655839204788","4.159655839204788","4.159655839204788"
"59","6.563769817352295","6.563769817352295","6.563769817352295","6.9168307185173035","6.9168307185173035","6.9168307185173035","8.057874783873558","8.057874783873558","8.057874783873558","6.43755567073822","6.43755567073822","6.43755567073822","13.317591786384583","13.317591786384583","13.317591786384583","4.064122676849365","4.064122676849365","4.064122676849365"
"60","6.539769560098648","6.539769560098648","6.539769560098648","6.83716943860054","6.83716943860054","6.83716943860054","8.006496384739876","8.006496384739876","8.006496384739876","6.419949293136597","6.419949293136597","6.419949293136597","13.098081588745117","13.098081588745117","13.098081588745117","3.974398285150528","3.974398285150528","3.974398285150528"
"61","6.514971733093262","6.514971733093262","6.514971733093262","6.762587979435921","6.762587979435921","6.762587979435921","7.9633388966321945","7.9633388966321945","7.9633388966321945","6.4022825956344604","6.4022825956344604","6.4022825956344604","12.878961503505707","12.878961503505707","12.878961503505707","3.8898307383060455","3.8898307383060455","3.8898307383060455"
"62","6.490134358406067","6.490134358406067","6.490134358406067","6.6913979053497314","6.6913979053497314","6.6913979053497314","7.927585422992706","7.927585422992706","7.927585422992706","6.384385943412781","6.384385943412781","6.384385943412781","12.659873187541962","12.659873187541962","12.659873187541962","3.8110777139663696","3.8110777139663696","3.8110777139663696"
"63","6.465009689331055","6.465009689331055","6.465009689331055","6.622731059789658","6.622731059789658","6.622731059789658","7.896134719252586","7.896134719252586","7.896134719252586","6.366390943527222","6.366390943527222","6.366390943527222","12.443328022956848","12.443328022956848","12.443328022956848","3.7373574674129486","3.7373574674129486","3.7373574674129486"
"64","6.438722193241119","6.438722193241119","6.438722193241119","6.558586984872818","6.558586984872818","6.558586984872818","7.8721552938222885","7.8721552938222885","7.8721552938222885","6.348554015159607","6.348554015159607","6.348554015159607","12.228190571069717","12.228190571069717","12.228190571069717","3.6685344576835632","3.6685344576835632","3.6685344576835632"
"65","6.412494093179703","6.412494093179703","6.412494093179703","6.497940883040428","6.497940883040428","6.497940883040428","7.857386767864227","7.857386767864227","7.857386767864227","6.330498576164246","6.330498576164246","6.330498576164246","12.013269305229187","12.013269305229187","12.013269305229187","3.604223668575287","3.604223668575287","3.604223668575287"
"66","6.38523656129837","6.38523656129837","6.38523656129837","6.439537331461906","6.439537331461906","6.439537331461906","7.843569993972778","7.843569993972778","7.843569993972778","6.312427401542664","6.312427401542664","6.312427401542664","11.803348749876022","11.803348749876022","11.803348749876022","3.5441285371780396","3.5441285371780396","3.5441285371780396"
"67","6.357744544744492","6.357744544744492","6.357744544744492","6.384182393550873","6.384182393550873","6.384182393550873","7.824972242116928","7.824972242116928","7.824972242116928","6.2943830490112305","6.2943830490112305","6.2943830490112305","11.59653827548027","11.59653827548027","11.59653827548027","3.487657308578491","3.487657308578491","3.487657308578491"
"68","6.329815536737442","6.329815536737442","6.329815536737442","6.331638753414154","6.331638753414154","6.331638753414154","7.811007604002953","7.811007604002953","7.811007604002953","6.276098847389221","6.276098847389221","6.276098847389221","11.395122349262238","11.395122349262238","11.395122349262238","3.4352425932884216","3.4352425932884216","3.4352425932884216"
"69","6.301923722028732","6.301923722028732","6.301923722028732","6.281482040882111","6.281482040882111","6.281482040882111","7.800525665283203","7.800525665283203","7.800525665283203","6.257875204086304","6.257875204086304","6.257875204086304","11.198115140199661","11.198115140199661","11.198115140199661","3.385877013206482","3.385877013206482","3.385877013206482"
"70","6.273249328136444","6.273249328136444","6.273249328136444","6.234147444367409","6.234147444367409","6.234147444367409","7.786060556769371","7.786060556769371","7.786060556769371","6.239515781402588","6.239515781402588","6.239515781402588","11.007475435733795","11.007475435733795","11.007475435733795","3.339838922023773","3.339838922023773","3.339838922023773"
"71","6.244171649217606","6.244171649217606","6.244171649217606","6.188023000955582","6.188023000955582","6.188023000955582","7.775436609983444","7.775436609983444","7.775436609983444","6.220972537994385","6.220972537994385","6.220972537994385","10.825006991624832","10.825006991624832","10.825006991624832","3.29705411195755","3.29705411195755","3.29705411195755"
"72","6.214673697948456","6.214673697948456","6.214673697948456","6.143768414855003","6.143768414855003","6.143768414855003","7.766517475247383","7.766517475247383","7.766517475247383","6.20250391960144","6.20250391960144","6.20250391960144","10.647848695516586","10.647848695516586","10.647848695516586","3.2568907737731934","3.2568907737731934","3.2568907737731934"
"73","6.184736400842667","6.184736400842667","6.184736400842667","6.102161660790443","6.102161660790443","6.102161660790443","7.758613422513008","7.758613422513008","7.758613422513008","6.183659195899963","6.183659195899963","6.183659195899963","10.478997647762299","10.478997647762299","10.478997647762299","3.2192545533180237","3.2192545533180237","3.2192545533180237"
"74","6.154058665037155","6.154058665037155","6.154058665037155","6.062549069523811","6.062549069523811","6.062549069523811","7.751401647925377","7.751401647925377","7.751401647925377","6.165133714675903","6.165133714675903","6.165133714675903","10.315845400094986","10.315845400094986","10.315845400094986","3.183923214673996","3.183923214673996","3.183923214673996"
"75","6.123024225234985","6.123024225234985","6.123024225234985","6.024395510554314","6.024395510554314","6.024395510554314","7.74270785599947","7.74270785599947","7.74270785599947","6.146143436431885","6.146143436431885","6.146143436431885","10.162033438682556","10.162033438682556","10.162033438682556","3.1511681377887726","3.1511681377887726","3.1511681377887726"
"76","6.0913709700107574","6.0913709700107574","6.0913709700107574","5.987435817718506","5.987435817718506","5.987435817718506","7.738530829548836","7.738530829548836","7.738530829548836","6.127341866493225","6.127341866493225","6.127341866493225","10.015798836946487","10.015798836946487","10.015798836946487","3.1206407099962234","3.1206407099962234","3.1206407099962234"
"77","6.059740096330643","6.059740096330643","6.059740096330643","5.952351823449135","5.952351823449135","5.952351823449135","7.73828849196434","7.73828849196434","7.73828849196434","6.108550429344177","6.108550429344177","6.108550429344177","9.876849681138992","9.876849681138992","9.876849681138992","3.0917972177267075","3.0917972177267075","3.0917972177267075"
"78","6.027171790599823","6.027171790599823","6.027171790599823","5.918577536940575","5.918577536940575","5.918577536940575","7.735539123415947","7.735539123415947","7.735539123415947","6.089592456817627","6.089592456817627","6.089592456817627","9.744922071695328","9.744922071695328","9.744922071695328","3.065148040652275","3.065148040652275","3.065148040652275"
"79","5.993827134370804","5.993827134370804","5.993827134370804","5.886206731200218","5.886206731200218","5.886206731200218","7.735862925648689","7.735862925648689","7.735862925648689","6.070716857910156","6.070716857910156","6.070716857910156","9.61930188536644","9.61930188536644","9.61930188536644","3.040933534502983","3.040933534502983","3.040933534502983"
"80","5.960884094238281","5.960884094238281","5.960884094238281","5.854492008686066","5.854492008686066","5.854492008686066","7.738254830241203","7.738254830241203","7.738254830241203","6.051651954650879","6.051651954650879","6.051651954650879","9.502170383930206","9.502170383930206","9.502170383930206","3.0179775655269623","3.0179775655269623","3.0179775655269623"
"81","5.961327612400055","5.961327612400055","5.961327612400055","5.853529557585716","5.853529557585716","5.853529557585716","7.7841635048389435","7.7841635048389435","7.7841635048389435","6.049709320068359","6.049709320068359","6.049709320068359","9.493750900030136","9.493750900030136","9.493750900030136","3.012680336833","3.012680336833","3.012680336833"
"82","5.96009749174118","5.96009749174118","5.96009749174118","5.853242889046669","5.853242889046669","5.853242889046669","7.839666239917278","7.839666239917278","7.839666239917278","6.0477659702301025","6.0477659702301025","6.0477659702301025","9.483786463737488","9.483786463737488","9.483786463737488","3.010294795036316","3.010294795036316","3.010294795036316"
"83","5.95784592628479","5.95784592628479","5.95784592628479","5.852297380566597","5.852297380566597","5.852297380566597","7.859929956495762","7.859929956495762","7.859929956495762","6.045915007591248","6.045915007591248","6.045915007591248","9.473100543022156","9.473100543022156","9.473100543022156","3.00846429169178","3.00846429169178","3.00846429169178"
"84","5.955459266901016","5.955459266901016","5.955459266901016","5.8512242436409","5.8512242436409","5.8512242436409","7.861667230725288","7.861667230725288","7.861667230725288","6.044057726860046","6.044057726860046","6.044057726860046","9.462550073862076","9.462550073862076","9.462550073862076","3.006783828139305","3.006783828139305","3.006783828139305"
"85","5.952666491270065","5.952666491270065","5.952666491270065","5.849903970956802","5.849903970956802","5.849903970956802","7.859991818666458","7.859991818666458","7.859991818666458","6.042089819908142","6.042089819908142","6.042089819908142","9.451719641685486","9.451719641685486","9.451719641685486","3.0050748884677887","3.0050748884677887","3.0050748884677887"
"86","5.949988484382629","5.949988484382629","5.949988484382629","5.848507195711136","5.848507195711136","5.848507195711136","7.858853951096535","7.858853951096535","7.858853951096535","6.040110945701599","6.040110945701599","6.040110945701599","9.441148519515991","9.441148519515991","9.441148519515991","3.0032632052898407","3.0032632052898407","3.0032632052898407"
"87","5.947257995605469","5.947257995605469","5.947257995605469","5.84686441719532","5.84686441719532","5.84686441719532","7.858453087508678","7.858453087508678","7.858453087508678","6.038236618041992","6.038236618041992","6.038236618041992","9.430189371109009","9.430189371109009","9.430189371109009","3.001570001244545","3.001570001244545","3.001570001244545"
