"Step","stairs_pose_net_mobv3s - epoch/test_loss","stairs_pose_net_mobv3s - epoch/test_loss__MIN","stairs_pose_net_mobv3s - epoch/test_loss__MAX","pumpkin_pose_net_mobv3s - epoch/test_loss","pumpkin_pose_net_mobv3s - epoch/test_loss__MIN","pumpkin_pose_net_mobv3s - epoch/test_loss__MAX","office_pose_net_mobv3s - epoch/test_loss","office_pose_net_mobv3s - epoch/test_loss__MIN","office_pose_net_mobv3s - epoch/test_loss__MAX","heads_pose_net_mobv3s - epoch/test_loss","heads_pose_net_mobv3s - epoch/test_loss__MIN","heads_pose_net_mobv3s - epoch/test_loss__MAX","fire_pose_net_mobv3s - epoch/test_loss","fire_pose_net_mobv3s - epoch/test_loss__MIN","fire_pose_net_mobv3s - epoch/test_loss__MAX","chess_pose_net_mobv3s - epoch/test_loss","chess_pose_net_mobv3s - epoch/test_loss__MIN","chess_pose_net_mobv3s - epoch/test_loss__MAX"
"21","7.95915013551712","7.95915013551712","7.95915013551712","11.009722702205181","11.009722702205181","11.009722702205181","25.20427268743515","25.20427268743515","25.20427268743515","10.188053846359253","10.188053846359253","10.188053846359253","19.677677109837532","19.677677109837532","19.677677109837532","9.54345740377903","9.54345740377903","9.54345740377903"
"22","7.860402554273605","7.860402554273605","7.860402554273605","10.921967551112175","10.921967551112175","10.921967551112175","24.888376399874687","24.888376399874687","24.888376399874687","10.20397898554802","10.20397898554802","10.20397898554802","19.629655078053474","19.629655078053474","19.629655078053474","9.52424306422472","9.52424306422472","9.52424306422472"
"23","7.738292723894119","7.738292723894119","7.738292723894119","10.827642440795898","10.827642440795898","10.827642440795898","24.55861273407936","24.55861273407936","24.55861273407936","10.195677012205124","10.195677012205124","10.195677012205124","19.580542474985123","19.580542474985123","19.580542474985123","9.505244225263596","9.505244225263596","9.505244225263596"
"24","7.627692431211472","7.627692431211472","7.627692431211472","10.729465238749981","10.729465238749981","10.729465238749981","24.208852469921112","24.208852469921112","24.208852469921112","10.144226729869843","10.144226729869843","10.144226729869843","19.528553038835526","19.528553038835526","19.528553038835526","9.486036330461502","9.486036330461502","9.486036330461502"
"25","7.537498772144318","7.537498772144318","7.537498772144318","10.626768693327904","10.626768693327904","10.626768693327904","23.80084255337715","23.80084255337715","23.80084255337715","10.081934005022049","10.081934005022049","10.081934005022049","19.469654850661755","19.469654850661755","19.469654850661755","9.46714023500681","9.46714023500681","9.46714023500681"
"26","7.469626039266586","7.469626039266586","7.469626039266586","10.520901925861835","10.520901925861835","10.520901925861835","23.3592968583107","23.3592968583107","23.3592968583107","9.980059921741486","9.980059921741486","9.980059921741486","19.406285412609577","19.406285412609577","19.406285412609577","9.447902843356133","9.447902843356133","9.447902843356133"
"27","7.413876175880432","7.413876175880432","7.413876175880432","10.412647403776646","10.412647403776646","10.412647403776646","22.909379586577415","22.909379586577415","22.909379586577415","9.851559966802597","9.851559966802597","9.851559966802597","19.3399216234684","19.3399216234684","19.3399216234684","9.428587853908539","9.428587853908539","9.428587853908539"
"28","7.371956676244736","7.371956676244736","7.371956676244736","10.30000127851963","10.30000127851963","10.30000127851963","22.37395976483822","22.37395976483822","22.37395976483822","9.674979656934738","9.674979656934738","9.674979656934738","19.2700767070055","19.2700767070055","19.2700767070055","9.409202247858047","9.409202247858047","9.409202247858047"
"29","7.330224871635437","7.330224871635437","7.330224871635437","10.184928677976131","10.184928677976131","10.184928677976131","21.785639062523842","21.785639062523842","21.785639062523842","9.462386101484299","9.462386101484299","9.462386101484299","19.197379365563393","19.197379365563393","19.197379365563393","9.389995031058788","9.389995031058788","9.389995031058788"
"30","7.287138879299164","7.287138879299164","7.287138879299164","10.069092340767384","10.069092340767384","10.069092340767384","21.17245775461197","21.17245775461197","21.17245775461197","9.20948725938797","9.20948725938797","9.20948725938797","19.123030923306942","19.123030923306942","19.123030923306942","9.370636843144894","9.370636843144894","9.370636843144894"
"31","7.242286443710327","7.242286443710327","7.242286443710327","9.951688069850206","9.951688069850206","9.951688069850206","20.531653255224228","20.531653255224228","20.531653255224228","8.890894889831543","8.890894889831543","8.890894889831543","19.049757577478886","19.049757577478886","19.049757577478886","9.351087361574173","9.351087361574173","9.351087361574173"
"32","7.198678284883499","7.198678284883499","7.198678284883499","9.836304370313883","9.836304370313883","9.836304370313883","19.837928868830204","19.837928868830204","19.837928868830204","8.556029081344604","8.556029081344604","8.556029081344604","18.978257901966572","18.978257901966572","18.978257901966572","9.331341668963432","9.331341668963432","9.331341668963432"
"33","7.156710207462311","7.156710207462311","7.156710207462311","9.717327628284693","9.717327628284693","9.717327628284693","19.164200522005558","19.164200522005558","19.164200522005558","8.199782639741898","8.199782639741898","8.199782639741898","18.90708813071251","18.90708813071251","18.90708813071251","9.311479791998863","9.311479791998863","9.311479791998863"
"34","7.1166607439517975","7.1166607439517975","7.1166607439517975","9.598308183252811","9.598308183252811","9.598308183252811","18.528203316032887","18.528203316032887","18.528203316032887","7.857206553220749","7.857206553220749","7.857206553220749","18.83543598651886","18.83543598651886","18.83543598651886","9.291295245289803","9.291295245289803","9.291295245289803"
"35","7.0800009071826935","7.0800009071826935","7.0800009071826935","9.481526579707861","9.481526579707861","9.481526579707861","17.935306206345558","17.935306206345558","17.935306206345558","7.585867792367935","7.585867792367935","7.585867792367935","18.762641668319702","18.762641668319702","18.762641668319702","9.271070450544357","9.271070450544357","9.271070450544357"
"36","7.042600035667419","7.042600035667419","7.042600035667419","9.36416358500719","9.36416358500719","9.36416358500719","17.387075051665306","17.387075051665306","17.387075051665306","7.3746368288993835","7.3746368288993835","7.3746368288993835","18.689102545380592","18.689102545380592","18.689102545380592","9.250281348824501","9.250281348824501","9.250281348824501"
"37","7.001434087753296","7.001434087753296","7.001434087753296","9.243768002837896","9.243768002837896","9.243768002837896","16.876212626695633","16.876212626695633","16.876212626695633","7.2168775498867035","7.2168775498867035","7.2168775498867035","18.613759376108646","18.613759376108646","18.613759376108646","9.229343116283417","9.229343116283417","9.229343116283417"
"38","6.964725583791733","6.964725583791733","6.964725583791733","9.123975601047277","9.123975601047277","9.123975601047277","16.333957821130753","16.333957821130753","16.333957821130753","7.09404844045639","7.09404844045639","7.09404844045639","18.537845335900784","18.537845335900784","18.537845335900784","9.208048053085804","9.208048053085804","9.208048053085804"
"39","6.9319503009319305","6.9319503009319305","6.9319503009319305","9.008824400603771","9.008824400603771","9.008824400603771","16.47423179447651","16.47423179447651","16.47423179447651","6.994892776012421","6.994892776012421","6.994892776012421","18.459717318415642","18.459717318415642","18.459717318415642","9.18673886358738","9.18673886358738","9.18673886358738"
"40","6.902388572692871","6.902388572692871","6.902388572692871","8.895297542214394","8.895297542214394","8.895297542214394","17.380262926220894","17.380262926220894","17.380262926220894","6.911211580038071","6.911211580038071","6.911211580038071","18.377840369939804","18.377840369939804","18.377840369939804","9.1650924757123","9.1650924757123","9.1650924757123"
"41","6.876555621623993","6.876555621623993","6.876555621623993","8.78303163126111","8.78303163126111","8.78303163126111","18.022732846438885","18.022732846438885","18.022732846438885","6.838346883654594","6.838346883654594","6.838346883654594","18.29559312015772","18.29559312015772","18.29559312015772","9.143042758107185","9.143042758107185","9.143042758107185"
"42","6.850152686238289","6.850152686238289","6.850152686238289","8.67337155714631","8.67337155714631","8.67337155714631","18.682509072124958","18.682509072124958","18.682509072124958","6.776862174272537","6.776862174272537","6.776862174272537","18.210852984339","18.210852984339","18.210852984339","9.120913416147232","9.120913416147232","9.120913416147232"
"43","6.822467505931854","6.822467505931854","6.822467505931854","8.566674288362265","8.566674288362265","8.566674288362265","18.47143444418907","18.47143444418907","18.47143444418907","6.727738678455353","6.727738678455353","6.727738678455353","18.122719768434763","18.122719768434763","18.122719768434763","9.098091579973698","9.098091579973698","9.098091579973698"
"44","6.792217791080475","6.792217791080475","6.792217791080475","8.468270625919104","8.468270625919104","8.468270625919104","17.803186312317848","17.803186312317848","17.803186312317848","6.68567119538784","6.68567119538784","6.68567119538784","18.034236315637827","18.034236315637827","18.034236315637827","9.074719548225403","9.074719548225403","9.074719548225403"
"45","6.758397579193115","6.758397579193115","6.758397579193115","8.371948897838593","8.371948897838593","8.371948897838593","17.15453889966011","17.15453889966011","17.15453889966011","6.652102962136269","6.652102962136269","6.652102962136269","17.94126696139574","17.94126696139574","17.94126696139574","9.051397927105427","9.051397927105427","9.051397927105427"
"46","6.7222248911857605","6.7222248911857605","6.7222248911857605","8.272481884807348","8.272481884807348","8.272481884807348","16.571839965879917","16.571839965879917","16.571839965879917","6.6246020793914795","6.6246020793914795","6.6246020793914795","17.84571509435773","17.84571509435773","17.84571509435773","9.027561850845814","9.027561850845814","9.027561850845814"
"47","6.683329641819","6.683329641819","6.683329641819","8.179768737405539","8.179768737405539","8.179768737405539","15.940022520720959","15.940022520720959","15.940022520720959","6.606126740574837","6.606126740574837","6.606126740574837","17.747426226735115","17.747426226735115","17.747426226735115","9.00324535369873","9.00324535369873","9.00324535369873"
"48","6.6419647783041","6.6419647783041","6.6419647783041","8.093971982598305","8.093971982598305","8.093971982598305","15.556012086570263","15.556012086570263","15.556012086570263","6.592736184597015","6.592736184597015","6.592736184597015","17.645953986793756","17.645953986793756","17.645953986793756","8.97832277417183","8.97832277417183","8.97832277417183"
"49","6.598989263176918","6.598989263176918","6.598989263176918","8.01067179068923","8.01067179068923","8.01067179068923","15.82026582956314","15.82026582956314","15.82026582956314","6.583331778645515","6.583331778645515","6.583331778645515","17.541409723460674","17.541409723460674","17.541409723460674","8.953157506883144","8.953157506883144","8.953157506883144"
"50","6.5527025163173676","6.5527025163173676","6.5527025163173676","7.931007273495197","7.931007273495197","7.931007273495197","17.052624456584454","17.052624456584454","17.052624456584454","6.576696619391441","6.576696619391441","6.576696619391441","17.436239071190357","17.436239071190357","17.436239071190357","8.927047222852707","8.927047222852707","8.927047222852707"
"51","6.504733443260193","6.504733443260193","6.504733443260193","7.857332020998001","7.857332020998001","7.857332020998001","19.026179611682892","19.026179611682892","19.026179611682892","6.572940096259117","6.572940096259117","6.572940096259117","17.326952874660492","17.326952874660492","17.326952874660492","8.899844914674759","8.899844914674759","8.899844914674759"
"52","6.454823791980743","6.454823791980743","6.454823791980743","7.785086624324322","7.785086624324322","7.785086624324322","17.126439288258553","17.126439288258553","17.126439288258553","6.571740582585335","6.571740582585335","6.571740582585335","17.215063758194447","17.215063758194447","17.215063758194447","8.873400010168552","8.873400010168552","8.873400010168552"
"53","6.401619464159012","6.401619464159012","6.401619464159012","7.7164486348629","7.7164486348629","7.7164486348629","15.323398098349571","15.323398098349571","15.323398098349571","6.570072263479233","6.570072263479233","6.570072263479233","17.098499927669764","17.098499927669764","17.098499927669764","8.846164658665657","8.846164658665657","8.846164658665657"
"54","6.347367972135544","6.347367972135544","6.347367972135544","7.656768582761288","7.656768582761288","7.656768582761288","14.684285663068295","14.684285663068295","14.684285663068295","6.56848332285881","6.56848332285881","6.56848332285881","16.981082901358604","16.981082901358604","16.981082901358604","8.818045563995838","8.818045563995838","8.818045563995838"
"55","6.2889686822891235","6.2889686822891235","6.2889686822891235","7.607033617794514","7.607033617794514","7.607033617794514","14.905613653361797","14.905613653361797","14.905613653361797","6.565639361739159","6.565639361739159","6.565639361739159","16.86151970922947","16.86151970922947","16.86151970922947","8.789585381746292","8.789585381746292","8.789585381746292"
"56","6.227223634719849","6.227223634719849","6.227223634719849","7.552112706005573","7.552112706005573","7.552112706005573","14.588060185313225","14.588060185313225","14.588060185313225","6.563879922032356","6.563879922032356","6.563879922032356","16.738618671894073","16.738618671894073","16.738618671894073","8.760413363575935","8.760413363575935","8.760413363575935"
"57","6.165132135152817","6.165132135152817","6.165132135152817","7.50287264585495","7.50287264585495","7.50287264585495","14.997805558145046","14.997805558145046","14.997805558145046","6.559588402509689","6.559588402509689","6.559588402509689","16.611990228295326","16.611990228295326","16.611990228295326","8.730750985443592","8.730750985443592","8.730750985443592"
"58","6.098150134086609","6.098150134086609","6.098150134086609","7.45577796548605","7.45577796548605","7.45577796548605","15.556414358317852","15.556414358317852","15.556414358317852","6.555433943867683","6.555433943867683","6.555433943867683","16.4821263179183","16.4821263179183","16.4821263179183","8.700460016727448","8.700460016727448","8.700460016727448"
"59","6.0287021696567535","6.0287021696567535","6.0287021696567535","7.416735254228115","7.416735254228115","7.416735254228115","16.121560744941235","16.121560744941235","16.121560744941235","6.549119383096695","6.549119383096695","6.549119383096695","16.346304267644882","16.346304267644882","16.346304267644882","8.66931153088808","8.66931153088808","8.66931153088808"
"60","5.9558945298194885","5.9558945298194885","5.9558945298194885","7.383862607181072","7.383862607181072","7.383862607181072","16.4608368948102","16.4608368948102","16.4608368948102","6.542223259806633","6.542223259806633","6.542223259806633","16.211103584617376","16.211103584617376","16.211103584617376","8.638273291289806","8.638273291289806","8.638273291289806"
"61","5.87747585773468","5.87747585773468","5.87747585773468","7.358819968998432","7.358819968998432","7.358819968998432","16.632193848490715","16.632193848490715","16.632193848490715","6.538228124380112","6.538228124380112","6.538228124380112","16.075040098279715","16.075040098279715","16.075040098279715","8.606672756373882","8.606672756373882","8.606672756373882"
"62","5.799919784069061","5.799919784069061","5.799919784069061","7.332882724702358","7.332882724702358","7.332882724702358","16.676677003502846","16.676677003502846","16.676677003502846","6.532464861869812","6.532464861869812","6.532464861869812","15.933266960084438","15.933266960084438","15.933266960084438","8.57312859594822","8.57312859594822","8.57312859594822"
"63","5.716779708862305","5.716779708862305","5.716779708862305","7.304548904299736","7.304548904299736","7.304548904299736","16.637840420007706","16.637840420007706","16.637840420007706","6.527285188436508","6.527285188436508","6.527285188436508","15.788433410227299","15.788433410227299","15.788433410227299","8.538888044655323","8.538888044655323","8.538888044655323"
"64","5.630839496850967","5.630839496850967","5.630839496850967","7.2813742235302925","7.2813742235302925","7.2813742235302925","16.696892574429512","16.696892574429512","16.696892574429512","6.5219486355781555","6.5219486355781555","6.5219486355781555","15.643396884202957","15.643396884202957","15.643396884202957","8.50408898293972","8.50408898293972","8.50408898293972"
"65","5.543241307139397","5.543241307139397","5.543241307139397","7.272610902786255","7.272610902786255","7.272610902786255","16.88576813042164","16.88576813042164","16.88576813042164","6.515838474035263","6.515838474035263","6.515838474035263","15.496114641427994","15.496114641427994","15.496114641427994","8.468304835259914","8.468304835259914","8.468304835259914"
"66","5.449862092733383","5.449862092733383","5.449862092733383","7.259620361030102","7.259620361030102","7.259620361030102","17.209263026714325","17.209263026714325","17.209263026714325","6.510170936584473","6.510170936584473","6.510170936584473","15.345594555139542","15.345594555139542","15.345594555139542","8.432161204516888","8.432161204516888","8.432161204516888"
"67","5.3524350225925446","5.3524350225925446","5.3524350225925446","7.245732396841049","7.245732396841049","7.245732396841049","17.553365662693977","17.553365662693977","17.553365662693977","6.503531098365784","6.503531098365784","6.503531098365784","15.190382026135921","15.190382026135921","15.190382026135921","8.3949950709939","8.3949950709939","8.3949950709939"
"68","5.257651939988136","5.257651939988136","5.257651939988136","7.23751787096262","7.23751787096262","7.23751787096262","17.882273584604263","17.882273584604263","17.882273584604263","6.497898429632187","6.497898429632187","6.497898429632187","15.032165601849556","15.032165601849556","15.032165601849556","8.357274301350117","8.357274301350117","8.357274301350117"
"69","5.162225008010864","5.162225008010864","5.162225008010864","7.234003312885761","7.234003312885761","7.234003312885761","18.195446014404297","18.195446014404297","18.195446014404297","6.492328315973282","6.492328315973282","6.492328315973282","14.866384021937847","14.866384021937847","14.866384021937847","8.317767098546028","8.317767098546028","8.317767098546028"
"70","5.066333293914795","5.066333293914795","5.066333293914795","7.229290246963501","7.229290246963501","7.229290246963501","18.416418105363846","18.416418105363846","18.416418105363846","6.483694285154343","6.483694285154343","6.483694285154343","14.706882908940315","14.706882908940315","14.706882908940315","8.277151331305504","8.277151331305504","8.277151331305504"
"71","4.976301789283752","4.976301789283752","4.976301789283752","7.23342464864254","7.23342464864254","7.23342464864254","18.681666523218155","18.681666523218155","18.681666523218155","6.473483026027679","6.473483026027679","6.473483026027679","14.543832927942276","14.543832927942276","14.543832927942276","8.23633248358965","8.23633248358965","8.23633248358965"
"72","4.886961668729782","4.886961668729782","4.886961668729782","7.249908581376076","7.249908581376076","7.249908581376076","18.830031618475914","18.830031618475914","18.830031618475914","6.464492827653885","6.464492827653885","6.464492827653885","14.376766294240952","14.376766294240952","14.376766294240952","8.193906210362911","8.193906210362911","8.193906210362911"
"73","4.80387955904007","4.80387955904007","4.80387955904007","7.273538775742054","7.273538775742054","7.273538775742054","19.025822684168816","19.025822684168816","19.025822684168816","6.453506529331207","6.453506529331207","6.453506529331207","14.207667998969555","14.207667998969555","14.207667998969555","8.149275451898575","8.149275451898575","8.149275451898575"
"74","4.725752130150795","4.725752130150795","4.725752130150795","7.308310121297836","7.308310121297836","7.308310121297836","19.048980087041855","19.048980087041855","19.048980087041855","6.442966908216476","6.442966908216476","6.442966908216476","14.039805985987186","14.039805985987186","14.039805985987186","8.104646690189838","8.104646690189838","8.104646690189838"
"75","4.6524221152067184","4.6524221152067184","4.6524221152067184","7.349593427032232","7.349593427032232","7.349593427032232","19.127486541867256","19.127486541867256","19.127486541867256","6.432117611169815","6.432117611169815","6.432117611169815","13.864460058510303","13.864460058510303","13.864460058510303","8.058858968317509","8.058858968317509","8.058858968317509"
"76","4.581967771053314","4.581967771053314","4.581967771053314","7.396136991679668","7.396136991679668","7.396136991679668","19.05501413345337","19.05501413345337","19.05501413345337","6.420698881149292","6.420698881149292","6.420698881149292","13.686976678669453","13.686976678669453","13.686976678669453","8.011122360825539","8.011122360825539","8.011122360825539"
"77","4.530935183167458","4.530935183167458","4.530935183167458","7.458555091172457","7.458555091172457","7.458555091172457","18.9492928981781","18.9492928981781","18.9492928981781","6.408900111913681","6.408900111913681","6.408900111913681","13.509302273392677","13.509302273392677","13.509302273392677","7.963402330875397","7.963402330875397","7.963402330875397"
"78","4.481259748339653","4.481259748339653","4.481259748339653","7.526872791349888","7.526872791349888","7.526872791349888","18.675171986222267","18.675171986222267","18.675171986222267","6.397205293178558","6.397205293178558","6.397205293178558","13.333104267716408","13.333104267716408","13.333104267716408","7.913133256137371","7.913133256137371","7.913133256137371"
"79","4.443743199110031","4.443743199110031","4.443743199110031","7.611777521669865","7.611777521669865","7.611777521669865","18.287418946623802","18.287418946623802","18.287418946623802","6.385940253734589","6.385940253734589","6.385940253734589","13.145207680761814","13.145207680761814","13.145207680761814","7.8617400750517845","7.8617400750517845","7.8617400750517845"
"80","4.416627272963524","4.416627272963524","4.416627272963524","7.710104588419199","7.710104588419199","7.710104588419199","17.610377728939056","17.610377728939056","17.610377728939056","6.372807264328003","6.372807264328003","6.372807264328003","12.956821084022522","12.956821084022522","12.956821084022522","7.810212142765522","7.810212142765522","7.810212142765522"
"81","4.4162623435258865","4.4162623435258865","4.4162623435258865","8.065108694136143","8.065108694136143","8.065108694136143","14.72803870588541","14.72803870588541","14.72803870588541","6.371998369693756","6.371998369693756","6.371998369693756","12.928634122014046","12.928634122014046","12.928634122014046","7.796245113015175","7.796245113015175","7.796245113015175"
"82","4.436744198203087","4.436744198203087","4.436744198203087","8.131522245705128","8.131522245705128","8.131522245705128","15.50441674888134","15.50441674888134","15.50441674888134","6.371189564466476","6.371189564466476","6.371189564466476","12.911443442106247","12.911443442106247","12.911443442106247","7.782788954675198","7.782788954675198","7.782788954675198"
"83","4.45606429874897","4.45606429874897","4.45606429874897","8.098419778048992","8.098419778048992","8.098419778048992","15.451146677136421","15.451146677136421","15.451146677136421","6.370164394378662","6.370164394378662","6.370164394378662","12.895198948681355","12.895198948681355","12.895198948681355","7.771814242005348","7.771814242005348","7.771814242005348"
"84","4.4661528170108795","4.4661528170108795","4.4661528170108795","8.090641006827354","8.090641006827354","8.090641006827354","15.408903047442436","15.408903047442436","15.408903047442436","6.369025141000748","6.369025141000748","6.369025141000748","12.877802737057209","12.877802737057209","12.877802737057209","7.762991771101952","7.762991771101952","7.762991771101952"
"85","4.4692064225673676","4.4692064225673676","4.4692064225673676","8.093354053795338","8.093354053795338","8.093354053795338","15.361864395439625","15.361864395439625","15.361864395439625","6.367865264415741","6.367865264415741","6.367865264415741","12.860434398055077","12.860434398055077","12.860434398055077","7.755147464573383","7.755147464573383","7.755147464573383"
"86","4.468803718686104","4.468803718686104","4.468803718686104","8.098081886768341","8.098081886768341","8.098081886768341","15.316855788230896","15.316855788230896","15.316855788230896","6.366377890110016","6.366377890110016","6.366377890110016","12.842224530875683","12.842224530875683","12.842224530875683","7.747843682765961","7.747843682765961","7.747843682765961"
"87","4.467924654483795","4.467924654483795","4.467924654483795","8.102476067841053","8.102476067841053","8.102476067841053","15.27548610419035","15.27548610419035","15.27548610419035","6.364926606416702","6.364926606416702","6.364926606416702","12.821172311902046","12.821172311902046","12.821172311902046","7.740922391414642","7.740922391414642","7.740922391414642"
