"Step","stairs_pose_net_mobv3l - epoch/test_loss","stairs_pose_net_mobv3l - epoch/test_loss__MIN","stairs_pose_net_mobv3l - epoch/test_loss__MAX","pumpkin_pose_net_mobv3l - epoch/test_loss","pumpkin_pose_net_mobv3l - epoch/test_loss__MIN","pumpkin_pose_net_mobv3l - epoch/test_loss__MAX","office_pose_net_mobv3l - epoch/test_loss","office_pose_net_mobv3l - epoch/test_loss__MIN","office_pose_net_mobv3l - epoch/test_loss__MAX","heads_pose_net_mobv3l - epoch/test_loss","heads_pose_net_mobv3l - epoch/test_loss__MIN","heads_pose_net_mobv3l - epoch/test_loss__MAX","fire_pose_net_mobv3l - epoch/test_loss","fire_pose_net_mobv3l - epoch/test_loss__MIN","fire_pose_net_mobv3l - epoch/test_loss__MAX","chess_pose_net_mobv3l - epoch/test_loss","chess_pose_net_mobv3l - epoch/test_loss__MIN","chess_pose_net_mobv3l - epoch/test_loss__MAX"
"21","8.770099192857742","8.770099192857742","8.770099192857742","10.952638894319534","10.952638894319534","10.952638894319534","27.25853829085827","27.25853829085827","27.25853829085827","6.950690403580666","6.950690403580666","6.950690403580666","19.66934136301279","19.66934136301279","19.66934136301279","8.9730708822608","8.9730708822608","8.9730708822608"
"22","8.661145448684692","8.661145448684692","8.661145448684692","10.845010250806808","10.845010250806808","10.845010250806808","27.12171684205532","27.12171684205532","27.12171684205532","6.911984249949455","6.911984249949455","6.911984249949455","19.591505385935307","19.591505385935307","19.591505385935307","8.928716197609901","8.928716197609901","8.928716197609901"
"23","8.311900973320007","8.311900973320007","8.311900973320007","10.735534563660622","10.735534563660622","10.735534563660622","26.976627692580223","26.976627692580223","26.976627692580223","6.875631883740425","6.875631883740425","6.875631883740425","19.498666010797024","19.498666010797024","19.498666010797024","8.883648969233036","8.883648969233036","8.883648969233036"
"24","8.097831964492798","8.097831964492798","8.097831964492798","10.623030431568623","10.623030431568623","10.623030431568623","26.824052676558495","26.824052676558495","26.824052676558495","6.840655907988548","6.840655907988548","6.840655907988548","19.40316152572632","19.40316152572632","19.40316152572632","8.83762489259243","8.83762489259243","8.83762489259243"
"25","7.854739487171173","7.854739487171173","7.854739487171173","10.507387481629848","10.507387481629848","10.507387481629848","26.66239406168461","26.66239406168461","26.66239406168461","6.809902384877205","6.809902384877205","6.809902384877205","19.304479993879795","19.304479993879795","19.304479993879795","8.790784671902657","8.790784671902657","8.790784671902657"
"26","7.6229188144207","7.6229188144207","7.6229188144207","10.390501845628023","10.390501845628023","10.390501845628023","26.489254668354988","26.489254668354988","26.489254668354988","6.774763539433479","6.774763539433479","6.774763539433479","19.202192954719067","19.202192954719067","19.202192954719067","8.742987371981144","8.742987371981144","8.742987371981144"
"27","7.384454965591431","7.384454965591431","7.384454965591431","10.271480645984411","10.271480645984411","10.271480645984411","26.301078274846077","26.301078274846077","26.301078274846077","6.735907956957817","6.735907956957817","6.735907956957817","19.09985463321209","19.09985463321209","19.09985463321209","8.693541541695595","8.693541541695595","8.693541541695595"
"28","7.1781061589717865","7.1781061589717865","7.1781061589717865","10.148560147732496","10.148560147732496","10.148560147732496","26.109328284859657","26.109328284859657","26.109328284859657","6.698319256305695","6.698319256305695","6.698319256305695","18.99377865344286","18.99377865344286","18.99377865344286","8.643354371190071","8.643354371190071","8.643354371190071"
"29","6.870478048920631","6.870478048920631","6.870478048920631","10.026935119181871","10.026935119181871","10.026935119181871","25.89705516397953","25.89705516397953","25.89705516397953","6.65857107937336","6.65857107937336","6.65857107937336","18.886805444955826","18.886805444955826","18.886805444955826","8.591465719044209","8.591465719044209","8.591465719044209"
"30","6.6447060108184814","6.6447060108184814","6.6447060108184814","9.904138375073671","9.904138375073671","9.904138375073671","25.67455503344536","25.67455503344536","25.67455503344536","6.615519717335701","6.615519717335701","6.615519717335701","18.77857133001089","18.77857133001089","18.77857133001089","8.538640141487122","8.538640141487122","8.538640141487122"
"31","6.531950414180756","6.531950414180756","6.531950414180756","9.7772814668715","9.7772814668715","9.7772814668715","25.43538735806942","25.43538735806942","25.43538735806942","6.570867866277695","6.570867866277695","6.570867866277695","18.673297002911568","18.673297002911568","18.673297002911568","8.485608041286469","8.485608041286469","8.485608041286469"
"32","6.475718945264816","6.475718945264816","6.475718945264816","9.649098247289658","9.649098247289658","9.649098247289658","25.18205338716507","25.18205338716507","25.18205338716507","6.524812683463097","6.524812683463097","6.524812683463097","18.569679744541645","18.569679744541645","18.569679744541645","8.42992889136076","8.42992889136076","8.42992889136076"
"33","6.45269301533699","6.45269301533699","6.45269301533699","9.51888369768858","9.51888369768858","9.51888369768858","24.89960826188326","24.89960826188326","24.89960826188326","6.475813627243042","6.475813627243042","6.475813627243042","18.4631834551692","18.4631834551692","18.4631834551692","8.373690448701382","8.373690448701382","8.373690448701382"
"34","6.446990668773651","6.446990668773651","6.446990668773651","9.389516524970531","9.389516524970531","9.389516524970531","24.594304770231247","24.594304770231247","24.594304770231247","6.42552837729454","6.42552837729454","6.42552837729454","18.354910366237164","18.354910366237164","18.354910366237164","8.314995996654034","8.314995996654034","8.314995996654034"
"35","6.454742759466171","6.454742759466171","6.454742759466171","9.257927905768156","9.257927905768156","9.257927905768156","24.256956167519093","24.256956167519093","24.256956167519093","6.378435283899307","6.378435283899307","6.378435283899307","18.24570418149233","18.24570418149233","18.24570418149233","8.254729516804218","8.254729516804218","8.254729516804218"
"36","6.454202204942703","6.454202204942703","6.454202204942703","9.122805871069431","9.122805871069431","9.122805871069431","23.90936256200075","23.90936256200075","23.90936256200075","6.330275371670723","6.330275371670723","6.330275371670723","18.133854873478413","18.133854873478413","18.133854873478413","8.192234367132187","8.192234367132187","8.192234367132187"
"37","6.465015709400177","6.465015709400177","6.465015709400177","8.988601747900248","8.988601747900248","8.988601747900248","23.516439206898212","23.516439206898212","23.516439206898212","6.284162253141403","6.284162253141403","6.284162253141403","18.021052792668343","18.021052792668343","18.021052792668343","8.127994790673256","8.127994790673256","8.127994790673256"
"38","6.483203053474426","6.483203053474426","6.483203053474426","8.854554299265146","8.854554299265146","8.854554299265146","23.088775619864464","23.088775619864464","23.088775619864464","6.236850664019585","6.236850664019585","6.236850664019585","17.90588677302003","17.90588677302003","17.90588677302003","8.0623824223876","8.0623824223876","8.0623824223876"
"39","6.504825532436371","6.504825532436371","6.504825532436371","8.721464231610298","8.721464231610298","8.721464231610298","22.620089069008827","22.620089069008827","22.620089069008827","6.192859068512917","6.192859068512917","6.192859068512917","17.789434652775526","17.789434652775526","17.789434652775526","7.994944669306278","7.994944669306278","7.994944669306278"
"40","6.538934975862503","6.538934975862503","6.538934975862503","8.584619857370853","8.584619857370853","8.584619857370853","22.113293290138245","22.113293290138245","22.113293290138245","6.1529505252838135","6.1529505252838135","6.1529505252838135","17.670444764196873","17.670444764196873","17.670444764196873","7.9250854924321175","7.9250854924321175","7.9250854924321175"
"41","6.5638425052165985","6.5638425052165985","6.5638425052165985","8.447574373334646","8.447574373334646","8.447574373334646","21.563597157597542","21.563597157597542","21.563597157597542","6.115183964371681","6.115183964371681","6.115183964371681","17.547598998993635","17.547598998993635","17.547598998993635","7.85117345303297","7.85117345303297","7.85117345303297"
"42","6.6113477647304535","6.6113477647304535","6.6113477647304535","8.314302291721106","8.314302291721106","8.314302291721106","20.968001544475555","20.968001544475555","20.968001544475555","6.077833265066147","6.077833265066147","6.077833265066147","17.42222249507904","17.42222249507904","17.42222249507904","7.77636806666851","7.77636806666851","7.77636806666851"
"43","6.658618927001953","6.658618927001953","6.658618927001953","8.181379549205303","8.181379549205303","8.181379549205303","20.31341928243637","20.31341928243637","20.31341928243637","6.040360137820244","6.040360137820244","6.040360137820244","17.293450254946947","17.293450254946947","17.293450254946947","7.69959568977356","7.69959568977356","7.69959568977356"
"44","6.706124156713486","6.706124156713486","6.706124156713486","8.049534484744072","8.049534484744072","8.049534484744072","19.558651078492403","19.558651078492403","19.558651078492403","6.002153426408768","6.002153426408768","6.002153426408768","17.16531667113304","17.16531667113304","17.16531667113304","7.62168051302433","7.62168051302433","7.62168051302433"
"45","6.742783844470978","6.742783844470978","6.742783844470978","7.918184190988541","7.918184190988541","7.918184190988541","18.77480188012123","18.77480188012123","18.77480188012123","5.9630962163209915","5.9630962163209915","5.9630962163209915","17.032723866403103","17.032723866403103","17.032723866403103","7.539948619902134","7.539948619902134","7.539948619902134"
"46","6.76747938990593","6.76747938990593","6.76747938990593","7.786987841129303","7.786987841129303","7.786987841129303","17.979090496897697","17.979090496897697","17.979090496897697","5.924889951944351","5.924889951944351","5.924889951944351","16.9007464684546","16.9007464684546","16.9007464684546","7.455338001251221","7.455338001251221","7.455338001251221"
"47","6.771985203027725","6.771985203027725","6.771985203027725","7.6588592901825905","7.6588592901825905","7.6588592901825905","17.143113642930984","17.143113642930984","17.143113642930984","5.886527895927429","5.886527895927429","5.886527895927429","16.76200843602419","16.76200843602419","16.76200843602419","7.36753237247467","7.36753237247467","7.36753237247467"
"48","6.740261912345886","6.740261912345886","6.740261912345886","7.530779667198658","7.530779667198658","7.530779667198658","16.32167349010706","16.32167349010706","16.32167349010706","5.850485727190971","5.850485727190971","5.850485727190971","16.62967950478196","16.62967950478196","16.62967950478196","7.2777494713664055","7.2777494713664055","7.2777494713664055"
"49","6.668863475322723","6.668863475322723","6.668863475322723","7.4113238006830215","7.4113238006830215","7.4113238006830215","15.563486069440842","15.563486069440842","15.563486069440842","5.815512135624886","5.815512135624886","5.815512135624886","16.492449901998043","16.492449901998043","16.492449901998043","7.1853049248456955","7.1853049248456955","7.1853049248456955"
"50","6.546848177909851","6.546848177909851","6.546848177909851","7.291304640471935","7.291304640471935","7.291304640471935","14.879104860126972","14.879104860126972","14.879104860126972","5.782059133052826","5.782059133052826","5.782059133052826","16.34708808362484","16.34708808362484","16.34708808362484","7.092229418456554","7.092229418456554","7.092229418456554"
"51","6.397759854793549","6.397759854793549","6.397759854793549","7.177201226353645","7.177201226353645","7.177201226353645","14.32681156694889","14.32681156694889","14.32681156694889","5.7489589005708694","5.7489589005708694","5.7489589005708694","16.20158100500703","16.20158100500703","16.20158100500703","6.995259255170822","6.995259255170822","6.995259255170822"
"52","6.212172567844391","6.212172567844391","6.212172567844391","7.064385160803795","7.064385160803795","7.064385160803795","13.928433291614056","13.928433291614056","13.928433291614056","5.716943547129631","5.716943547129631","5.716943547129631","16.057462327182293","16.057462327182293","16.057462327182293","6.896974630653858","6.896974630653858","6.896974630653858"
"53","5.998004734516144","5.998004734516144","5.998004734516144","6.956679932773113","6.956679932773113","6.956679932773113","13.63074280694127","13.63074280694127","13.63074280694127","5.684660702943802","5.684660702943802","5.684660702943802","15.912262950092554","15.912262950092554","15.912262950092554","6.795114427804947","6.795114427804947","6.795114427804947"
"54","5.7813116908073425","5.7813116908073425","5.7813116908073425","6.854711569845676","6.854711569845676","6.854711569845676","13.419034294784069","13.419034294784069","13.419034294784069","5.654657781124115","5.654657781124115","5.654657781124115","15.767518632113934","15.767518632113934","15.767518632113934","6.692342944443226","6.692342944443226","6.692342944443226"
"55","5.5731117725372314","5.5731117725372314","5.5731117725372314","6.7561211585998535","6.7561211585998535","6.7561211585998535","13.389974743127823","13.389974743127823","13.389974743127823","5.625333189964294","5.625333189964294","5.625333189964294","15.619132306426764","15.619132306426764","15.619132306426764","6.587407514452934","6.587407514452934","6.587407514452934"
"56","5.382213890552521","5.382213890552521","5.382213890552521","6.660786651074886","6.660786651074886","6.660786651074886","13.77347680926323","13.77347680926323","13.77347680926323","5.596313491463661","5.596313491463661","5.596313491463661","15.470443457365036","15.470443457365036","15.470443457365036","6.482459187507629","6.482459187507629","6.482459187507629"
"57","5.211470782756805","5.211470782756805","5.211470782756805","6.565933018922806","6.565933018922806","6.565933018922806","14.458827033638954","14.458827033638954","14.458827033638954","5.567744478583336","5.567744478583336","5.567744478583336","15.32394527643919","15.32394527643919","15.32394527643919","6.3761848248541355","6.3761848248541355","6.3761848248541355"
"58","5.067399948835373","5.067399948835373","5.067399948835373","6.479207642376423","6.479207642376423","6.479207642376423","14.968459695577621","14.968459695577621","14.968459695577621","5.540191203355789","5.540191203355789","5.540191203355789","15.176085263490677","15.176085263490677","15.176085263490677","6.2704674936831","6.2704674936831","6.2704674936831"
"59","4.940265864133835","4.940265864133835","4.940265864133835","6.396217815577984","6.396217815577984","6.396217815577984","14.871876955032349","14.871876955032349","14.871876955032349","5.512950450181961","5.512950450181961","5.512950450181961","15.033528491854668","15.033528491854668","15.033528491854668","6.165709231048822","6.165709231048822","6.165709231048822"
"60","4.826451659202576","4.826451659202576","4.826451659202576","6.315219774842262","6.315219774842262","6.315219774842262","14.383941404521465","14.383941404521465","14.383941404521465","5.487564817070961","5.487564817070961","5.487564817070961","14.884222507476807","14.884222507476807","14.884222507476807","6.061552539467812","6.061552539467812","6.061552539467812"
"61","4.734738409519196","4.734738409519196","4.734738409519196","6.239455379545689","6.239455379545689","6.239455379545689","13.946469813585281","13.946469813585281","13.946469813585281","5.462014093995094","5.462014093995094","5.462014093995094","14.734985962510109","14.734985962510109","14.734985962510109","5.956571705639362","5.956571705639362","5.956571705639362"
"62","4.659119337797165","4.659119337797165","4.659119337797165","6.171512417495251","6.171512417495251","6.171512417495251","13.781923949718475","13.781923949718475","13.781923949718475","5.436222344636917","5.436222344636917","5.436222344636917","14.586026225239038","14.586026225239038","14.586026225239038","5.8547855988144875","5.8547855988144875","5.8547855988144875"
"63","4.58883062005043","4.58883062005043","4.58883062005043","6.1043908298015594","6.1043908298015594","6.1043908298015594","13.868172585964203","13.868172585964203","13.868172585964203","5.410637855529785","5.410637855529785","5.410637855529785","14.434309281408787","14.434309281408787","14.434309281408787","5.7584571205079556","5.7584571205079556","5.7584571205079556"
"64","4.529494673013687","4.529494673013687","4.529494673013687","6.043824389576912","6.043824389576912","6.043824389576912","14.138354048132896","14.138354048132896","14.138354048132896","5.386086747050285","5.386086747050285","5.386086747050285","14.281281217932701","14.281281217932701","14.281281217932701","5.6706128641963005","5.6706128641963005","5.6706128641963005"
"65","4.47696790099144","4.47696790099144","4.47696790099144","5.978409923613071","5.978409923613071","5.978409923613071","14.630731731653214","14.630731731653214","14.630731731653214","5.363209649920464","5.363209649920464","5.363209649920464","14.125989951193333","14.125989951193333","14.125989951193333","5.582877054810524","5.582877054810524","5.582877054810524"
"66","4.4357819855213165","4.4357819855213165","4.4357819855213165","5.9247619062662125","5.9247619062662125","5.9247619062662125","14.980872817337513","14.980872817337513","14.980872817337513","5.339811325073242","5.339811325073242","5.339811325073242","13.965001706033945","13.965001706033945","13.965001706033945","5.498722694814205","5.498722694814205","5.498722694814205"
"67","4.404961556196213","4.404961556196213","4.404961556196213","5.876441843807697","5.876441843807697","5.876441843807697","14.634718030691147","14.634718030691147","14.634718030691147","5.316920578479767","5.316920578479767","5.316920578479767","13.803233481943607","13.803233481943607","13.803233481943607","5.424527212977409","5.424527212977409","5.424527212977409"
"68","4.367252081632614","4.367252081632614","4.367252081632614","5.8260839730501175","5.8260839730501175","5.8260839730501175","13.484179988503456","13.484179988503456","13.484179988503456","5.29556068778038","5.29556068778038","5.29556068778038","13.634814079850912","13.634814079850912","13.634814079850912","5.350487142801285","5.350487142801285","5.350487142801285"
"69","4.337137818336487","4.337137818336487","4.337137818336487","5.779688712209463","5.779688712209463","5.779688712209463","12.64650845527649","12.64650845527649","12.64650845527649","5.27394300699234","5.27394300699234","5.27394300699234","13.46124316751957","13.46124316751957","13.46124316751957","5.2769800797104836","5.2769800797104836","5.2769800797104836"
"70","4.3042009472846985","4.3042009472846985","4.3042009472846985","5.737213335931301","5.737213335931301","5.737213335931301","12.554259181022644","12.554259181022644","12.554259181022644","5.251681864261627","5.251681864261627","5.251681864261627","13.290015067905188","13.290015067905188","13.290015067905188","5.2021082155406475","5.2021082155406475","5.2021082155406475"
"71","4.2826665341854095","4.2826665341854095","4.2826665341854095","5.696815334260464","5.696815334260464","5.696815334260464","13.14276610314846","13.14276610314846","13.14276610314846","5.230076938867569","5.230076938867569","5.230076938867569","13.115857928991318","13.115857928991318","13.115857928991318","5.125491440296173","5.125491440296173","5.125491440296173"
"72","4.263300985097885","4.263300985097885","4.263300985097885","5.659560799598694","5.659560799598694","5.659560799598694","14.393897980451584","14.393897980451584","14.393897980451584","5.208501398563385","5.208501398563385","5.208501398563385","12.934150382876396","12.934150382876396","12.934150382876396","5.047687795013189","5.047687795013189","5.047687795013189"
"73","4.249744325876236","4.249744325876236","4.249744325876236","5.626506555825472","5.626506555825472","5.626506555825472","16.1430112272501","16.1430112272501","16.1430112272501","5.185930669307709","5.185930669307709","5.185930669307709","12.748110841959715","12.748110841959715","12.748110841959715","4.973101072013378","4.973101072013378","4.973101072013378"
"74","4.2402587831020355","4.2402587831020355","4.2402587831020355","5.596122168004513","5.596122168004513","5.596122168004513","17.47267358750105","17.47267358750105","17.47267358750105","5.163285583257675","5.163285583257675","5.163285583257675","12.554279636591673","12.554279636591673","12.554279636591673","4.895719528198242","4.895719528198242","4.895719528198242"
"75","4.231563448905945","4.231563448905945","4.231563448905945","5.566729001700878","5.566729001700878","5.566729001700878","16.226779147982597","16.226779147982597","16.226779147982597","5.142211496829987","5.142211496829987","5.142211496829987","12.352253340184689","12.352253340184689","12.352253340184689","4.818219676613808","4.818219676613808","4.818219676613808"
"76","4.2249986827373505","4.2249986827373505","4.2249986827373505","5.539713926613331","5.539713926613331","5.539713926613331","13.953740231692791","13.953740231692791","13.953740231692791","5.120186120271683","5.120186120271683","5.120186120271683","12.142464503645897","12.142464503645897","12.142464503645897","4.750679209828377","4.750679209828377","4.750679209828377"
"77","4.219949245452881","4.219949245452881","4.219949245452881","5.518826462328434","5.518826462328434","5.518826462328434","13.878190815448761","13.878190815448761","13.878190815448761","5.0967977643013","5.0967977643013","5.0967977643013","11.930292200297117","11.930292200297117","11.930292200297117","4.684896185994148","4.684896185994148","4.684896185994148"
"78","4.218118131160736","4.218118131160736","4.218118131160736","5.497946061193943","5.497946061193943","5.497946061193943","15.73066271841526","15.73066271841526","15.73066271841526","5.075820654630661","5.075820654630661","5.075820654630661","11.721114750951529","11.721114750951529","11.721114750951529","4.622477762401104","4.622477762401104","4.622477762401104"
"79","4.214019924402237","4.214019924402237","4.214019924402237","5.480505730956793","5.480505730956793","5.480505730956793","17.98903848975897","17.98903848975897","17.98903848975897","5.054682642221451","5.054682642221451","5.054682642221451","11.517457608133554","11.517457608133554","11.517457608133554","4.571904934942722","4.571904934942722","4.571904934942722"
"80","4.21199643611908","4.21199643611908","4.21199643611908","5.465503878891468","5.465503878891468","5.465503878891468","19.281351879239082","19.281351879239082","19.281351879239082","5.034195363521576","5.034195363521576","5.034195363521576","11.306311499327421","11.306311499327421","11.306311499327421","4.530560381710529","4.530560381710529","4.530560381710529"
"81","4.250471293926239","4.250471293926239","4.250471293926239","5.5240745060145855","5.5240745060145855","5.5240745060145855","12.322625331580639","12.322625331580639","12.322625331580639","5.035215497016907","5.035215497016907","5.035215497016907","11.293327935039997","11.293327935039997","11.293327935039997","4.303514175117016","4.303514175117016","4.303514175117016"
"82","4.3100408017635345","4.3100408017635345","4.3100408017635345","5.582309935241938","5.582309935241938","5.582309935241938","11.912409342825413","11.912409342825413","11.912409342825413","5.037613332271576","5.037613332271576","5.037613332271576","11.367527563124895","11.367527563124895","11.367527563124895","4.301235683262348","4.301235683262348","4.301235683262348"
"83","4.322042524814606","4.322042524814606","4.322042524814606","5.6134346798062325","5.6134346798062325","5.6134346798062325","11.88644752651453","11.88644752651453","11.88644752651453","5.039268791675568","5.039268791675568","5.039268791675568","11.4126021489501","11.4126021489501","11.4126021489501","4.295460142195225","4.295460142195225","4.295460142195225"
"84","4.315131962299347","4.315131962299347","4.315131962299347","5.628793761134148","5.628793761134148","5.628793761134148","11.87276155501604","11.87276155501604","11.87276155501604","5.0417594611644745","5.0417594611644745","5.0417594611644745","11.420463491231203","11.420463491231203","11.420463491231203","4.287842229008675","4.287842229008675","4.287842229008675"
"85","4.3079749047756195","4.3079749047756195","4.3079749047756195","5.635762382298708","5.635762382298708","5.635762382298708","11.847213186323643","11.847213186323643","11.847213186323643","5.043722957372665","5.043722957372665","5.043722957372665","11.399985019117594","11.399985019117594","11.399985019117594","4.284205429255962","4.284205429255962","4.284205429255962"
"86","4.304735541343689","4.304735541343689","4.304735541343689","5.637361951172352","5.637361951172352","5.637361951172352","11.819702163338661","11.819702163338661","11.819702163338661","5.045501172542572","5.045501172542572","5.045501172542572","11.371226597577333","11.371226597577333","11.371226597577333","4.2811358496546745","4.2811358496546745","4.2811358496546745"
"87","4.302054166793823","4.302054166793823","4.302054166793823","5.637024439871311","5.637024439871311","5.637024439871311","11.792332328855991","11.792332328855991","11.792332328855991","5.047557055950165","5.047557055950165","5.047557055950165","11.339736863970757","11.339736863970757","11.339736863970757","4.277833126485348","4.277833126485348","4.277833126485348"
