"Step","stairs_pose_net_g - epoch/test_loss","stairs_pose_net_g - epoch/test_loss__MIN","stairs_pose_net_g - epoch/test_loss__MAX","pumpkin_pose_net_g - epoch/test_loss","pumpkin_pose_net_g - epoch/test_loss__MIN","pumpkin_pose_net_g - epoch/test_loss__MAX","office_pose_net_g - epoch/test_loss","office_pose_net_g - epoch/test_loss__MIN","office_pose_net_g - epoch/test_loss__MAX","heads_pose_net_g - epoch/test_loss","heads_pose_net_g - epoch/test_loss__MIN","heads_pose_net_g - epoch/test_loss__MAX","fire_pose_net_g - epoch/test_loss","fire_pose_net_g - epoch/test_loss__MIN","fire_pose_net_g - epoch/test_loss__MAX","chess_pose_net_g - epoch/test_loss","chess_pose_net_g - epoch/test_loss__MIN","chess_pose_net_g - epoch/test_loss__MAX"
"71","6.528336763381958","6.528336763381958","6.528336763381958","7.213907402008772","7.213907402008772","7.213907402008772","25.53822933137417","25.53822933137417","25.53822933137417","6.926265001296997","6.926265001296997","6.926265001296997","16.94653845578432","16.94653845578432","16.94653845578432","7.846396543085575","7.846396543085575","7.846396543085575"
"72","6.511769309639931","6.511769309639931","6.511769309639931","7.126267474144697","7.126267474144697","7.126267474144697","25.335228264331818","25.335228264331818","25.335228264331818","6.916377052664757","6.916377052664757","6.916377052664757","16.86130452156067","16.86130452156067","16.86130452156067","7.794773444533348","7.794773444533348","7.794773444533348"
"73","6.4929061979055405","6.4929061979055405","6.4929061979055405","7.047090977430344","7.047090977430344","7.047090977430344","25.116757452487946","25.116757452487946","25.116757452487946","6.905732601881027","6.905732601881027","6.905732601881027","16.78135858476162","16.78135858476162","16.78135858476162","7.740679502487183","7.740679502487183","7.740679502487183"
"74","6.474040776491165","6.474040776491165","6.474040776491165","6.959657557308674","6.959657557308674","6.959657557308674","24.89204417169094","24.89204417169094","24.89204417169094","6.8953573405742645","6.8953573405742645","6.8953573405742645","16.686883956193924","16.686883956193924","16.686883956193924","7.685364030301571","7.685364030301571","7.685364030301571"
"75","6.449861943721771","6.449861943721771","6.449861943721771","6.87884895503521","6.87884895503521","6.87884895503521","24.642161190509796","24.642161190509796","24.642161190509796","6.886648595333099","6.886648595333099","6.886648595333099","16.58752939105034","16.58752939105034","16.58752939105034","7.630397506058216","7.630397506058216","7.630397506058216"
"76","6.427934244275093","6.427934244275093","6.427934244275093","6.795433908700943","6.795433908700943","6.795433908700943","24.40082174539566","24.40082174539566","24.40082174539566","6.8772901594638824","6.8772901594638824","6.8772901594638824","16.487624906003475","16.487624906003475","16.487624906003475","7.573089279234409","7.573089279234409","7.573089279234409"
"77","6.408168986439705","6.408168986439705","6.408168986439705","6.72537299990654","6.72537299990654","6.72537299990654","24.14549332857132","24.14549332857132","24.14549332857132","6.866663783788681","6.866663783788681","6.866663783788681","16.380662828683853","16.380662828683853","16.380662828683853","7.515285506844521","7.515285506844521","7.515285506844521"
"78","6.390366390347481","6.390366390347481","6.390366390347481","6.649025611579418","6.649025611579418","6.649025611579418","23.863252848386765","23.863252848386765","23.863252848386765","6.85613439977169","6.85613439977169","6.85613439977169","16.288365676999092","16.288365676999092","16.288365676999092","7.457916893064976","7.457916893064976","7.457916893064976"
"79","6.378067210316658","6.378067210316658","6.378067210316658","6.587788935750723","6.587788935750723","6.587788935750723","23.56069988012314","23.56069988012314","23.56069988012314","6.845050141215324","6.845050141215324","6.845050141215324","16.194915920495987","16.194915920495987","16.194915920495987","7.39863858371973","7.39863858371973","7.39863858371973"
"80","6.3600496500730515","6.3600496500730515","6.3600496500730515","6.53542235866189","6.53542235866189","6.53542235866189","23.258695662021637","23.258695662021637","23.258695662021637","6.8335989117622375","6.8335989117622375","6.8335989117622375","16.098462358117104","16.098462358117104","16.098462358117104","7.337365016341209","7.337365016341209","7.337365016341209"
"81","6.36676399409771","6.36676399409771","6.36676399409771","6.531452942639589","6.531452942639589","6.531452942639589","23.230402752757072","23.230402752757072","23.230402752757072","6.832025304436684","6.832025304436684","6.832025304436684","16.090981528162956","16.090981528162956","16.090981528162956","7.33031602203846","7.33031602203846","7.33031602203846"
"82","6.372792631387711","6.372792631387711","6.372792631387711","6.534048188477755","6.534048188477755","6.534048188477755","23.201822832226753","23.201822832226753","23.201822832226753","6.830641895532608","6.830641895532608","6.830641895532608","16.081022061407566","16.081022061407566","16.081022061407566","7.322505682706833","7.322505682706833","7.322505682706833"
"83","6.377506583929062","6.377506583929062","6.377506583929062","6.532162003219128","6.532162003219128","6.532162003219128","23.170180946588516","23.170180946588516","23.170180946588516","6.829545676708221","6.829545676708221","6.829545676708221","16.071616500616074","16.071616500616074","16.071616500616074","7.314976833760738","7.314976833760738","7.314976833760738"
"84","6.382475256919861","6.382475256919861","6.382475256919861","6.5311881974339485","6.5311881974339485","6.5311881974339485","23.14167594909668","23.14167594909668","23.14167594909668","6.828431889414787","6.828431889414787","6.828431889414787","16.06158985942602","16.06158985942602","16.06158985942602","7.307795703411102","7.307795703411102","7.307795703411102"
"85","6.387572064995766","6.387572064995766","6.387572064995766","6.526727054268122","6.526727054268122","6.526727054268122","23.107591792941093","23.107591792941093","23.107591792941093","6.827517852187157","6.827517852187157","6.827517852187157","16.052202627062798","16.052202627062798","16.052202627062798","7.301144570112228","7.301144570112228","7.301144570112228"
"86","6.391595125198364","6.391595125198364","6.391595125198364","6.521749876439571","6.521749876439571","6.521749876439571","23.076859667897224","23.076859667897224","23.076859667897224","6.826573118567467","6.826573118567467","6.826573118567467","16.04093896597624","16.04093896597624","16.04093896597624","7.294553056359291","7.294553056359291","7.294553056359291"
"87","6.394985035061836","6.394985035061836","6.394985035061836","6.5180617943406105","6.5180617943406105","6.5180617943406105","23.04491738975048","23.04491738975048","23.04491738975048","6.8255944699049","6.8255944699049","6.8255944699049","16.030433654785156","16.030433654785156","16.030433654785156","7.288216590881348","7.288216590881348","7.288216590881348"
"88","6.397800654172897","6.397800654172897","6.397800654172897","6.510940991342068","6.510940991342068","6.510940991342068","23.010645627975464","23.010645627975464","23.010645627975464","6.824603378772736","6.824603378772736","6.824603378772736","16.01934541016817","16.01934541016817","16.01934541016817","7.281456343829632","7.281456343829632","7.281456343829632"
"89","6.400193572044373","6.400193572044373","6.400193572044373","6.504014670848846","6.504014670848846","6.504014670848846","22.976948887109756","22.976948887109756","22.976948887109756","6.823681473731995","6.823681473731995","6.823681473731995","16.008682399988174","16.008682399988174","16.008682399988174","7.2745727598667145","7.2745727598667145","7.2745727598667145"
"90","6.4015999138355255","6.4015999138355255","6.4015999138355255","6.500501379370689","6.500501379370689","6.500501379370689","22.942290380597115","22.942290380597115","22.942290380597115","6.822709619998932","6.822709619998932","6.822709619998932","15.999027632176876","15.999027632176876","15.999027632176876","7.268191292881966","7.268191292881966","7.268191292881966"
"91","6.402707427740097","6.402707427740097","6.402707427740097","6.49585348367691","6.49585348367691","6.49585348367691","22.908735021948814","22.908735021948814","22.908735021948814","6.821722626686096","6.821722626686096","6.821722626686096","15.989025071263313","15.989025071263313","15.989025071263313","7.261856734752655","7.261856734752655","7.261856734752655"
"92","6.404383644461632","6.404383644461632","6.404383644461632","6.490384951233864","6.490384951233864","6.490384951233864","22.874194532632828","22.874194532632828","22.874194532632828","6.820684060454369","6.820684060454369","6.820684060454369","15.978307284414768","15.978307284414768","15.978307284414768","7.255199111998081","7.255199111998081","7.255199111998081"
"93","6.404874861240387","6.404874861240387","6.404874861240387","6.484102312475443","6.484102312475443","6.484102312475443","22.83767832815647","22.83767832815647","22.83767832815647","6.819700986146927","6.819700986146927","6.819700986146927","15.96807910501957","15.96807910501957","15.96807910501957","7.2488809004426","7.2488809004426","7.2488809004426"
"94","6.404662564396858","6.404662564396858","6.404662564396858","6.478377617895603","6.478377617895603","6.478377617895603","22.80132980644703","22.80132980644703","22.80132980644703","6.8187269270420074","6.8187269270420074","6.8187269270420074","15.957950942218304","15.957950942218304","15.957950942218304","7.241986766457558","7.241986766457558","7.241986766457558"
"95","6.404901534318924","6.404901534318924","6.404901534318924","6.471280422061682","6.471280422061682","6.471280422061682","22.764359176158905","22.764359176158905","22.764359176158905","6.81794947385788","6.81794947385788","6.81794947385788","15.94589687883854","15.94589687883854","15.94589687883854","7.235349766910076","7.235349766910076","7.235349766910076"
"96","6.4060869216918945","6.4060869216918945","6.4060869216918945","6.46424063295126","6.46424063295126","6.46424063295126","22.729209139943123","22.729209139943123","22.729209139943123","6.81695182621479","6.81695182621479","6.81695182621479","15.934173598885536","15.934173598885536","15.934173598885536","7.22823316603899","7.22823316603899","7.22823316603899"
"97","6.406271204352379","6.406271204352379","6.406271204352379","6.45578358322382","6.45578358322382","6.45578358322382","22.69071252644062","22.69071252644062","22.69071252644062","6.815969631075859","6.815969631075859","6.815969631075859","15.92348575592041","15.92348575592041","15.92348575592041","7.221537336707115","7.221537336707115","7.221537336707115"
"98","6.406341224908829","6.406341224908829","6.406341224908829","6.446120321750641","6.446120321750641","6.446120321750641","22.651980832219124","22.651980832219124","22.651980832219124","6.815007910132408","6.815007910132408","6.815007910132408","15.912337198853493","15.912337198853493","15.912337198853493","7.214695900678635","7.214695900678635","7.214695900678635"
"99","6.406739294528961","6.406739294528961","6.406739294528961","6.4381653890013695","6.4381653890013695","6.4381653890013695","22.614796444773674","22.614796444773674","22.614796444773674","6.814154356718063","6.814154356718063","6.814154356718063","15.902068100869656","15.902068100869656","15.902068100869656","7.207989700138569","7.207989700138569","7.207989700138569"
"100","6.406237170100212","6.406237170100212","6.406237170100212","6.4318165965378284","6.4318165965378284","6.4318165965378284","22.576532259583473","22.576532259583473","22.576532259583473","6.813112884759903","6.813112884759903","6.813112884759903","15.891811601817608","15.891811601817608","15.891811601817608","7.201024524867535","7.201024524867535","7.201024524867535"
