"Step","stairs_pose_net_r34 - epoch/test_translation_loss","stairs_pose_net_r34 - epoch/test_translation_loss__MIN","stairs_pose_net_r34 - epoch/test_translation_loss__MAX","pumpkin_pose_net_r34 - epoch/test_translation_loss","pumpkin_pose_net_r34 - epoch/test_translation_loss__MIN","pumpkin_pose_net_r34 - epoch/test_translation_loss__MAX","office_pose_net_r34 - epoch/test_translation_loss","office_pose_net_r34 - epoch/test_translation_loss__MIN","office_pose_net_r34 - epoch/test_translation_loss__MAX","heads_pose_net_r34 - epoch/test_translation_loss","heads_pose_net_r34 - epoch/test_translation_loss__MIN","heads_pose_net_r34 - epoch/test_translation_loss__MAX","fire_pose_net_r34 - epoch/test_translation_loss","fire_pose_net_r34 - epoch/test_translation_loss__MIN","fire_pose_net_r34 - epoch/test_translation_loss__MAX","chess_pose_net_r34 - epoch/test_translation_loss","chess_pose_net_r34 - epoch/test_translation_loss__MIN","chess_pose_net_r34 - epoch/test_translation_loss__MAX"
"34","0.2597122211009264","0.2597122211009264","0.2597122211009264","0.23854494048282504","0.23854494048282504","0.23854494048282504","0.3425494050607085","0.3425494050607085","0.3425494050607085","0.11493159458041191","0.11493159458041191","0.11493159458041191","0.209394461940974","0.209394461940974","0.209394461940974","0.228913439437747","0.228913439437747","0.228913439437747"
"35","0.25944570545107126","0.25944570545107126","0.25944570545107126","0.2383409831672907","0.2383409831672907","0.2383409831672907","0.3510282733477652","0.3510282733477652","0.3510282733477652","0.11478846799582243","0.11478846799582243","0.11478846799582243","0.2091996872331947","0.2091996872331947","0.2091996872331947","0.22838091291487217","0.22838091291487217","0.22838091291487217"
"36","0.25910538900643587","0.25910538900643587","0.25910538900643587","0.23819559020921588","0.23819559020921588","0.23819559020921588","0.3610271946527064","0.3610271946527064","0.3610271946527064","0.11463693529367447","0.11463693529367447","0.11463693529367447","0.20901755709201097","0.20901755709201097","0.20901755709201097","0.22787937242537737","0.22787937242537737","0.22787937242537737"
"37","0.25881625805050135","0.25881625805050135","0.25881625805050135","0.23805186618119478","0.23805186618119478","0.23805186618119478","0.3721918461378664","0.3721918461378664","0.3721918461378664","0.11448319675400853","0.11448319675400853","0.11448319675400853","0.20885994983837008","0.20885994983837008","0.20885994983837008","0.22738876845687628","0.22738876845687628","0.22738876845687628"
"38","0.25852537993341684","0.25852537993341684","0.25852537993341684","0.23790793912485242","0.23790793912485242","0.23790793912485242","0.38416553661227226","0.38416553661227226","0.38416553661227226","0.11434815358370543","0.11434815358370543","0.11434815358370543","0.20869805640541017","0.20869805640541017","0.20869805640541017","0.22692999709397554","0.22692999709397554","0.22692999709397554"
"39","0.25819070264697075","0.25819070264697075","0.25819070264697075","0.23779979720711708","0.23779979720711708","0.23779979720711708","0.3953422633931041","0.3953422633931041","0.3953422633931041","0.11419706745073199","0.11419706745073199","0.11419706745073199","0.2085691336542368","0.2085691336542368","0.2085691336542368","0.2264947034418583","0.2264947034418583","0.2264947034418583"
"40","0.25790484994649887","0.25790484994649887","0.25790484994649887","0.2377422833815217","0.2377422833815217","0.2377422833815217","0.4052728535607457","0.4052728535607457","0.4052728535607457","0.11406356701627374","0.11406356701627374","0.11406356701627374","0.208445536904037","0.208445536904037","0.208445536904037","0.22606296557933092","0.22606296557933092","0.22606296557933092"
"41","0.2575034098699689","0.2575034098699689","0.2575034098699689","0.23773801373317838","0.23773801373317838","0.23773801373317838","0.41334146028384566","0.41334146028384566","0.41334146028384566","0.11392129166051745","0.11392129166051745","0.11392129166051745","0.20835010590963066","0.20835010590963066","0.20835010590963066","0.22564333863556385","0.22564333863556385","0.22564333863556385"
"42","0.25710926949977875","0.25710926949977875","0.25710926949977875","0.23771075392141938","0.23771075392141938","0.23771075392141938","0.4196245321072638","0.4196245321072638","0.4196245321072638","0.1137921093031764","0.1137921093031764","0.1137921093031764","0.20826036483049393","0.20826036483049393","0.20826036483049393","0.22524941246956587","0.22524941246956587","0.22524941246956587"
"43","0.25682458002120256","0.25682458002120256","0.25682458002120256","0.23774786666035652","0.23774786666035652","0.23774786666035652","0.42223014240153134","0.42223014240153134","0.42223014240153134","0.11365973297506571","0.11365973297506571","0.11365973297506571","0.20818553701974452","0.20818553701974452","0.20818553701974452","0.22484806459397078","0.22484806459397078","0.22484806459397078"
"44","0.2564618671312928","0.2564618671312928","0.2564618671312928","0.23781389696523547","0.23781389696523547","0.23781389696523547","0.42342390306293964","0.42342390306293964","0.42342390306293964","0.1135399667546153","0.1135399667546153","0.1135399667546153","0.208114979788661","0.208114979788661","0.208114979788661","0.22447868809103966","0.22447868809103966","0.22447868809103966"
"45","0.2561146132647991","0.2561146132647991","0.2561146132647991","0.2379298135638237","0.2379298135638237","0.2379298135638237","0.423707953421399","0.423707953421399","0.423707953421399","0.11341357184574008","0.11341357184574008","0.11341357184574008","0.20805688411928713","0.20805688411928713","0.20805688411928713","0.22414184268563986","0.22414184268563986","0.22414184268563986"
"46","0.25577499251812696","0.25577499251812696","0.25577499251812696","0.2381059043109417","0.2381059043109417","0.2381059043109417","0.42335957288742065","0.42335957288742065","0.42335957288742065","0.11329354019835591","0.11329354019835591","0.11329354019835591","0.20799501473084092","0.20799501473084092","0.20799501473084092","0.2238439917564392","0.2238439917564392","0.2238439917564392"
"47","0.2554485872387886","0.2554485872387886","0.2554485872387886","0.23830154165625572","0.23830154165625572","0.23830154165625572","0.4207315829116851","0.4207315829116851","0.4207315829116851","0.11317504663020372","0.11317504663020372","0.11317504663020372","0.20796111598610878","0.20796111598610878","0.20796111598610878","0.2235950231552124","0.2235950231552124","0.2235950231552124"
"48","0.25504417438060045","0.25504417438060045","0.25504417438060045","0.23850564379245043","0.23850564379245043","0.23850564379245043","0.41546839382499456","0.41546839382499456","0.41546839382499456","0.11304496414959431","0.11304496414959431","0.11304496414959431","0.2079372489824891","0.2079372489824891","0.2079372489824891","0.22335793543606997","0.22335793543606997","0.22335793543606997"
"49","0.2546549905091524","0.2546549905091524","0.2546549905091524","0.23877483373507857","0.23877483373507857","0.23877483373507857","0.4096211907453835","0.4096211907453835","0.4096211907453835","0.11293417029082775","0.11293417029082775","0.11293417029082775","0.20791596150957048","0.20791596150957048","0.20791596150957048","0.22316578589379787","0.22316578589379787","0.22316578589379787"
"50","0.25435389671474695","0.25435389671474695","0.25435389671474695","0.23908405611291528","0.23908405611291528","0.23908405611291528","0.4036808260716498","0.4036808260716498","0.4036808260716498","0.11281021172180772","0.11281021172180772","0.11281021172180772","0.2079044310376048","0.2079044310376048","0.2079044310376048","0.22302482556551695","0.22302482556551695","0.22302482556551695"
"51","0.2539732623845339","0.2539732623845339","0.2539732623845339","0.23948341561481357","0.23948341561481357","0.23948341561481357","0.3943013329990208","0.3943013329990208","0.3943013329990208","0.11269599664956331","0.11269599664956331","0.11269599664956331","0.20792439463548362","0.20792439463548362","0.20792439463548362","0.22291368525475264","0.22291368525475264","0.22291368525475264"
"52","0.253586788661778","0.253586788661778","0.253586788661778","0.2399291070178151","0.2399291070178151","0.2399291070178151","0.3807181406300515","0.3807181406300515","0.3807181406300515","0.11256992630660534","0.11256992630660534","0.11256992630660534","0.20794337685219944","0.20794337685219944","0.20794337685219944","0.22291226591914892","0.22291226591914892","0.22291226591914892"
"53","0.2533093197271228","0.2533093197271228","0.2533093197271228","0.24047288857400417","0.24047288857400417","0.24047288857400417","0.3666500844992697","0.3666500844992697","0.3666500844992697","0.11244765808805823","0.11244765808805823","0.11244765808805823","0.20800301991403103","0.20800301991403103","0.20800301991403103","0.22296625655144453","0.22296625655144453","0.22296625655144453"
"54","0.25300036696717143","0.25300036696717143","0.25300036696717143","0.24102326342836022","0.24102326342836022","0.24102326342836022","0.3680862965993583","0.3680862965993583","0.3680862965993583","0.11232455028221011","0.11232455028221011","0.11232455028221011","0.2080766682047397","0.2080766682047397","0.2080766682047397","0.22310669533908367","0.22310669533908367","0.22310669533908367"
"55","0.25279216142371297","0.25279216142371297","0.25279216142371297","0.24174047959968448","0.24174047959968448","0.24174047959968448","0.3748853655997664","0.3748853655997664","0.3748853655997664","0.11220763297751546","0.11220763297751546","0.11220763297751546","0.20815671095624566","0.20815671095624566","0.20815671095624566","0.22327996417880058","0.22327996417880058","0.22327996417880058"
"56","0.2524602198973298","0.2524602198973298","0.2524602198973298","0.24252203619107604","0.24252203619107604","0.24252203619107604","0.3618425813037902","0.3618425813037902","0.3618425813037902","0.11208256240934134","0.11208256240934134","0.11208256240934134","0.20826781238429248","0.20826781238429248","0.20826781238429248","0.22357043903321028","0.22357043903321028","0.22357043903321028"
"57","0.25216951640322804","0.25216951640322804","0.25216951640322804","0.24334897054359317","0.24334897054359317","0.24334897054359317","0.3591423586476594","0.3591423586476594","0.3591423586476594","0.11197765404358506","0.11197765404358506","0.11197765404358506","0.20839803433045745","0.20839803433045745","0.20839803433045745","0.22391811199486256","0.22391811199486256","0.22391811199486256"
"58","0.2519508609548211","0.2519508609548211","0.2519508609548211","0.24425922567024827","0.24425922567024827","0.24425922567024827","0.3593124800827354","0.3593124800827354","0.3593124800827354","0.11186657194048166","0.11186657194048166","0.11186657194048166","0.20853524655103683","0.20853524655103683","0.20853524655103683","0.2243258091621101","0.2243258091621101","0.2243258091621101"
"59","0.2516940152272582","0.2516940152272582","0.2516940152272582","0.24525460693985224","0.24525460693985224","0.24525460693985224","0.3556426693685353","0.3556426693685353","0.3556426693685353","0.11175279831513762","0.11175279831513762","0.11175279831513762","0.20869985362514853","0.20869985362514853","0.20869985362514853","0.22482650261372328","0.22482650261372328","0.22482650261372328"
"60","0.25137580232694745","0.25137580232694745","0.25137580232694745","0.24635184835642576","0.24635184835642576","0.24635184835642576","0.3487204248085618","0.3487204248085618","0.3487204248085618","0.11163991130888462","0.11163991130888462","0.11163991130888462","0.20887935790233314","0.20887935790233314","0.20887935790233314","0.2254213709384203","0.2254213709384203","0.2254213709384203"
"61","0.2511208853684366","0.2511208853684366","0.2511208853684366","0.2475145347416401","0.2475145347416401","0.2475145347416401","0.34367268439382315","0.34367268439382315","0.34367268439382315","0.11153054423630238","0.11153054423630238","0.11153054423630238","0.20909892534837127","0.20909892534837127","0.20909892534837127","0.22609541937708855","0.22609541937708855","0.22609541937708855"
"62","0.2509003966115415","0.2509003966115415","0.2509003966115415","0.2487303139641881","0.2487303139641881","0.2487303139641881","0.3411539156222716","0.3411539156222716","0.3411539156222716","0.11142614670097828","0.11142614670097828","0.11142614670097828","0.20929776737466455","0.20929776737466455","0.20929776737466455","0.22687960974872112","0.22687960974872112","0.22687960974872112"
"63","0.2505852831527591","0.2505852831527591","0.2505852831527591","0.2500245771370828","0.2500245771370828","0.2500245771370828","0.3396882767556235","0.3396882767556235","0.3396882767556235","0.1113199656829238","0.1113199656829238","0.1113199656829238","0.20955597795546055","0.20955597795546055","0.20955597795546055","0.22774800332263112","0.22774800332263112","0.22774800332263112"
"64","0.2502211104147136","0.2502211104147136","0.2502211104147136","0.25131053756922483","0.25131053756922483","0.25131053756922483","0.33796798973344266","0.33796798973344266","0.33796798973344266","0.11122716777026653","0.11122716777026653","0.11122716777026653","0.20980251859873533","0.20980251859873533","0.20980251859873533","0.2287257732823491","0.2287257732823491","0.2287257732823491"
"65","0.24986607069149613","0.24986607069149613","0.24986607069149613","0.2526804911904037","0.2526804911904037","0.2526804911904037","0.33589791879057884","0.33589791879057884","0.33589791879057884","0.11112370388582349","0.11112370388582349","0.11112370388582349","0.21009241370484233","0.21009241370484233","0.21009241370484233","0.22972182370722294","0.22972182370722294","0.22972182370722294"
"66","0.24959315452724695","0.24959315452724695","0.24959315452724695","0.25410665152594447","0.25410665152594447","0.25410665152594447","0.33453135937452316","0.33453135937452316","0.33453135937452316","0.11102413479238749","0.11102413479238749","0.11102413479238749","0.2104063720908016","0.2104063720908016","0.2104063720908016","0.23078838642686605","0.23078838642686605","0.23078838642686605"
"67","0.24920426215976477","0.24920426215976477","0.24920426215976477","0.255523269996047","0.255523269996047","0.255523269996047","0.3339755483902991","0.3339755483902991","0.3339755483902991","0.11092071095481515","0.11092071095481515","0.11092071095481515","0.21075839549303055","0.21075839549303055","0.21075839549303055","0.2318788543343544","0.2318788543343544","0.2318788543343544"
"68","0.24895043577998877","0.24895043577998877","0.24895043577998877","0.25697143422439694","0.25697143422439694","0.25697143422439694","0.3331587284337729","0.3331587284337729","0.3331587284337729","0.11081569502130151","0.11081569502130151","0.11081569502130151","0.2111623571254313","0.2111623571254313","0.2111623571254313","0.23300705756992102","0.23300705756992102","0.23300705756992102"
"69","0.24870576243847609","0.24870576243847609","0.24870576243847609","0.25837243208661675","0.25837243208661675","0.25837243208661675","0.3309960925253108","0.3309960925253108","0.3309960925253108","0.11072518350556493","0.11072518350556493","0.11072518350556493","0.21158758993260562","0.21158758993260562","0.21158758993260562","0.2341183852404356","0.2341183852404356","0.2341183852404356"
"70","0.248447691090405","0.248447691090405","0.248447691090405","0.25969921611249447","0.25969921611249447","0.25969921611249447","0.327812087489292","0.327812087489292","0.327812087489292","0.11062570009380579","0.11062570009380579","0.11062570009380579","0.21206612372770905","0.21206612372770905","0.21206612372770905","0.23514619376510382","0.23514619376510382","0.23514619376510382"
"71","0.24815266486257315","0.24815266486257315","0.24815266486257315","0.2610281906090677","0.2610281906090677","0.2610281906090677","0.3235307540744543","0.3235307540744543","0.3235307540744543","0.11052612727507949","0.11052612727507949","0.11052612727507949","0.21255311160348356","0.21255311160348356","0.21255311160348356","0.23613677080720663","0.23613677080720663","0.23613677080720663"
"72","0.24788361229002476","0.24788361229002476","0.24788361229002476","0.26239428436383605","0.26239428436383605","0.26239428436383605","0.3188628025818616","0.3188628025818616","0.3188628025818616","0.11042112857103348","0.11042112857103348","0.11042112857103348","0.21308896876871586","0.21308896876871586","0.21308896876871586","0.2370185125619173","0.2370185125619173","0.2370185125619173"
"73","0.24761367263272405","0.24761367263272405","0.24761367263272405","0.2636146298609674","0.2636146298609674","0.2636146298609674","0.3146674723830074","0.3146674723830074","0.3146674723830074","0.11031894572079182","0.11031894572079182","0.11031894572079182","0.21366475080139935","0.21366475080139935","0.21366475080139935","0.23778600338846445","0.23778600338846445","0.23778600338846445"
"74","0.24751144368201494","0.24751144368201494","0.24751144368201494","0.26475692726671696","0.26475692726671696","0.26475692726671696","0.3113562965299934","0.3113562965299934","0.3113562965299934","0.11020783241838217","0.11020783241838217","0.11020783241838217","0.21427995013073087","0.21427995013073087","0.21427995013073087","0.23836047109216452","0.23836047109216452","0.23836047109216452"
"75","0.2473166985437274","0.2473166985437274","0.2473166985437274","0.26577434269711375","0.26577434269711375","0.26577434269711375","0.3087464183336124","0.3087464183336124","0.3087464183336124","0.11009204341098666","0.11009204341098666","0.11009204341098666","0.21491445042192936","0.21491445042192936","0.21491445042192936","0.2387514477595687","0.2387514477595687","0.2387514477595687"
"76","0.24715180974453688","0.24715180974453688","0.24715180974453688","0.2665665070526302","0.2665665070526302","0.2665665070526302","0.3069874453358352","0.3069874453358352","0.3069874453358352","0.10998678067699075","0.10998678067699075","0.10998678067699075","0.2155810920521617","0.2155810920521617","0.2155810920521617","0.2390243299305439","0.2390243299305439","0.2390243299305439"
"77","0.2469427054747939","0.2469427054747939","0.2469427054747939","0.2672023791819811","0.2672023791819811","0.2672023791819811","0.30571281304582953","0.30571281304582953","0.30571281304582953","0.1098875836469233","0.1098875836469233","0.1098875836469233","0.21626811614260077","0.21626811614260077","0.21626811614260077","0.23910924280062318","0.23910924280062318","0.23910924280062318"
"78","0.2468479247763753","0.2468479247763753","0.2468479247763753","0.2677069534547627","0.2677069534547627","0.2677069534547627","0.3046249228063971","0.3046249228063971","0.3046249228063971","0.10977793484926224","0.10977793484926224","0.10977793484926224","0.21699847443960607","0.21699847443960607","0.21699847443960607","0.23904492054134607","0.23904492054134607","0.23904492054134607"
