"Step","stairs_pose_net_mobv3s - epoch/test_translation_loss","stairs_pose_net_mobv3s - epoch/test_translation_loss__MIN","stairs_pose_net_mobv3s - epoch/test_translation_loss__MAX","pumpkin_pose_net_mobv3s - epoch/test_translation_loss","pumpkin_pose_net_mobv3s - epoch/test_translation_loss__MIN","pumpkin_pose_net_mobv3s - epoch/test_translation_loss__MAX","office_pose_net_mobv3s - epoch/test_translation_loss","office_pose_net_mobv3s - epoch/test_translation_loss__MIN","office_pose_net_mobv3s - epoch/test_translation_loss__MAX","heads_pose_net_mobv3s - epoch/test_translation_loss","heads_pose_net_mobv3s - epoch/test_translation_loss__MIN","heads_pose_net_mobv3s - epoch/test_translation_loss__MAX","fire_pose_net_mobv3s - epoch/test_translation_loss","fire_pose_net_mobv3s - epoch/test_translation_loss__MIN","fire_pose_net_mobv3s - epoch/test_translation_loss__MAX","chess_pose_net_mobv3s - epoch/test_translation_loss","chess_pose_net_mobv3s - epoch/test_translation_loss__MIN","chess_pose_net_mobv3s - epoch/test_translation_loss__MAX"
"79","0.34549321746453643","0.34549321746453643","0.34549321746453643","0.3196643777191639","0.3196643777191639","0.3196643777191639","0.5438049919903278","0.5438049919903278","0.5438049919903278","0.08465556893497705","0.08465556893497705","0.08465556893497705","0.24078682623803616","0.24078682623803616","0.24078682623803616","0.2389292847365141","0.2389292847365141","0.2389292847365141"
"80","0.34639948047697544","0.34639948047697544","0.34639948047697544","0.32099716924130917","0.32099716924130917","0.32099716924130917","0.5448762117885053","0.5448762117885053","0.5448762117885053","0.0846445697825402","0.0846445697825402","0.0846445697825402","0.24195191520266235","0.24195191520266235","0.24195191520266235","0.23886950872838497","0.23886950872838497","0.23886950872838497"
"81","0.34603925375267863","0.34603925375267863","0.34603925375267863","0.32089124945923686","0.32089124945923686","0.32089124945923686","0.534938229713589","0.534938229713589","0.534938229713589","0.08462776779197156","0.08462776779197156","0.08462776779197156","0.24205893487669528","0.24205893487669528","0.24205893487669528","0.23905307054519653","0.23905307054519653","0.23905307054519653"
"82","0.3457774925045669","0.3457774925045669","0.3457774925045669","0.3211502148769796","0.3211502148769796","0.3211502148769796","0.528127184137702","0.528127184137702","0.528127184137702","0.08460887125693262","0.08460887125693262","0.08460887125693262","0.2421741756843403","0.2421741756843403","0.2421741756843403","0.23919301759451628","0.23919301759451628","0.23919301759451628"
"83","0.3455300363712013","0.3455300363712013","0.3455300363712013","0.3215234433300793","0.3215234433300793","0.3215234433300793","0.5251973047852516","0.5251973047852516","0.5251973047852516","0.08458694140426815","0.08458694140426815","0.08458694140426815","0.24230849370360374","0.24230849370360374","0.24230849370360374","0.2393180886283517","0.2393180886283517","0.2393180886283517"
"84","0.3452931893989444","0.3452931893989444","0.3452931893989444","0.3217965057119727","0.3217965057119727","0.3217965057119727","0.5236053592525423","0.5236053592525423","0.5236053592525423","0.08456096984446049","0.08456096984446049","0.08456096984446049","0.24244450486730784","0.24244450486730784","0.24244450486730784","0.23937890212982893","0.23937890212982893","0.23937890212982893"
"85","0.3451236649416387","0.3451236649416387","0.3451236649416387","0.32207069639116526","0.32207069639116526","0.32207069639116526","0.5224162833765149","0.5224162833765149","0.5224162833765149","0.08454113733023405","0.08454113733023405","0.08454113733023405","0.24258474470116198","0.24258474470116198","0.24258474470116198","0.23943474609404802","0.23943474609404802","0.23943474609404802"
"86","0.34496065555140376","0.34496065555140376","0.34496065555140376","0.3223028122447431","0.3223028122447431","0.3223028122447431","0.5214730706065893","0.5214730706065893","0.5214730706065893","0.08451872784644365","0.08451872784644365","0.08451872784644365","0.24273000028915703","0.24273000028915703","0.24273000028915703","0.23946463037282228","0.23946463037282228","0.23946463037282228"
"87","0.3448773371055722","0.3448773371055722","0.3448773371055722","0.3225303925573826","0.3225303925573826","0.3225303925573826","0.5205583516508341","0.5205583516508341","0.5205583516508341","0.08449637261219323","0.08449637261219323","0.08449637261219323","0.24285631766542792","0.24285631766542792","0.24285631766542792","0.23949176538735628","0.23949176538735628","0.23949176538735628"
"88","0.3448361698538065","0.3448361698538065","0.3448361698538065","0.32275386713445187","0.32275386713445187","0.32275386713445187","0.519681834615767","0.519681834615767","0.519681834615767","0.08447809144854546","0.08447809144854546","0.08447809144854546","0.242998358909972","0.242998358909972","0.242998358909972","0.23950364533811808","0.23950364533811808","0.23950364533811808"
"89","0.3448562449775636","0.3448562449775636","0.3448562449775636","0.3230074495077133","0.3230074495077133","0.3230074495077133","0.5189050654880702","0.5189050654880702","0.5189050654880702","0.08446165383793414","0.08446165383793414","0.08446165383793414","0.24314343556761742","0.24314343556761742","0.24314343556761742","0.2395104644820094","0.2395104644820094","0.2395104644820094"
"90","0.34480760619044304","0.34480760619044304","0.34480760619044304","0.32322815619409084","0.32322815619409084","0.32322815619409084","0.5180614776909351","0.5180614776909351","0.5180614776909351","0.0844474146142602","0.0844474146142602","0.0844474146142602","0.24328336433973163","0.24328336433973163","0.24328336433973163","0.23951963149011135","0.23951963149011135","0.23951963149011135"
"91","0.34471406042575836","0.34471406042575836","0.34471406042575836","0.3233861052431166","0.3233861052431166","0.3233861052431166","0.5172525863163173","0.5172525863163173","0.5172525863163173","0.08443058375269175","0.08443058375269175","0.08443058375269175","0.24342080950737","0.24342080950737","0.24342080950737","0.23952413722872734","0.23952413722872734","0.23952413722872734"
"92","0.34468321595340967","0.34468321595340967","0.34468321595340967","0.3235513558611274","0.3235513558611274","0.3235513558611274","0.5165296248160303","0.5165296248160303","0.5165296248160303","0.08441306138411164","0.08441306138411164","0.08441306138411164","0.2435837029479444","0.2435837029479444","0.2435837029479444","0.23952714819461107","0.23952714819461107","0.23952714819461107"
"93","0.344660178758204","0.344660178758204","0.344660178758204","0.323707670904696","0.323707670904696","0.323707670904696","0.51578089594841","0.51578089594841","0.51578089594841","0.08439758606255054","0.08439758606255054","0.08439758606255054","0.2437242886517197","0.2437242886517197","0.2437242886517197","0.23949991259723902","0.23949991259723902","0.23949991259723902"
"94","0.344685229472816","0.344685229472816","0.344685229472816","0.3238728288561106","0.3238728288561106","0.3238728288561106","0.5151325045153499","0.5151325045153499","0.5151325045153499","0.08438414358533919","0.08438414358533919","0.08438414358533919","0.24385930504649878","0.24385930504649878","0.24385930504649878","0.23951155692338943","0.23951155692338943","0.23951155692338943"
"95","0.34467774583026767","0.34467774583026767","0.34467774583026767","0.3240854097530246","0.3240854097530246","0.3240854097530246","0.5144978538155556","0.5144978538155556","0.5144978538155556","0.08436951506882906","0.08436951506882906","0.08436951506882906","0.24401210725773126","0.24401210725773126","0.24401210725773126","0.2395077208057046","0.2395077208057046","0.2395077208057046"
"96","0.3446991918608546","0.3446991918608546","0.3446991918608546","0.3242427837103605","0.3242427837103605","0.3242427837103605","0.5139282844029367","0.5139282844029367","0.5139282844029367","0.08435798157006502","0.08435798157006502","0.08435798157006502","0.24417238123714924","0.24417238123714924","0.24417238123714924","0.23952200636267662","0.23952200636267662","0.23952200636267662"
"97","0.3447159957140684","0.3447159957140684","0.3447159957140684","0.32439841516315937","0.32439841516315937","0.32439841516315937","0.51335668284446","0.51335668284446","0.51335668284446","0.08434459753334522","0.08434459753334522","0.08434459753334522","0.24432574468664825","0.24432574468664825","0.24432574468664825","0.2395355748012662","0.2395355748012662","0.2395355748012662"
"98","0.3447346342727542","0.3447346342727542","0.3447346342727542","0.3245661538094282","0.3245661538094282","0.3245661538094282","0.5127936750650406","0.5127936750650406","0.5127936750650406","0.0843280681874603","0.0843280681874603","0.0843280681874603","0.24449089355766773","0.24449089355766773","0.24449089355766773","0.23952745646238327","0.23952745646238327","0.23952745646238327"
"99","0.344739549793303","0.344739549793303","0.344739549793303","0.3247322151437402","0.3247322151437402","0.3247322151437402","0.5122613841667771","0.5122613841667771","0.5122613841667771","0.08431300241500139","0.08431300241500139","0.08431300241500139","0.24463700014166534","0.24463700014166534","0.24463700014166534","0.2395222084596753","0.2395222084596753","0.2395222084596753"
"100","0.344736167229712","0.344736167229712","0.344736167229712","0.32488606590777636","0.32488606590777636","0.32488606590777636","0.5117253148928285","0.5117253148928285","0.5117253148928285","0.08430318580940366","0.08430318580940366","0.08430318580940366","0.24480730574578047","0.24480730574578047","0.24480730574578047","0.23950924910604954","0.23950924910604954","0.23950924910604954"
