"Step","stairs_pose_net_mobv3s - epoch/test_translation_loss","stairs_pose_net_mobv3s - epoch/test_translation_loss__MIN","stairs_pose_net_mobv3s - epoch/test_translation_loss__MAX","pumpkin_pose_net_mobv3s - epoch/test_translation_loss","pumpkin_pose_net_mobv3s - epoch/test_translation_loss__MIN","pumpkin_pose_net_mobv3s - epoch/test_translation_loss__MAX","office_pose_net_mobv3s - epoch/test_translation_loss","office_pose_net_mobv3s - epoch/test_translation_loss__MIN","office_pose_net_mobv3s - epoch/test_translation_loss__MAX","heads_pose_net_mobv3s - epoch/test_translation_loss","heads_pose_net_mobv3s - epoch/test_translation_loss__MIN","heads_pose_net_mobv3s - epoch/test_translation_loss__MAX","fire_pose_net_mobv3s - epoch/test_translation_loss","fire_pose_net_mobv3s - epoch/test_translation_loss__MIN","fire_pose_net_mobv3s - epoch/test_translation_loss__MAX","chess_pose_net_mobv3s - epoch/test_translation_loss","chess_pose_net_mobv3s - epoch/test_translation_loss__MIN","chess_pose_net_mobv3s - epoch/test_translation_loss__MAX"
"26","0.4284359607845545","0.4284359607845545","0.4284359607845545","0.31030134996399283","0.31030134996399283","0.31030134996399283","0.33627757045906037","0.33627757045906037","0.33627757045906037","0.0964845484122634","0.0964845484122634","0.0964845484122634","0.2646722837816924","0.2646722837816924","0.2646722837816924","0.24565822165459394","0.24565822165459394","0.24565822165459394"
"27","0.4274765392765403","0.4274765392765403","0.4274765392765403","0.3076919433660805","0.3076919433660805","0.3076919433660805","0.3368891628924757","0.3368891628924757","0.3368891628924757","0.09625413594767451","0.09625413594767451","0.09625413594767451","0.2610330309253186","0.2610330309253186","0.2610330309253186","0.24537969287484884","0.24537969287484884","0.24537969287484884"
"28","0.42632177006453276","0.42632177006453276","0.42632177006453276","0.30554087832570076","0.30554087832570076","0.30554087832570076","0.3404860970331356","0.3404860970331356","0.3404860970331356","0.09600264905020595","0.09600264905020595","0.09600264905020595","0.2575956955552101","0.2575956955552101","0.2575956955552101","0.24509636498987675","0.24509636498987675","0.24509636498987675"
"29","0.4246904235333204","0.4246904235333204","0.4246904235333204","0.3039373573847115","0.3039373573847115","0.3039373573847115","0.3456634324975312","0.3456634324975312","0.3456634324975312","0.09568457491695881","0.09568457491695881","0.09568457491695881","0.254361588973552","0.254361588973552","0.254361588973552","0.24484985414892435","0.24484985414892435","0.24484985414892435"
"30","0.4228708781301975","0.4228708781301975","0.4228708781301975","0.30248409416526556","0.30248409416526556","0.30248409416526556","0.35108384559862316","0.35108384559862316","0.35108384559862316","0.09527820022776723","0.09527820022776723","0.09527820022776723","0.2514311046106741","0.2514311046106741","0.2514311046106741","0.24464428331702948","0.24464428331702948","0.24464428331702948"
"31","0.42084652185440063","0.42084652185440063","0.42084652185440063","0.3014132250100374","0.3014132250100374","0.3014132250100374","0.3574730586260557","0.3574730586260557","0.3574730586260557","0.09478987893089652","0.09478987893089652","0.09478987893089652","0.24863528180867434","0.24863528180867434","0.24863528180867434","0.24446787685155869","0.24446787685155869","0.24446787685155869"
"32","0.4184862356632948","0.4184862356632948","0.4184862356632948","0.30036310525611043","0.30036310525611043","0.30036310525611043","0.36581272981129587","0.36581272981129587","0.36581272981129587","0.09429682302288711","0.09429682302288711","0.09429682302288711","0.2462624137988314","0.2462624137988314","0.2462624137988314","0.24428343027830124","0.24428343027830124","0.24428343027830124"
"33","0.41586000099778175","0.41586000099778175","0.41586000099778175","0.29963040444999933","0.29963040444999933","0.29963040444999933","0.3756655678153038","0.3756655678153038","0.3756655678153038","0.09377246536314487","0.09377246536314487","0.09377246536314487","0.24401216651313007","0.24401216651313007","0.24401216651313007","0.24412541650235653","0.24412541650235653","0.24412541650235653"
"34","0.41301428340375423","0.41301428340375423","0.41301428340375423","0.29887869115918875","0.29887869115918875","0.29887869115918875","0.3867493807338178","0.3867493807338178","0.3867493807338178","0.09323617676272988","0.09323617676272988","0.09323617676272988","0.2420420446433127","0.2420420446433127","0.2420420446433127","0.24399188347160816","0.24399188347160816","0.24399188347160816"
"35","0.4101285096257925","0.4101285096257925","0.4101285096257925","0.29837110778316855","0.29837110778316855","0.29837110778316855","0.40013152570463717","0.40013152570463717","0.40013152570463717","0.09271617466583848","0.09271617466583848","0.09271617466583848","0.2402076655998826","0.2402076655998826","0.2402076655998826","0.2438772562891245","0.2438772562891245","0.2438772562891245"
"36","0.407046165317297","0.407046165317297","0.407046165317297","0.2980326102115214","0.2980326102115214","0.2980326102115214","0.414613941218704","0.414613941218704","0.414613941218704","0.09215638181194663","0.09215638181194663","0.09215638181194663","0.2385995970107615","0.2385995970107615","0.2385995970107615","0.24371976219117641","0.24371976219117641","0.24371976219117641"
"37","0.4037161935120821","0.4037161935120821","0.4037161935120821","0.29772976972162724","0.29772976972162724","0.29772976972162724","0.42982641817070544","0.42982641817070544","0.42982641817070544","0.09157722163945436","0.09157722163945436","0.09157722163945436","0.23722480924334377","0.23722480924334377","0.23722480924334377","0.24359104596078396","0.24359104596078396","0.24359104596078396"
"38","0.40034460090100765","0.40034460090100765","0.40034460090100765","0.2974962922744453","0.2974962922744453","0.2974962922744453","0.45024407701566815","0.45024407701566815","0.45024407701566815","0.09096993831917644","0.09096993831917644","0.09096993831917644","0.23595832008868456","0.23595832008868456","0.23595832008868456","0.2434376310557127","0.2434376310557127","0.2434376310557127"
"39","0.3968074913136661","0.3968074913136661","0.3968074913136661","0.2972126333042979","0.2972126333042979","0.2972126333042979","0.47474690712988377","0.47474690712988377","0.47474690712988377","0.0904056765139103","0.0904056765139103","0.0904056765139103","0.23474958539009094","0.23474958539009094","0.23474958539009094","0.2433264320716262","0.2433264320716262","0.2433264320716262"
"40","0.39316839491948485","0.39316839491948485","0.39316839491948485","0.29715109476819634","0.29715109476819634","0.29715109476819634","0.4997929548844695","0.4997929548844695","0.4997929548844695","0.08991004154086113","0.08991004154086113","0.08991004154086113","0.23379140626639128","0.23379140626639128","0.23379140626639128","0.24316464830189943","0.24316464830189943","0.24316464830189943"
"41","0.38926134957000613","0.38926134957000613","0.38926134957000613","0.2969929901883006","0.2969929901883006","0.2969929901883006","0.525908668525517","0.525908668525517","0.525908668525517","0.08946955809369683","0.08946955809369683","0.08946955809369683","0.2329146433621645","0.2329146433621645","0.2329146433621645","0.2430598121136427","0.2430598121136427","0.2430598121136427"
"42","0.3852496054023504","0.3852496054023504","0.3852496054023504","0.29688506154343486","0.29688506154343486","0.29688506154343486","0.5443488997407258","0.5443488997407258","0.5443488997407258","0.08906558016315103","0.08906558016315103","0.08906558016315103","0.23216961650177836","0.23216961650177836","0.23216961650177836","0.24294447991997004","0.24294447991997004","0.24294447991997004"
"43","0.3812309745699167","0.3812309745699167","0.3812309745699167","0.2969125215895474","0.2969125215895474","0.2969125215895474","0.5570276766084135","0.5570276766084135","0.5570276766084135","0.088714350014925","0.088714350014925","0.088714350014925","0.2315125062596053","0.2315125062596053","0.2315125062596053","0.2428415371105075","0.2428415371105075","0.2428415371105075"
"44","0.37742965016514063","0.37742965016514063","0.37742965016514063","0.296798478346318","0.296798478346318","0.296798478346318","0.5599934789352119","0.5599934789352119","0.5599934789352119","0.08837705245241523","0.08837705245241523","0.08837705245241523","0.23081824812106788","0.23081824812106788","0.23081824812106788","0.24271263927221298","0.24271263927221298","0.24271263927221298"
"45","0.37367638666182756","0.37367638666182756","0.37367638666182756","0.2966942163184285","0.2966942163184285","0.2966942163184285","0.5889832568354905","0.5889832568354905","0.5889832568354905","0.08814396429806948","0.08814396429806948","0.08814396429806948","0.2302867635153234","0.2302867635153234","0.2302867635153234","0.2426133994013071","0.2426133994013071","0.2426133994013071"
"46","0.3701954111456871","0.3701954111456871","0.3701954111456871","0.2970531154423952","0.2970531154423952","0.2970531154423952","0.5933456276543438","0.5933456276543438","0.5933456276543438","0.08796022180467844","0.08796022180467844","0.08796022180467844","0.22979597048833966","0.22979597048833966","0.22979597048833966","0.2424846738576889","0.2424846738576889","0.2424846738576889"
"47","0.3669346421957016","0.3669346421957016","0.3669346421957016","0.2973857270553708","0.2973857270553708","0.2973857270553708","0.5961029096506536","0.5961029096506536","0.5961029096506536","0.08781195897608995","0.08781195897608995","0.08781195897608995","0.22944452124647796","0.22944452124647796","0.22944452124647796","0.24235384073108435","0.24235384073108435","0.24235384073108435"
"48","0.36389573849737644","0.36389573849737644","0.36389573849737644","0.29759494587779045","0.29759494587779045","0.29759494587779045","0.5954104252159595","0.5954104252159595","0.5954104252159595","0.08767837099730968","0.08767837099730968","0.08767837099730968","0.22916174260899425","0.22916174260899425","0.22916174260899425","0.24223893322050571","0.24223893322050571","0.24223893322050571"
"49","0.36094816122204065","0.36094816122204065","0.36094816122204065","0.2978724902495742","0.2978724902495742","0.2978724902495742","0.5985111123882234","0.5985111123882234","0.5985111123882234","0.08755112998187542","0.08755112998187542","0.08755112998187542","0.22899030754342675","0.22899030754342675","0.22899030754342675","0.24208453483879566","0.24208453483879566","0.24208453483879566"
"50","0.35833729710429907","0.35833729710429907","0.35833729710429907","0.2982021914795041","0.2982021914795041","0.2982021914795041","0.6016010232269764","0.6016010232269764","0.6016010232269764","0.08746070880442858","0.08746070880442858","0.08746070880442858","0.2288048213813454","0.2288048213813454","0.2288048213813454","0.241965196095407","0.241965196095407","0.241965196095407"
"51","0.3558355774730444","0.3558355774730444","0.3558355774730444","0.2983527351170778","0.2983527351170778","0.2983527351170778","0.6012399778701365","0.6012399778701365","0.6012399778701365","0.08732827054336667","0.08732827054336667","0.08732827054336667","0.22866866877302527","0.22866866877302527","0.22866866877302527","0.2418321343138814","0.2418321343138814","0.2418321343138814"
"52","0.3535370286554098","0.3535370286554098","0.3535370286554098","0.2986668539233506","0.2986668539233506","0.2986668539233506","0.5921852034516633","0.5921852034516633","0.5921852034516633","0.08716297568753362","0.08716297568753362","0.08716297568753362","0.22852570284157991","0.22852570284157991","0.22852570284157991","0.24171050917357206","0.24171050917357206","0.24171050917357206"
"53","0.3514736662618816","0.3514736662618816","0.3514736662618816","0.2989099873229861","0.2989099873229861","0.2989099873229861","0.5773509317077696","0.5773509317077696","0.5773509317077696","0.08697275165468454","0.08697275165468454","0.08697275165468454","0.22846708027645946","0.22846708027645946","0.22846708027645946","0.24157435819506645","0.24157435819506645","0.24157435819506645"
"54","0.3495635995641351","0.3495635995641351","0.3495635995641351","0.29908448923379183","0.29908448923379183","0.29908448923379183","0.5777762997895479","0.5777762997895479","0.5777762997895479","0.08673436474055052","0.08673436474055052","0.08673436474055052","0.22844596975483","0.22844596975483","0.22844596975483","0.24146827403455973","0.24146827403455973","0.24146827403455973"
"55","0.3478260887786746","0.3478260887786746","0.3478260887786746","0.2991479462943971","0.2991479462943971","0.2991479462943971","0.5740769025869668","0.5740769025869668","0.5740769025869668","0.0864445473998785","0.0864445473998785","0.0864445473998785","0.22850324888713658","0.22850324888713658","0.22850324888713658","0.2413267930969596","0.2413267930969596","0.2413267930969596"
"56","0.34644123120233417","0.34644123120233417","0.34644123120233417","0.2996351746842265","0.2996351746842265","0.2996351746842265","0.5709926378913224","0.5709926378913224","0.5709926378913224","0.08612907025963068","0.08612907025963068","0.08612907025963068","0.2285631224513054","0.2285631224513054","0.2285631224513054","0.2412156956270337","0.2412156956270337","0.2412156956270337"
"57","0.34519266337156296","0.34519266337156296","0.34519266337156296","0.299989094492048","0.299989094492048","0.299989094492048","0.5698132151737809","0.5698132151737809","0.5698132151737809","0.08580312738195062","0.08580312738195062","0.08580312738195062","0.22880157665349543","0.22880157665349543","0.22880157665349543","0.24115704745054245","0.24115704745054245","0.24115704745054245"
"58","0.344011717941612","0.344011717941612","0.344011717941612","0.30042215529829264","0.30042215529829264","0.30042215529829264","0.5680655180476606","0.5680655180476606","0.5680655180476606","0.085488336160779","0.085488336160779","0.085488336160779","0.2289053644053638","0.2289053644053638","0.2289053644053638","0.2410267125815153","0.2410267125815153","0.2410267125815153"
"59","0.3428581841289997","0.3428581841289997","0.3428581841289997","0.3007416445761919","0.3007416445761919","0.3007416445761919","0.5654540555551648","0.5654540555551648","0.5654540555551648","0.08521656203083694","0.08521656203083694","0.08521656203083694","0.22908415459096432","0.22908415459096432","0.22908415459096432","0.24089702405035496","0.24089702405035496","0.24089702405035496"
"60","0.342047986574471","0.342047986574471","0.342047986574471","0.3011617283336818","0.3011617283336818","0.3011617283336818","0.562132591381669","0.562132591381669","0.562132591381669","0.08501877775415778","0.08501877775415778","0.08501877775415778","0.22930754767730832","0.22930754767730832","0.22930754767730832","0.24078492168337107","0.24078492168337107","0.24078492168337107"
"61","0.34135733684524894","0.34135733684524894","0.34135733684524894","0.30156229343265295","0.30156229343265295","0.30156229343265295","0.5589820854365826","0.5589820854365826","0.5589820854365826","0.08487094170413911","0.08487094170413911","0.08487094170413911","0.22952149994671345","0.22952149994671345","0.22952149994671345","0.24064745102077723","0.24064745102077723","0.24064745102077723"
"62","0.3406848064623773","0.3406848064623773","0.3406848064623773","0.3020364688709378","0.3020364688709378","0.3020364688709378","0.5560069601051509","0.5560069601051509","0.5560069601051509","0.08474667510017753","0.08474667510017753","0.08474667510017753","0.22985297604463995","0.22985297604463995","0.22985297604463995","0.2405140157788992","0.2405140157788992","0.2405140157788992"
"63","0.34037308767437935","0.34037308767437935","0.34037308767437935","0.3025972070172429","0.3025972070172429","0.3025972070172429","0.5535773374140263","0.5535773374140263","0.5535773374140263","0.084635014180094","0.084635014180094","0.084635014180094","0.230102495290339","0.230102495290339","0.230102495290339","0.24039101507514715","0.24039101507514715","0.24039101507514715"
"64","0.33999110013246536","0.33999110013246536","0.33999110013246536","0.30319157615303993","0.30319157615303993","0.30319157615303993","0.5516909216530621","0.5516909216530621","0.5516909216530621","0.08454433968290687","0.08454433968290687","0.08454433968290687","0.23036352614872158","0.23036352614872158","0.23036352614872158","0.24021681398153305","0.24021681398153305","0.24021681398153305"
"65","0.3397179516032338","0.3397179516032338","0.3397179516032338","0.3037039986811578","0.3037039986811578","0.3037039986811578","0.5505428975448012","0.5505428975448012","0.5505428975448012","0.08448266750201583","0.08448266750201583","0.08448266750201583","0.23067744611762464","0.23067744611762464","0.23067744611762464","0.24009414482861757","0.24009414482861757","0.24009414482861757"
"66","0.339820574503392","0.339820574503392","0.339820574503392","0.3045116988942027","0.3045116988942027","0.3045116988942027","0.5496661700308323","0.5496661700308323","0.5496661700308323","0.08444296102970839","0.08444296102970839","0.08444296102970839","0.23098725895397365","0.23098725895397365","0.23098725895397365","0.23997575975954533","0.23997575975954533","0.23997575975954533"
"67","0.3394552171230316","0.3394552171230316","0.3394552171230316","0.3053511781617999","0.3053511781617999","0.3053511781617999","0.5484975259751081","0.5484975259751081","0.5484975259751081","0.08442316297441721","0.08442316297441721","0.08442316297441721","0.23154098400846124","0.23154098400846124","0.23154098400846124","0.23985957726836205","0.23985957726836205","0.23985957726836205"
"68","0.3393099717795849","0.3393099717795849","0.3393099717795849","0.3062075236812234","0.3062075236812234","0.3062075236812234","0.5476262676529586","0.5476262676529586","0.5476262676529586","0.0844377325847745","0.0844377325847745","0.0844377325847745","0.23202265007421374","0.23202265007421374","0.23202265007421374","0.23975062556564808","0.23975062556564808","0.23975062556564808"
"69","0.3394263959489763","0.3394263959489763","0.3394263959489763","0.3070492800325155","0.3070492800325155","0.3070492800325155","0.5465892697684467","0.5465892697684467","0.5465892697684467","0.08446699427440763","0.08446699427440763","0.08446699427440763","0.23262312170118093","0.23262312170118093","0.23262312170118093","0.23968144226819277","0.23968144226819277","0.23968144226819277"
"70","0.33963322220370173","0.33963322220370173","0.33963322220370173","0.30807452695444226","0.30807452695444226","0.30807452695444226","0.5459166411310434","0.5459166411310434","0.5459166411310434","0.08451646869070828","0.08451646869070828","0.08451646869070828","0.23316828487440944","0.23316828487440944","0.23316828487440944","0.23958371207118034","0.23958371207118034","0.23958371207118034"
"71","0.33992685191333294","0.33992685191333294","0.33992685191333294","0.3091661902144551","0.3091661902144551","0.3091661902144551","0.545185858849436","0.545185858849436","0.545185858849436","0.08456621714867651","0.08456621714867651","0.08456621714867651","0.23377908230759203","0.23377908230759203","0.23377908230759203","0.23951319884508848","0.23951319884508848","0.23951319884508848"
"72","0.34057410759851336","0.34057410759851336","0.34057410759851336","0.3102225288748741","0.3102225288748741","0.3102225288748741","0.5447418289259076","0.5447418289259076","0.5447418289259076","0.08460874785669148","0.08460874785669148","0.08460874785669148","0.23445568792521954","0.23445568792521954","0.23445568792521954","0.2394431307911873","0.2394431307911873","0.2394431307911873"
"73","0.3408305523917079","0.3408305523917079","0.3408305523917079","0.3113546962849796","0.3113546962849796","0.3113546962849796","0.5444435807876289","0.5444435807876289","0.5444435807876289","0.08464854769408703","0.08464854769408703","0.08464854769408703","0.23518060985952616","0.23518060985952616","0.23518060985952616","0.23929424583911896","0.23929424583911896","0.23929424583911896"
"74","0.3415607502683997","0.3415607502683997","0.3415607502683997","0.31245199451223016","0.31245199451223016","0.31245199451223016","0.5441668075509369","0.5441668075509369","0.5441668075509369","0.08466770686209202","0.08466770686209202","0.08466770686209202","0.23596360138617456","0.23596360138617456","0.23596360138617456","0.23923783283680677","0.23923783283680677","0.23923783283680677"
"75","0.34213906340301037","0.34213906340301037","0.34213906340301037","0.31384352222085","0.31384352222085","0.31384352222085","0.5440089032053947","0.5440089032053947","0.5440089032053947","0.08467747084796429","0.08467747084796429","0.08467747084796429","0.23672833805903792","0.23672833805903792","0.23672833805903792","0.23920993972569704","0.23920993972569704","0.23920993972569704"
"76","0.34286915231496096","0.34286915231496096","0.34286915231496096","0.3152427370660007","0.3152427370660007","0.3152427370660007","0.5437461249530315","0.5437461249530315","0.5437461249530315","0.08467599330469966","0.08467599330469966","0.08467599330469966","0.23767488403245807","0.23767488403245807","0.23767488403245807","0.23915609065443277","0.23915609065443277","0.23915609065443277"
"77","0.3436927357688546","0.3436927357688546","0.3436927357688546","0.3165407618507743","0.3165407618507743","0.3165407618507743","0.5437867809087038","0.5437867809087038","0.5437867809087038","0.08467238466255367","0.08467238466255367","0.08467238466255367","0.23856006120331585","0.23856006120331585","0.23856006120331585","0.23905814997851849","0.23905814997851849","0.23905814997851849"
"78","0.34472730150446296","0.34472730150446296","0.34472730150446296","0.31820689095184207","0.31820689095184207","0.31820689095184207","0.5439460747875273","0.5439460747875273","0.5439460747875273","0.08466332778334618","0.08466332778334618","0.08466332778334618","0.23959080083295703","0.23959080083295703","0.23959080083295703","0.2389779882505536","0.2389779882505536","0.2389779882505536"
