"Step","stairs_pose_net_mobv3l - epoch/test_translation_loss","stairs_pose_net_mobv3l - epoch/test_translation_loss__MIN","stairs_pose_net_mobv3l - epoch/test_translation_loss__MAX","pumpkin_pose_net_mobv3l - epoch/test_translation_loss","pumpkin_pose_net_mobv3l - epoch/test_translation_loss__MIN","pumpkin_pose_net_mobv3l - epoch/test_translation_loss__MAX","office_pose_net_mobv3l - epoch/test_translation_loss","office_pose_net_mobv3l - epoch/test_translation_loss__MIN","office_pose_net_mobv3l - epoch/test_translation_loss__MAX","heads_pose_net_mobv3l - epoch/test_translation_loss","heads_pose_net_mobv3l - epoch/test_translation_loss__MIN","heads_pose_net_mobv3l - epoch/test_translation_loss__MAX","fire_pose_net_mobv3l - epoch/test_translation_loss","fire_pose_net_mobv3l - epoch/test_translation_loss__MIN","fire_pose_net_mobv3l - epoch/test_translation_loss__MAX","chess_pose_net_mobv3l - epoch/test_translation_loss","chess_pose_net_mobv3l - epoch/test_translation_loss__MIN","chess_pose_net_mobv3l - epoch/test_translation_loss__MAX"
"63","0.3318810388445854","0.3318810388445854","0.3318810388445854","0.28278448106721044","0.28278448106721044","0.28278448106721044","0.6843074019998312","0.6843074019998312","0.6843074019998312","0.09481858951039612","0.09481858951039612","0.09481858951039612","0.26466788770630956","0.26466788770630956","0.26466788770630956","0.24849764350801706","0.24849764350801706","0.24849764350801706"
"64","0.33061762154102325","0.33061762154102325","0.33061762154102325","0.28270336240530014","0.28270336240530014","0.28270336240530014","0.6813544882461429","0.6813544882461429","0.6813544882461429","0.09460181021131575","0.09460181021131575","0.09460181021131575","0.26569429878145456","0.26569429878145456","0.26569429878145456","0.25014616549015045","0.25014616549015045","0.25014616549015045"
"65","0.32960555143654346","0.32960555143654346","0.32960555143654346","0.28315743640996516","0.28315743640996516","0.28315743640996516","0.674401962198317","0.674401962198317","0.674401962198317","0.09438304603099823","0.09438304603099823","0.09438304603099823","0.2667272030375898","0.2667272030375898","0.2667272030375898","0.25218236818909645","0.25218236818909645","0.25218236818909645"
"66","0.32821509800851345","0.32821509800851345","0.32821509800851345","0.28339941380545497","0.28339941380545497","0.28339941380545497","0.6655491329729557","0.6655491329729557","0.6655491329729557","0.09417302394285798","0.09417302394285798","0.09417302394285798","0.26791134709492326","0.26791134709492326","0.26791134709492326","0.25432299077510834","0.25432299077510834","0.25432299077510834"
"67","0.3257511928677559","0.3257511928677559","0.3257511928677559","0.2834446409251541","0.2834446409251541","0.2834446409251541","0.6556823221035302","0.6556823221035302","0.6556823221035302","0.09394500940106809","0.09394500940106809","0.09394500940106809","0.26925716549158096","0.26925716549158096","0.26925716549158096","0.25612856913357973","0.25612856913357973","0.25612856913357973"
"68","0.324433624278754","0.324433624278754","0.324433624278754","0.2836635746061802","0.2836635746061802","0.2836635746061802","0.6483894684351981","0.6483894684351981","0.6483894684351981","0.09375302260741591","0.09375302260741591","0.09375302260741591","0.27056019729934633","0.27056019729934633","0.27056019729934633","0.2587055144831538","0.2587055144831538","0.2587055144831538"
"69","0.3227459858171642","0.3227459858171642","0.3227459858171642","0.28390962490811944","0.28390962490811944","0.28390962490811944","0.6479263296350837","0.6479263296350837","0.6479263296350837","0.09353723237290978","0.09353723237290978","0.09353723237290978","0.27211113343946636","0.27211113343946636","0.27211113343946636","0.2614417299628258","0.2614417299628258","0.2614417299628258"
"70","0.32140846364200115","0.32140846364200115","0.32140846364200115","0.2842616173438728","0.2842616173438728","0.2842616173438728","0.6503436476923525","0.6503436476923525","0.6503436476923525","0.09333694912493229","0.09333694912493229","0.09333694912493229","0.2734778185840696","0.2734778185840696","0.2734778185840696","0.2636265391483903","0.2636265391483903","0.2636265391483903"
"71","0.3197108432650566","0.3197108432650566","0.3197108432650566","0.2848773063160479","0.2848773063160479","0.2848773063160479","0.6510905642062426","0.6510905642062426","0.6510905642062426","0.09315973287448287","0.09315973287448287","0.09315973287448287","0.2749626860022545","0.2749626860022545","0.2749626860022545","0.26596809923648834","0.26596809923648834","0.26596809923648834"
"72","0.3183637047186494","0.3183637047186494","0.3183637047186494","0.28531988174654543","0.28531988174654543","0.28531988174654543","0.6472395341843367","0.6472395341843367","0.6472395341843367","0.09297732030972838","0.09297732030972838","0.09297732030972838","0.2765920991078019","0.2765920991078019","0.2765920991078019","0.26848194282501936","0.26848194282501936","0.26848194282501936"
"73","0.3169268420897424","0.3169268420897424","0.3169268420897424","0.28563288040459156","0.28563288040459156","0.28563288040459156","0.6413146127015352","0.6413146127015352","0.6413146127015352","0.09279804537072778","0.09279804537072778","0.09279804537072778","0.27842754242010415","0.27842754242010415","0.27842754242010415","0.2713577775284648","0.2713577775284648","0.2713577775284648"
"74","0.3147490518167615","0.3147490518167615","0.3147490518167615","0.2858534131664783","0.2858534131664783","0.2858534131664783","0.6348920790478587","0.6348920790478587","0.6348920790478587","0.09265011828392744","0.09265011828392744","0.09265011828392744","0.2803338742814958","0.2803338742814958","0.2803338742814958","0.27471452858299017","0.27471452858299017","0.27471452858299017"
"75","0.31308464985340834","0.31308464985340834","0.31308464985340834","0.28637246042490005","0.28637246042490005","0.28637246042490005","0.6271008215844631","0.6271008215844631","0.6271008215844631","0.09247931186109781","0.09247931186109781","0.09247931186109781","0.2823945479467511","0.2823945479467511","0.2823945479467511","0.2781845424324274","0.2781845424324274","0.2781845424324274"
"76","0.31142307072877884","0.31142307072877884","0.31142307072877884","0.2869028546847403","0.2869028546847403","0.2869028546847403","0.6270704809576273","0.6270704809576273","0.6270704809576273","0.09231122210621834","0.09231122210621834","0.09231122210621834","0.28471401217393577","0.28471401217393577","0.28471401217393577","0.2808914538472891","0.2808914538472891","0.2808914538472891"
"77","0.309440974611789","0.309440974611789","0.309440974611789","0.2871452234685421","0.2871452234685421","0.2871452234685421","0.6316845598630607","0.6316845598630607","0.6316845598630607","0.09215943026356399","0.09215943026356399","0.09215943026356399","0.2871735580265522","0.2871735580265522","0.2871735580265522","0.2839401066303253","0.2839401066303253","0.2839401066303253"
"78","0.30756923696026206","0.30756923696026206","0.30756923696026206","0.28793993033468723","0.28793993033468723","0.28793993033468723","0.6332848249003291","0.6332848249003291","0.6332848249003291","0.0919985668733716","0.0919985668733716","0.0919985668733716","0.2897615337278694","0.2897615337278694","0.2897615337278694","0.28689678106456995","0.28689678106456995","0.28689678106456995"
"79","0.30595347145572305","0.30595347145572305","0.30595347145572305","0.2884515367913991","0.2884515367913991","0.2884515367913991","0.6277449228800833","0.6277449228800833","0.6277449228800833","0.09183496423065662","0.09183496423065662","0.09183496423065662","0.29250933416187763","0.29250933416187763","0.29250933416187763","0.28953201975673437","0.28953201975673437","0.28953201975673437"
"80","0.3043547309935093","0.3043547309935093","0.3043547309935093","0.2888084549922496","0.2888084549922496","0.2888084549922496","0.6209578164853156","0.6209578164853156","0.6209578164853156","0.09169016382656991","0.09169016382656991","0.09169016382656991","0.2954167313873768","0.2954167313873768","0.2954167313873768","0.2917637610808015","0.2917637610808015","0.2917637610808015"
"81","0.3045683125965297","0.3045683125965297","0.3045683125965297","0.2893307162448764","0.2893307162448764","0.2893307162448764","0.6188312699086964","0.6188312699086964","0.6188312699086964","0.09160484746098518","0.09160484746098518","0.09160484746098518","0.295838862657547","0.295838862657547","0.295838862657547","0.29265837743878365","0.29265837743878365","0.29265837743878365"
"82","0.30463780788704753","0.30463780788704753","0.30463780788704753","0.2897419151850045","0.2897419151850045","0.2897419151850045","0.6127285347320139","0.6127285347320139","0.6127285347320139","0.09152643429115415","0.09152643429115415","0.09152643429115415","0.2962508655618876","0.2962508655618876","0.2962508655618876","0.2930212961509824","0.2930212961509824","0.2930212961509824"
"83","0.304664290510118","0.304664290510118","0.304664290510118","0.2901168242096901","0.2901168242096901","0.2901168242096901","0.6103798248805106","0.6103798248805106","0.6103798248805106","0.09144880971871316","0.09144880971871316","0.09144880971871316","0.2966668624430895","0.2966668624430895","0.2966668624430895","0.29304785188287497","0.29304785188287497","0.29304785188287497"
"84","0.3047155528329313","0.3047155528329313","0.3047155528329313","0.2903866642154753","0.2903866642154753","0.2903866642154753","0.6089546196162701","0.6089546196162701","0.6089546196162701","0.09137799916788936","0.09137799916788936","0.09137799916788936","0.297003285959363","0.297003285959363","0.297003285959363","0.29297949746251106","0.29297949746251106","0.29297949746251106"
"85","0.3047251389361918","0.3047251389361918","0.3047251389361918","0.2905933619476855","0.2905933619476855","0.2905933619476855","0.6083101043477654","0.6083101043477654","0.6083101043477654","0.09130005910992622","0.09130005910992622","0.09130005910992622","0.29732432099990547","0.29732432099990547","0.29732432099990547","0.2930408352985978","0.2930408352985978","0.2930408352985978"
"86","0.3046607533469796","0.3046607533469796","0.3046607533469796","0.29074562434107065","0.29074562434107065","0.29074562434107065","0.6075576338917017","0.6075576338917017","0.6075576338917017","0.09123787842690945","0.09123787842690945","0.09123787842690945","0.29765877965837717","0.29765877965837717","0.29765877965837717","0.2930068513378501","0.2930068513378501","0.2930068513378501"
"87","0.3045764984562993","0.3045764984562993","0.3045764984562993","0.2908911625854671","0.2908911625854671","0.2908911625854671","0.606778193730861","0.606778193730861","0.606778193730861","0.0911710534710437","0.0911710534710437","0.0911710534710437","0.29797963821329176","0.29797963821329176","0.29797963821329176","0.29300830885767937","0.29300830885767937","0.29300830885767937"
"88","0.3044923203997314","0.3044923203997314","0.3044923203997314","0.2910224690567702","0.2910224690567702","0.2910224690567702","0.6058241738937795","0.6058241738937795","0.6058241738937795","0.09111610101535916","0.09111610101535916","0.09111610101535916","0.2982861092314124","0.2982861092314124","0.2982861092314124","0.2930306037887931","0.2930306037887931","0.2930306037887931"
"89","0.3043476170860231","0.3043476170860231","0.3043476170860231","0.29110435536131263","0.29110435536131263","0.29110435536131263","0.6048713652417064","0.6048713652417064","0.6048713652417064","0.09107371256686747","0.09107371256686747","0.09107371256686747","0.29857727140188217","0.29857727140188217","0.29857727140188217","0.2925320267677307","0.2925320267677307","0.2925320267677307"
"90","0.3041984662413597","0.3041984662413597","0.3041984662413597","0.2912213313393295","0.2912213313393295","0.2912213313393295","0.6040461249649525","0.6040461249649525","0.6040461249649525","0.0910180788487196","0.0910180788487196","0.0910180788487196","0.29886876605451107","0.29886876605451107","0.29886876605451107","0.29271274618804455","0.29271274618804455","0.29271274618804455"
"91","0.3041394934989512","0.3041394934989512","0.3041394934989512","0.2913436288945377","0.2913436288945377","0.2913436288945377","0.6031728209927678","0.6031728209927678","0.6031728209927678","0.09096530312672257","0.09096530312672257","0.09096530312672257","0.29903426114469767","0.29903426114469767","0.29903426114469767","0.2929236562922597","0.2929236562922597","0.2929236562922597"
"92","0.3040014156140387","0.3040014156140387","0.3040014156140387","0.29142460599541664","0.29142460599541664","0.29142460599541664","0.6023695752955973","0.6023695752955973","0.6023695752955973","0.09091800497844815","0.09091800497844815","0.09091800497844815","0.2993092357646674","0.2993092357646674","0.2993092357646674","0.2930550519376993","0.2930550519376993","0.2930550519376993"
"93","0.3038598131388426","0.3038598131388426","0.3038598131388426","0.2914884267374873","0.2914884267374873","0.2914884267374873","0.6014974010176957","0.6014974010176957","0.6014974010176957","0.09087476134300232","0.09087476134300232","0.09087476134300232","0.29963262425735593","0.29963262425735593","0.29963262425735593","0.2930966718122363","0.2930966718122363","0.2930966718122363"
"94","0.3037219475954771","0.3037219475954771","0.3037219475954771","0.2915315581485629","0.2915315581485629","0.2915315581485629","0.6007014056667686","0.6007014056667686","0.6007014056667686","0.0908331754617393","0.0908331754617393","0.0908331754617393","0.2999077490530908","0.2999077490530908","0.2999077490530908","0.2931763827800751","0.2931763827800751","0.2931763827800751"
"95","0.3036262821406126","0.3036262821406126","0.3036262821406126","0.2916068797931075","0.2916068797931075","0.2916068797931075","0.5999542120844126","0.5999542120844126","0.5999542120844126","0.09079437050968409","0.09079437050968409","0.09079437050968409","0.3001113375648856","0.3001113375648856","0.3001113375648856","0.2932217475026846","0.2932217475026846","0.2932217475026846"
"96","0.3034255588427186","0.3034255588427186","0.3034255588427186","0.29168159840628505","0.29168159840628505","0.29168159840628505","0.5993983717635274","0.5993983717635274","0.5993983717635274","0.09075649012811482","0.09075649012811482","0.09075649012811482","0.300383388530463","0.300383388530463","0.300383388530463","0.2932621240615845","0.2932621240615845","0.2932621240615845"
"97","0.3032539109699428","0.3032539109699428","0.3032539109699428","0.29178313445299864","0.29178313445299864","0.29178313445299864","0.5987871643155813","0.5987871643155813","0.5987871643155813","0.09071962046436965","0.09071962046436965","0.09071962046436965","0.3006861419416964","0.3006861419416964","0.3006861419416964","0.2933091251179576","0.2933091251179576","0.2933091251179576"
"98","0.30307966098189354","0.30307966098189354","0.30307966098189354","0.29183523496612906","0.29183523496612906","0.29183523496612906","0.5982059519737959","0.5982059519737959","0.5982059519737959","0.09068907191976905","0.09068907191976905","0.09068907191976905","0.3010351217817515","0.3010351217817515","0.3010351217817515","0.29333628714084625","0.29333628714084625","0.29333628714084625"
"99","0.30286394665017724","0.30286394665017724","0.30286394665017724","0.29196790186688304","0.29196790186688304","0.29196790186688304","0.5975485201925039","0.5975485201925039","0.5975485201925039","0.0906584917102009","0.0906584917102009","0.0906584917102009","0.301282613305375","0.301282613305375","0.301282613305375","0.2933462532237172","0.2933462532237172","0.2933462532237172"
"100","0.30267615150660276","0.30267615150660276","0.30267615150660276","0.292005606694147","0.292005606694147","0.292005606694147","0.5967447469010949","0.5967447469010949","0.5967447469010949","0.09062302066013217","0.09062302066013217","0.09062302066013217","0.3015222870744765","0.3015222870744765","0.3015222870744765","0.2933754799887538","0.2933754799887538","0.2933754799887538"
