"Step","stairs_pose_net_g - epoch/test_translation_loss","stairs_pose_net_g - epoch/test_translation_loss__MIN","stairs_pose_net_g - epoch/test_translation_loss__MAX","pumpkin_pose_net_g - epoch/test_translation_loss","pumpkin_pose_net_g - epoch/test_translation_loss__MIN","pumpkin_pose_net_g - epoch/test_translation_loss__MAX","office_pose_net_g - epoch/test_translation_loss","office_pose_net_g - epoch/test_translation_loss__MIN","office_pose_net_g - epoch/test_translation_loss__MAX","heads_pose_net_g - epoch/test_translation_loss","heads_pose_net_g - epoch/test_translation_loss__MIN","heads_pose_net_g - epoch/test_translation_loss__MAX","fire_pose_net_g - epoch/test_translation_loss","fire_pose_net_g - epoch/test_translation_loss__MIN","fire_pose_net_g - epoch/test_translation_loss__MAX","chess_pose_net_g - epoch/test_translation_loss","chess_pose_net_g - epoch/test_translation_loss__MIN","chess_pose_net_g - epoch/test_translation_loss__MAX"
"14","0.35367370396852493","0.35367370396852493","0.35367370396852493","0.2698580645956099","0.2698580645956099","0.2698580645956099","0.31042302097193897","0.31042302097193897","0.31042302097193897","0.09502181736752391","0.09502181736752391","0.09502181736752391","0.24781870818696916","0.24781870818696916","0.24781870818696916","0.24400467704981565","0.24400467704981565","0.24400467704981565"
"15","0.34265573136508465","0.34265573136508465","0.34265573136508465","0.2673957198858261","0.2673957198858261","0.2673957198858261","0.31016957107931376","0.31016957107931376","0.31016957107931376","0.09469302417710423","0.09469302417710423","0.09469302417710423","0.24349004519172013","0.24349004519172013","0.24349004519172013","0.24338335264474154","0.24338335264474154","0.24338335264474154"
"16","0.33315860107541084","0.33315860107541084","0.33315860107541084","0.26542641036212444","0.26542641036212444","0.26542641036212444","0.30993387917988","0.30993387917988","0.30993387917988","0.09440674679353833","0.09440674679353833","0.09440674679353833","0.23981368960812688","0.23981368960812688","0.23981368960812688","0.2428765371441841","0.2428765371441841","0.2428765371441841"
"17","0.32482032431289554","0.32482032431289554","0.32482032431289554","0.2638661554083228","0.2638661554083228","0.2638661554083228","0.3096778807230294","0.3096778807230294","0.3096778807230294","0.0941503751091659","0.0941503751091659","0.0941503751091659","0.23664403008297086","0.23664403008297086","0.23664403008297086","0.2424456374719739","0.2424456374719739","0.2424456374719739"
"18","0.31776316929608583","0.31776316929608583","0.31776316929608583","0.2625646791420877","0.2625646791420877","0.2625646791420877","0.3094622273929417","0.3094622273929417","0.3094622273929417","0.09392427559942007","0.09392427559942007","0.09392427559942007","0.23387674521654844","0.23387674521654844","0.23387674521654844","0.2421291870996356","0.2421291870996356","0.2421291870996356"
"19","0.31170424818992615","0.31170424818992615","0.31170424818992615","0.26151755545288324","0.26151755545288324","0.26151755545288324","0.30928317876532674","0.30928317876532674","0.30928317876532674","0.09371633920818567","0.09371633920818567","0.09371633920818567","0.23154213628731668","0.23154213628731668","0.23154213628731668","0.24182377196848392","0.24182377196848392","0.24182377196848392"
"20","0.30650891829282045","0.30650891829282045","0.30650891829282045","0.26069355104118586","0.26069355104118586","0.26069355104118586","0.3090714095160365","0.3090714095160365","0.3090714095160365","0.09353580139577389","0.09353580139577389","0.09353580139577389","0.22951363888569176","0.22951363888569176","0.22951363888569176","0.24155610613524914","0.24155610613524914","0.24155610613524914"
"21","0.3019325388595462","0.3019325388595462","0.3019325388595462","0.26001481199637055","0.26001481199637055","0.26001481199637055","0.3088703949470073","0.3088703949470073","0.3088703949470073","0.09336761012673378","0.09336761012673378","0.09336761012673378","0.22782831033691764","0.22782831033691764","0.22782831033691764","0.24132431857287884","0.24132431857287884","0.24132431857287884"
"22","0.2979549914598465","0.2979549914598465","0.2979549914598465","0.2595182084478438","0.2595182084478438","0.2595182084478438","0.3087187325581908","0.3087187325581908","0.3087187325581908","0.0932086065877229","0.0932086065877229","0.0932086065877229","0.22633029543794692","0.22633029543794692","0.22633029543794692","0.24108726531267166","0.24108726531267166","0.24108726531267166"
"23","0.29446396604180336","0.29446396604180336","0.29446396604180336","0.25910718366503716","0.25910718366503716","0.25910718366503716","0.3085875427350402","0.3085875427350402","0.3085875427350402","0.0930686378851533","0.0930686378851533","0.0930686378851533","0.2250368755776435","0.2250368755776435","0.2250368755776435","0.2409006543457508","0.2409006543457508","0.2409006543457508"
"24","0.2913963529281318","0.2913963529281318","0.2913963529281318","0.2586030797101557","0.2586030797101557","0.2586030797101557","0.30835920479148626","0.30835920479148626","0.30835920479148626","0.09293929231353104","0.09293929231353104","0.09293929231353104","0.2239245125092566","0.2239245125092566","0.2239245125092566","0.24072042107582092","0.24072042107582092","0.24072042107582092"
"25","0.2887637224048376","0.2887637224048376","0.2887637224048376","0.25830878503620625","0.25830878503620625","0.25830878503620625","0.30809963727369905","0.30809963727369905","0.30809963727369905","0.09282574011012912","0.09282574011012912","0.09282574011012912","0.22295798361301422","0.22295798361301422","0.22295798361301422","0.24056684505194426","0.24056684505194426","0.24056684505194426"
"26","0.28643890377134085","0.28643890377134085","0.28643890377134085","0.25799676682800055","0.25799676682800055","0.25799676682800055","0.3079412607476115","0.3079412607476115","0.3079412607476115","0.09271523496136069","0.09271523496136069","0.09271523496136069","0.22207786701619625","0.22207786701619625","0.22207786701619625","0.24037829507142305","0.24037829507142305","0.24037829507142305"
"27","0.2843400496058166","0.2843400496058166","0.2843400496058166","0.25775290187448263","0.25775290187448263","0.25775290187448263","0.30770504218526185","0.30770504218526185","0.30770504218526185","0.09261168399825692","0.09261168399825692","0.09261168399825692","0.22131977090612054","0.22131977090612054","0.22131977090612054","0.2402417566627264","0.2402417566627264","0.2402417566627264"
"28","0.28241731179878116","0.28241731179878116","0.28241731179878116","0.2575097680091858","0.2575097680091858","0.2575097680091858","0.30749511159956455","0.30749511159956455","0.30749511159956455","0.09251913568004966","0.09251913568004966","0.09251913568004966","0.22066575288772583","0.22066575288772583","0.22066575288772583","0.24008010141551495","0.24008010141551495","0.24008010141551495"
"29","0.2807614831253886","0.2807614831253886","0.2807614831253886","0.2573635964654386","0.2573635964654386","0.2573635964654386","0.3073497114237398","0.3073497114237398","0.3073497114237398","0.09243754670023918","0.09243754670023918","0.09243754670023918","0.2200747560709715","0.2200747560709715","0.2200747560709715","0.23991300351917744","0.23991300351917744","0.23991300351917744"
"30","0.27917337929829955","0.27917337929829955","0.27917337929829955","0.257199720479548","0.257199720479548","0.257199720479548","0.3071812577545643","0.3071812577545643","0.3071812577545643","0.09236620645970106","0.09236620645970106","0.09236620645970106","0.2195954518392682","0.2195954518392682","0.2195954518392682","0.23972734715789557","0.23972734715789557","0.23972734715789557"
"31","0.2777626561000943","0.2777626561000943","0.2777626561000943","0.2570864395238459","0.2570864395238459","0.2570864395238459","0.30698054656386375","0.30698054656386375","0.30698054656386375","0.09230624511837959","0.09230624511837959","0.09230624511837959","0.21918773092329502","0.21918773092329502","0.21918773092329502","0.23960047960281372","0.23960047960281372","0.23960047960281372"
"32","0.2766133830882609","0.2766133830882609","0.2766133830882609","0.257077369838953","0.257077369838953","0.257077369838953","0.30677506630308926","0.30677506630308926","0.30677506630308926","0.09224593476392329","0.09224593476392329","0.09224593476392329","0.21881503146141768","0.21881503146141768","0.21881503146141768","0.23944570682942867","0.23944570682942867","0.23944570682942867"
"33","0.2755030798725784","0.2755030798725784","0.2755030798725784","0.25701143918558955","0.25701143918558955","0.25701143918558955","0.30659999535419047","0.30659999535419047","0.30659999535419047","0.0921911676414311","0.0921911676414311","0.0921911676414311","0.2184834061190486","0.2184834061190486","0.2184834061190486","0.2393260793760419","0.2393260793760419","0.2393260793760419"
"34","0.2744778450578451","0.2744778450578451","0.2744778450578451","0.25689385971054435","0.25689385971054435","0.25689385971054435","0.3064369021449238","0.3064369021449238","0.3064369021449238","0.09213904244825244","0.09213904244825244","0.09213904244825244","0.21822581067681313","0.21822581067681313","0.21822581067681313","0.2392146596685052","0.2392146596685052","0.2392146596685052"
"35","0.2736039152368903","0.2736039152368903","0.2736039152368903","0.2567427037283778","0.2567427037283778","0.2567427037283778","0.3062283357139677","0.3062283357139677","0.3062283357139677","0.09209631592966616","0.09209631592966616","0.09209631592966616","0.2179989875294268","0.2179989875294268","0.2179989875294268","0.23904915805906057","0.23904915805906057","0.23904915805906057"
"36","0.2727684173732996","0.2727684173732996","0.2727684173732996","0.2567449756897986","0.2567449756897986","0.2567449756897986","0.3060343249235302","0.3060343249235302","0.3060343249235302","0.09205316239967942","0.09205316239967942","0.09205316239967942","0.21779557992704213","0.21779557992704213","0.21779557992704213","0.23892884608358145","0.23892884608358145","0.23892884608358145"
"37","0.2719892910681665","0.2719892910681665","0.2719892910681665","0.2566778203472495","0.2566778203472495","0.2566778203472495","0.3057799879461527","0.3057799879461527","0.3057799879461527","0.09201340610161424","0.09201340610161424","0.09201340610161424","0.2176471462007612","0.2176471462007612","0.2176471462007612","0.23880488704890013","0.23880488704890013","0.23880488704890013"
"38","0.2712997170165181","0.2712997170165181","0.2712997170165181","0.25660196132957935","0.25660196132957935","0.25660196132957935","0.3056002468802035","0.3056002468802035","0.3056002468802035","0.09197682840749621","0.09197682840749621","0.09197682840749621","0.217528356006369","0.217528356006369","0.217528356006369","0.23863041680306196","0.23863041680306196","0.23863041680306196"
"39","0.2705488312058151","0.2705488312058151","0.2705488312058151","0.25658340146765113","0.25658340146765113","0.25658340146765113","0.30546858068555593","0.30546858068555593","0.30546858068555593","0.0919487182982266","0.0919487182982266","0.0919487182982266","0.2174299475736916","0.2174299475736916","0.2174299475736916","0.23849357664585114","0.23849357664585114","0.23849357664585114"
"40","0.2698732176795602","0.2698732176795602","0.2698732176795602","0.2565166591666639","0.2565166591666639","0.2565166591666639","0.3051795510109514","0.3051795510109514","0.3051795510109514","0.09191689663566649","0.09191689663566649","0.09191689663566649","0.21734316158108413","0.21734316158108413","0.21734316158108413","0.23835707176476717","0.23835707176476717","0.23835707176476717"
"41","0.26925653917714953","0.26925653917714953","0.26925653917714953","0.25647242553532124","0.25647242553532124","0.25647242553532124","0.3050670970696956","0.3050670970696956","0.3050670970696956","0.09188288054428995","0.09188288054428995","0.09188288054428995","0.21727452473714948","0.21727452473714948","0.21727452473714948","0.23825300205498934","0.23825300205498934","0.23825300205498934"
"42","0.2687938353046775","0.2687938353046775","0.2687938353046775","0.2563996510580182","0.2563996510580182","0.2563996510580182","0.3048959232401103","0.3048959232401103","0.3048959232401103","0.09185018693096936","0.09185018693096936","0.09185018693096936","0.2172603749204427","0.2172603749204427","0.2172603749204427","0.23812733124941587","0.23812733124941587","0.23812733124941587"
"43","0.2682053381577134","0.2682053381577134","0.2682053381577134","0.25633904803544283","0.25633904803544283","0.25633904803544283","0.30466516502201557","0.30466516502201557","0.30466516502201557","0.09182765707373619","0.09182765707373619","0.09182765707373619","0.21723144920542836","0.21723144920542836","0.21723144920542836","0.2379881413653493","0.2379881413653493","0.2379881413653493"
"44","0.2676624362356961","0.2676624362356961","0.2676624362356961","0.25634585740044713","0.25634585740044713","0.25634585740044713","0.3045372017659247","0.3045372017659247","0.3045372017659247","0.09180400450713933","0.09180400450713933","0.09180400450713933","0.2172420418355614","0.2172420418355614","0.2172420418355614","0.23784730583429337","0.23784730583429337","0.23784730583429337"
"45","0.26724367355927825","0.26724367355927825","0.26724367355927825","0.25629566377028823","0.25629566377028823","0.25629566377028823","0.30431438283994794","0.30431438283994794","0.30431438283994794","0.09178819693624973","0.09178819693624973","0.09178819693624973","0.21726615889929235","0.21726615889929235","0.21726615889929235","0.2377042155712843","0.2377042155712843","0.2377042155712843"
"46","0.2668089955113828","0.2668089955113828","0.2668089955113828","0.25627894420176744","0.25627894420176744","0.25627894420176744","0.30413602222688496","0.30413602222688496","0.30413602222688496","0.09176690108142793","0.09176690108142793","0.09176690108142793","0.21728168707340956","0.21728168707340956","0.21728168707340956","0.2375762378796935","0.2375762378796935","0.2375762378796935"
"47","0.2663898831233382","0.2663898831233382","0.2663898831233382","0.25621567014604807","0.25621567014604807","0.25621567014604807","0.30386004503816366","0.30386004503816366","0.30386004503816366","0.09174533234909177","0.09174533234909177","0.09174533234909177","0.21729533490724862","0.21729533490724862","0.21729533490724862","0.2374752340838313","0.2374752340838313","0.2374752340838313"
"48","0.2659292481839657","0.2659292481839657","0.2659292481839657","0.25616882648319006","0.25616882648319006","0.25616882648319006","0.3036998873576522","0.3036998873576522","0.3036998873576522","0.09173197625204921","0.09173197625204921","0.09173197625204921","0.21734552667476237","0.21734552667476237","0.21734552667476237","0.23735059518367052","0.23735059518367052","0.23735059518367052"
"49","0.2654874799773097","0.2654874799773097","0.2654874799773097","0.256204092875123","0.256204092875123","0.256204092875123","0.3035036812070757","0.3035036812070757","0.3035036812070757","0.0917179782409221","0.0917179782409221","0.0917179782409221","0.2173595428466797","0.2173595428466797","0.2173595428466797","0.23720952682197094","0.23720952682197094","0.23720952682197094"
"50","0.26520295441150665","0.26520295441150665","0.26520295441150665","0.2561542233452201","0.2561542233452201","0.2561542233452201","0.30327681126073003","0.30327681126073003","0.30327681126073003","0.0916962877381593","0.0916962877381593","0.0916962877381593","0.21738015348091722","0.21738015348091722","0.21738015348091722","0.23708102479577065","0.23708102479577065","0.23708102479577065"
"51","0.26477851811796427","0.26477851811796427","0.26477851811796427","0.2561528733931482","0.2561528733931482","0.2561528733931482","0.30305598955601454","0.30305598955601454","0.30305598955601454","0.09167839656583965","0.09167839656583965","0.09167839656583965","0.2174591321963817","0.2174591321963817","0.2174591321963817","0.23697603214532137","0.23697603214532137","0.23697603214532137"
"52","0.26447284733876586","0.26447284733876586","0.26447284733876586","0.2561081419698894","0.2561081419698894","0.2561081419698894","0.3028720144648105","0.3028720144648105","0.3028720144648105","0.09166184975765646","0.09166184975765646","0.09166184975765646","0.2175190115813166","0.2175190115813166","0.2175190115813166","0.2368214474990964","0.2368214474990964","0.2368214474990964"
"53","0.26403338834643364","0.26403338834643364","0.26403338834643364","0.2560460059903562","0.2560460059903562","0.2560460059903562","0.30269002774730325","0.30269002774730325","0.30269002774730325","0.09164630412124097","0.09164630412124097","0.09164630412124097","0.21760627743788064","0.21760627743788064","0.21760627743788064","0.23669683281332254","0.23669683281332254","0.23669683281332254"
"54","0.2636578888632357","0.2636578888632357","0.2636578888632357","0.25605506729334593","0.25605506729334593","0.25605506729334593","0.30246130120940506","0.30246130120940506","0.30246130120940506","0.09162742388434708","0.09162742388434708","0.09162742388434708","0.21774823823943734","0.21774823823943734","0.21774823823943734","0.23658239655196667","0.23658239655196667","0.23658239655196667"
"55","0.2632679408416152","0.2632679408416152","0.2632679408416152","0.2560959393158555","0.2560959393158555","0.2560959393158555","0.3022629958577454","0.3022629958577454","0.3022629958577454","0.09160855994559824","0.09160855994559824","0.09160855994559824","0.21786754066124558","0.21786754066124558","0.21786754066124558","0.23645394574850798","0.23645394574850798","0.23645394574850798"
"56","0.2628264604136348","0.2628264604136348","0.2628264604136348","0.2560571110807359","0.2560571110807359","0.2560571110807359","0.30205220845527947","0.30205220845527947","0.30205220845527947","0.09158927365206182","0.09158927365206182","0.09158927365206182","0.2179724893067032","0.2179724893067032","0.2179724893067032","0.23635126277804375","0.23635126277804375","0.23635126277804375"
"57","0.2625755211338401","0.2625755211338401","0.2625755211338401","0.25602666521444917","0.25602666521444917","0.25602666521444917","0.3018588055856526","0.3018588055856526","0.3018588055856526","0.09157067886553705","0.09157067886553705","0.09157067886553705","0.21810347051359713","0.21810347051359713","0.21810347051359713","0.23623631242662668","0.23623631242662668","0.23623631242662668"
"58","0.26226183446124196","0.26226183446124196","0.26226183446124196","0.2560112504288554","0.2560112504288554","0.2560112504288554","0.3016644804738462","0.3016644804738462","0.3016644804738462","0.09156059799715877","0.09156059799715877","0.09156059799715877","0.2182704375591129","0.2182704375591129","0.2182704375591129","0.2361161708831787","0.2361161708831787","0.2361161708831787"
"59","0.2619364969432354","0.2619364969432354","0.2619364969432354","0.2560582607984543","0.2560582607984543","0.2560582607984543","0.30146954231895506","0.30146954231895506","0.30146954231895506","0.09155375580303371","0.09155375580303371","0.09155375580303371","0.21838056715205312","0.21838056715205312","0.21838056715205312","0.23600876796990633","0.23600876796990633","0.23600876796990633"
"60","0.2615437051281333","0.2615437051281333","0.2615437051281333","0.2561342157423496","0.2561342157423496","0.2561342157423496","0.3012634264305234","0.3012634264305234","0.3012634264305234","0.09154734201729298","0.09154734201729298","0.09154734201729298","0.21850469731725752","0.21850469731725752","0.21850469731725752","0.23592345509678125","0.23592345509678125","0.23592345509678125"
"61","0.2611173130571842","0.2611173130571842","0.2611173130571842","0.2561462176963687","0.2561462176963687","0.2561462176963687","0.30112161161378026","0.30112161161378026","0.30112161161378026","0.09153907839208841","0.09153907839208841","0.09153907839208841","0.21863470342941582","0.21863470342941582","0.21863470342941582","0.2358590681105852","0.2358590681105852","0.2358590681105852"
"62","0.26082244236022234","0.26082244236022234","0.26082244236022234","0.2561038159765303","0.2561038159765303","0.2561038159765303","0.3009276995435357","0.3009276995435357","0.3009276995435357","0.09152891440317035","0.09152891440317035","0.09152891440317035","0.21876714727841318","0.21876714727841318","0.21876714727841318","0.235725874081254","0.235725874081254","0.235725874081254"
"63","0.26056711887940764","0.26056711887940764","0.26056711887940764","0.25614064116962254","0.25614064116962254","0.25614064116962254","0.300771486479789","0.300771486479789","0.300771486479789","0.0915207106154412","0.0915207106154412","0.0915207106154412","0.21893035201355815","0.21893035201355815","0.21893035201355815","0.2356273764744401","0.2356273764744401","0.2356273764744401"
"64","0.26020917715504766","0.26020917715504766","0.26020917715504766","0.2561258664354682","0.2561258664354682","0.2561258664354682","0.3005435364320874","0.3005435364320874","0.3005435364320874","0.09150612354278564","0.09150612354278564","0.09150612354278564","0.21909538051113486","0.21909538051113486","0.21909538051113486","0.2355318507179618","0.2355318507179618","0.2355318507179618"
"65","0.2598823793232441","0.2598823793232441","0.2598823793232441","0.25609189085662365","0.25609189085662365","0.25609189085662365","0.3004054524935782","0.3004054524935782","0.3004054524935782","0.09149702149443328","0.09149702149443328","0.09149702149443328","0.21931985951960087","0.21931985951960087","0.21931985951960087","0.235477932728827","0.235477932728827","0.235477932728827"
"66","0.2595428582280874","0.2595428582280874","0.2595428582280874","0.25611886754631996","0.25611886754631996","0.25611886754631996","0.30010270955972373","0.30010270955972373","0.30010270955972373","0.09148692572489381","0.09148692572489381","0.09148692572489381","0.21953740692697465","0.21953740692697465","0.21953740692697465","0.23539097793400288","0.23539097793400288","0.23539097793400288"
"67","0.2591408030129969","0.2591408030129969","0.2591408030129969","0.2561548815574497","0.2561548815574497","0.2561548815574497","0.30004672263748944","0.30004672263748944","0.30004672263748944","0.09146885783411562","0.09146885783411562","0.09146885783411562","0.21969572617672384","0.21969572617672384","0.21969572617672384","0.23530905786901712","0.23530905786901712","0.23530905786901712"
"68","0.25867663510143757","0.25867663510143757","0.25867663510143757","0.2561443541198969","0.2561443541198969","0.2561443541198969","0.29985107760876417","0.29985107760876417","0.29985107760876417","0.09145816508680582","0.09145816508680582","0.09145816508680582","0.21986064221709967","0.21986064221709967","0.21986064221709967","0.2351937647908926","0.2351937647908926","0.2351937647908926"
"69","0.2583142011426389","0.2583142011426389","0.2583142011426389","0.2561776542570442","0.2561776542570442","0.2561776542570442","0.29971223580650985","0.29971223580650985","0.29971223580650985","0.09144824906252325","0.09144824906252325","0.09144824906252325","0.22007882432080805","0.22007882432080805","0.22007882432080805","0.23502996936440468","0.23502996936440468","0.23502996936440468"
"70","0.25787657126784325","0.25787657126784325","0.25787657126784325","0.2562250103801489","0.2562250103801489","0.2562250103801489","0.2995899119414389","0.2995899119414389","0.2995899119414389","0.09143179515376687","0.09143179515376687","0.09143179515376687","0.22031060932204127","0.22031060932204127","0.22031060932204127","0.23499243333935738","0.23499243333935738","0.23499243333935738"
"71","0.2574511067941785","0.2574511067941785","0.2574511067941785","0.25623873458243906","0.25623873458243906","0.25623873458243906","0.2994624748826027","0.2994624748826027","0.2994624748826027","0.09142808243632317","0.09142808243632317","0.09142808243632317","0.22056350158527493","0.22056350158527493","0.22056350158527493","0.23491769656538963","0.23491769656538963","0.23491769656538963"
"72","0.2571265660226345","0.2571265660226345","0.2571265660226345","0.256326723145321","0.256326723145321","0.256326723145321","0.29942313698120415","0.29942313698120415","0.29942313698120415","0.09141987981274724","0.09141987981274724","0.09141987981274724","0.22083039861172438","0.22083039861172438","0.22083039861172438","0.23484285082668066","0.23484285082668066","0.23484285082668066"
"73","0.2567022764123976","0.2567022764123976","0.2567022764123976","0.2563157435506582","0.2563157435506582","0.2563157435506582","0.2993012721417472","0.2993012721417472","0.2993012721417472","0.09141133865341544","0.09141133865341544","0.09141133865341544","0.2210963403340429","0.2210963403340429","0.2210963403340429","0.2347184382379055","0.2347184382379055","0.2347184382379055"
"74","0.25628845300525427","0.25628845300525427","0.25628845300525427","0.25636388501152396","0.25636388501152396","0.25636388501152396","0.2992545124143362","0.2992545124143362","0.2992545124143362","0.09140713256783783","0.09140713256783783","0.09140713256783783","0.22138766245916486","0.22138766245916486","0.22138766245916486","0.23464998323470354","0.23464998323470354","0.23464998323470354"
"75","0.2559056128375232","0.2559056128375232","0.2559056128375232","0.25648890621960163","0.25648890621960163","0.25648890621960163","0.29934867506381124","0.29934867506381124","0.29934867506381124","0.09139568218961358","0.09139568218961358","0.09139568218961358","0.22165927034802735","0.22165927034802735","0.22165927034802735","0.234601610340178","0.234601610340178","0.234601610340178"
"76","0.2554236212745309","0.2554236212745309","0.2554236212745309","0.2565066902898252","0.2565066902898252","0.2565066902898252","0.29922607261687517","0.29922607261687517","0.29922607261687517","0.09139013383537531","0.09139013383537531","0.09139013383537531","0.22193963429890573","0.22193963429890573","0.22193963429890573","0.23453589901328087","0.23453589901328087","0.23453589901328087"
"77","0.255096469540149","0.255096469540149","0.255096469540149","0.2565715836826712","0.2565715836826712","0.2565715836826712","0.2991765870247036","0.2991765870247036","0.2991765870247036","0.09137616795487702","0.09137616795487702","0.09137616795487702","0.2222339571453631","0.2222339571453631","0.2222339571453631","0.23445150814950466","0.23445150814950466","0.23445150814950466"
"78","0.2546829958446324","0.2546829958446324","0.2546829958446324","0.2566294181160629","0.2566294181160629","0.2566294181160629","0.29916759906336665","0.29916759906336665","0.29916759906336665","0.09136282186955214","0.09136282186955214","0.09136282186955214","0.22251478116959333","0.22251478116959333","0.22251478116959333","0.23441059328615665","0.23441059328615665","0.23441059328615665"
"79","0.2544028959237039","0.2544028959237039","0.2544028959237039","0.25673103029839694","0.25673103029839694","0.25673103029839694","0.29932135343551636","0.29932135343551636","0.29932135343551636","0.09134790510870516","0.09134790510870516","0.09134790510870516","0.22285649925470352","0.22285649925470352","0.22285649925470352","0.23436044249683619","0.23436044249683619","0.23436044249683619"
