"Step","stairs_pose_net_g - epoch/test_translation_loss","stairs_pose_net_g - epoch/test_translation_loss__MIN","stairs_pose_net_g - epoch/test_translation_loss__MAX","pumpkin_pose_net_g - epoch/test_translation_loss","pumpkin_pose_net_g - epoch/test_translation_loss__MIN","pumpkin_pose_net_g - epoch/test_translation_loss__MAX","office_pose_net_g - epoch/test_translation_loss","office_pose_net_g - epoch/test_translation_loss__MIN","office_pose_net_g - epoch/test_translation_loss__MAX","heads_pose_net_g - epoch/test_translation_loss","heads_pose_net_g - epoch/test_translation_loss__MIN","heads_pose_net_g - epoch/test_translation_loss__MAX","fire_pose_net_g - epoch/test_translation_loss","fire_pose_net_g - epoch/test_translation_loss__MIN","fire_pose_net_g - epoch/test_translation_loss__MAX","chess_pose_net_g - epoch/test_translation_loss","chess_pose_net_g - epoch/test_translation_loss__MIN","chess_pose_net_g - epoch/test_translation_loss__MAX"
"80","0.2539742258377373","0.2539742258377373","0.2539742258377373","0.2568984408862889","0.2568984408862889","0.2568984408862889","0.29947644122876227","0.29947644122876227","0.29947644122876227","0.0913312656339258","0.0913312656339258","0.0913312656339258","0.22323864558711648","0.22323864558711648","0.22323864558711648","0.2343102665618062","0.2343102665618062","0.2343102665618062"
"81","0.2540443567559123","0.2540443567559123","0.2540443567559123","0.2569537491071969","0.2569537491071969","0.2569537491071969","0.29953175014816225","0.29953175014816225","0.29953175014816225","0.09133360488340259","0.09133360488340259","0.09133360488340259","0.2233173493295908","0.2233173493295908","0.2233173493295908","0.23431880585849285","0.23431880585849285","0.23431880585849285"
"82","0.2540419804863632","0.2540419804863632","0.2540419804863632","0.2569710600655526","0.2569710600655526","0.2569710600655526","0.2995750140398741","0.2995750140398741","0.2995750140398741","0.09133198345080018","0.09133198345080018","0.09133198345080018","0.22336592944338918","0.22336592944338918","0.22336592944338918","0.23432231415063143","0.23432231415063143","0.23432231415063143"
"83","0.2540005436167121","0.2540005436167121","0.2540005436167121","0.2570017478428781","0.2570017478428781","0.2570017478428781","0.2996240551583469","0.2996240551583469","0.2996240551583469","0.09133095107972622","0.09133095107972622","0.09133095107972622","0.22339609544724226","0.22339609544724226","0.22339609544724226","0.23432131297886372","0.23432131297886372","0.23432131297886372"
"84","0.25396159337833524","0.25396159337833524","0.25396159337833524","0.25702420552261174","0.25702420552261174","0.25702420552261174","0.2996570799732581","0.2996570799732581","0.2996570799732581","0.09133176458999515","0.09133176458999515","0.09133176458999515","0.2234321825671941","0.2234321825671941","0.2234321825671941","0.2343220505863428","0.2343220505863428","0.2343220505863428"
"85","0.25393072282895446","0.25393072282895446","0.25393072282895446","0.2570518662687391","0.2570518662687391","0.2570518662687391","0.29968595737591386","0.29968595737591386","0.29968595737591386","0.09132885094732046","0.09132885094732046","0.09132885094732046","0.22345309844240546","0.22345309844240546","0.22345309844240546","0.23432732466608286","0.23432732466608286","0.23432732466608286"
"86","0.2539042979478836","0.2539042979478836","0.2539042979478836","0.25707372883334756","0.25707372883334756","0.25707372883334756","0.2997444422217086","0.2997444422217086","0.2997444422217086","0.09133013035170734","0.09133013035170734","0.09133013035170734","0.2234923590440303","0.2234923590440303","0.2234923590440303","0.2343257823958993","0.2343257823958993","0.2343257823958993"
"87","0.2538745831698179","0.2538745831698179","0.2538745831698179","0.25709809781983495","0.25709809781983495","0.25709809781983495","0.2997753362869844","0.2997753362869844","0.2997753362869844","0.09132923395372927","0.09132923395372927","0.09132923395372927","0.22352973837405443","0.22352973837405443","0.22352973837405443","0.2343171425163746","0.2343171425163746","0.2343171425163746"
"88","0.2538499142974615","0.2538499142974615","0.2538499142974615","0.2571321609430015","0.2571321609430015","0.2571321609430015","0.29982370394282043","0.29982370394282043","0.29982370394282043","0.09132779948413372","0.09132779948413372","0.09132779948413372","0.2235668443609029","0.2235668443609029","0.2235668443609029","0.23432017024606466","0.23432017024606466","0.23432017024606466"
"89","0.2538204244337976","0.2538204244337976","0.2538204244337976","0.2571490718983114","0.2571490718983114","0.2571490718983114","0.299855099292472","0.299855099292472","0.299855099292472","0.09132622368633747","0.09132622368633747","0.09132622368633747","0.22360519296489656","0.22360519296489656","0.22360519296489656","0.23432332463562489","0.23432332463562489","0.23432332463562489"
"90","0.2537953066639602","0.2537953066639602","0.2537953066639602","0.25718457670882344","0.25718457670882344","0.25718457670882344","0.29992786154616624","0.29992786154616624","0.29992786154616624","0.09132480854168534","0.09132480854168534","0.09132480854168534","0.2236346008721739","0.2236346008721739","0.2236346008721739","0.23432172648608685","0.23432172648608685","0.23432172648608685"
"91","0.2537518818862736","0.2537518818862736","0.2537518818862736","0.25719779543578625","0.25719779543578625","0.25719779543578625","0.2999690941069275","0.2999690941069275","0.2999690941069275","0.09132327837869525","0.09132327837869525","0.09132327837869525","0.2236706605181098","0.2236706605181098","0.2236706605181098","0.2343213576823473","0.2343213576823473","0.2343213576823473"
"92","0.2537169842980802","0.2537169842980802","0.2537169842980802","0.2572204601019621","0.2572204601019621","0.2572204601019621","0.2999809202738106","0.2999809202738106","0.2999809202738106","0.09132251376286149","0.09132251376286149","0.09132251376286149","0.22370275971479714","0.22370275971479714","0.22370275971479714","0.23431510757654905","0.23431510757654905","0.23431510757654905"
"93","0.253678273409605","0.253678273409605","0.253678273409605","0.25724158622324467","0.25724158622324467","0.25724158622324467","0.30003908602520823","0.30003908602520823","0.30003908602520823","0.09132034471258521","0.09132034471258521","0.09132034471258521","0.22374038957059383","0.22374038957059383","0.22374038957059383","0.23430243879556656","0.23430243879556656","0.23430243879556656"
"94","0.2536419006064534","0.2536419006064534","0.2536419006064534","0.2572590848430991","0.2572590848430991","0.2572590848430991","0.3000984461978078","0.3000984461978078","0.3000984461978078","0.09131885645911098","0.09131885645911098","0.09131885645911098","0.22377723711542785","0.22377723711542785","0.22377723711542785","0.23430343437939882","0.23430343437939882","0.23430343437939882"
"95","0.2536097262054682","0.2536097262054682","0.2536097262054682","0.257272828835994","0.257272828835994","0.257272828835994","0.30013793346006423","0.30013793346006423","0.30013793346006423","0.09131677472032607","0.09131677472032607","0.09131677472032607","0.22381974407471716","0.22381974407471716","0.22381974407471716","0.23430624976754189","0.23430624976754189","0.23430624976754189"
"96","0.25356422225013375","0.25356422225013375","0.25356422225013375","0.25730811594985425","0.25730811594985425","0.25730811594985425","0.30016331805381924","0.30016331805381924","0.30016331805381924","0.09131936030462384","0.09131936030462384","0.09131936030462384","0.22385656321421266","0.22385656321421266","0.22385656321421266","0.23430372215807438","0.23430372215807438","0.23430372215807438"
"97","0.2535357717424631","0.2535357717424631","0.2535357717424631","0.2573318835347891","0.2573318835347891","0.2573318835347891","0.30021820846013725","0.30021820846013725","0.30021820846013725","0.09131730790250003","0.09131730790250003","0.09131730790250003","0.2238924929406494","0.2238924929406494","0.2238924929406494","0.23430290445685387","0.23430290445685387","0.23430290445685387"
"98","0.25349739799275994","0.25349739799275994","0.25349739799275994","0.25734571646898985","0.25734571646898985","0.25734571646898985","0.3002764731645584","0.3002764731645584","0.3002764731645584","0.09131767344661057","0.09131767344661057","0.09131767344661057","0.22393362480215728","0.22393362480215728","0.22393362480215728","0.23430402018129826","0.23430402018129826","0.23430402018129826"
"99","0.2534609283320606","0.2534609283320606","0.2534609283320606","0.25736407097429037","0.25736407097429037","0.25736407097429037","0.3003165691625327","0.3003165691625327","0.3003165691625327","0.0913174303714186","0.0913174303714186","0.0913174303714186","0.22396670817397535","0.22396670817397535","0.22396670817397535","0.23430030141025782","0.23430030141025782","0.23430030141025782"
"100","0.25343283265829086","0.25343283265829086","0.25343283265829086","0.25738412654027343","0.25738412654027343","0.25738412654027343","0.30037504981737584","0.30037504981737584","0.30037504981737584","0.09131678962148726","0.09131678962148726","0.09131678962148726","0.22400480112992227","0.22400480112992227","0.22400480112992227","0.23430846445262432","0.23430846445262432","0.23430846445262432"
