"Step","stairs_pose_net_effb1 - epoch/test_translation_loss","stairs_pose_net_effb1 - epoch/test_translation_loss__MIN","stairs_pose_net_effb1 - epoch/test_translation_loss__MAX","pumpkin_pose_net_effb1 - epoch/test_translation_loss","pumpkin_pose_net_effb1 - epoch/test_translation_loss__MIN","pumpkin_pose_net_effb1 - epoch/test_translation_loss__MAX","office_pose_net_effb1 - epoch/test_translation_loss","office_pose_net_effb1 - epoch/test_translation_loss__MIN","office_pose_net_effb1 - epoch/test_translation_loss__MAX","heads_pose_net_effb1 - epoch/test_translation_loss","heads_pose_net_effb1 - epoch/test_translation_loss__MIN","heads_pose_net_effb1 - epoch/test_translation_loss__MAX","fire_pose_net_effb1 - epoch/test_translation_loss","fire_pose_net_effb1 - epoch/test_translation_loss__MIN","fire_pose_net_effb1 - epoch/test_translation_loss__MAX","chess_pose_net_effb1 - epoch/test_translation_loss","chess_pose_net_effb1 - epoch/test_translation_loss__MIN","chess_pose_net_effb1 - epoch/test_translation_loss__MAX"
"11","0.6576004214584827","0.6576004214584827","0.6576004214584827","0.47472705971449614","0.47472705971449614","0.47472705971449614","0.5552589152939618","0.5552589152939618","0.5552589152939618","0.09713703580200672","0.09713703580200672","0.09713703580200672","0.458517630584538","0.458517630584538","0.458517630584538","0.3994076126255095","0.3994076126255095","0.3994076126255095"
"12","0.6476254984736443","0.6476254984736443","0.6476254984736443","0.4660405572503805","0.4660405572503805","0.4660405572503805","0.5417395341210067","0.5417395341210067","0.5417395341210067","0.09704272728413343","0.09704272728413343","0.09704272728413343","0.4528725673444569","0.4528725673444569","0.4528725673444569","0.39038012083619833","0.39038012083619833","0.39038012083619833"
"13","0.6379092261195183","0.6379092261195183","0.6379092261195183","0.45724513940513134","0.45724513940513134","0.45724513940513134","0.5290256515145302","0.5290256515145302","0.5290256515145302","0.09671938652172685","0.09671938652172685","0.09671938652172685","0.4464745461009443","0.4464745461009443","0.4464745461009443","0.38425139198079705","0.38425139198079705","0.38425139198079705"
"14","0.6283062398433685","0.6283062398433685","0.6283062398433685","0.45004292484372854","0.45004292484372854","0.45004292484372854","0.5151486927643418","0.5151486927643418","0.5151486927643418","0.0967676225118339","0.0967676225118339","0.0967676225118339","0.44169796723872423","0.44169796723872423","0.44169796723872423","0.37698570964857936","0.37698570964857936","0.37698570964857936"
"15","0.6205281838774681","0.6205281838774681","0.6205281838774681","0.44328694231808186","0.44328694231808186","0.44328694231808186","0.5010722666047513","0.5010722666047513","0.5010722666047513","0.0966956578195095","0.0966956578195095","0.0966956578195095","0.4364553256891668","0.4364553256891668","0.4364553256891668","0.3714855005964637","0.3714855005964637","0.3714855005964637"
"16","0.6123472452163696","0.6123472452163696","0.6123472452163696","0.4359963769093156","0.4359963769093156","0.4359963769093156","0.49229198205284774","0.49229198205284774","0.49229198205284774","0.09646488539874554","0.09646488539874554","0.09646488539874554","0.4316147603094578","0.4316147603094578","0.4316147603094578","0.36488055950030684","0.36488055950030684","0.36488055950030684"
"17","0.6042852625250816","0.6042852625250816","0.6042852625250816","0.430887371301651","0.430887371301651","0.430887371301651","0.4826131076551974","0.4826131076551974","0.4826131076551974","0.09626663965173066","0.09626663965173066","0.09626663965173066","0.4268120229244232","0.4268120229244232","0.4268120229244232","0.36046164901927114","0.36046164901927114","0.36046164901927114"
"18","0.5977423898875713","0.5977423898875713","0.5977423898875713","0.4251232696697116","0.4251232696697116","0.4251232696697116","0.47236988600343466","0.47236988600343466","0.47236988600343466","0.09616525564342737","0.09616525564342737","0.09616525564342737","0.4222983065992594","0.4222983065992594","0.4222983065992594","0.3560264091938734","0.3560264091938734","0.3560264091938734"
"19","0.5889460947364569","0.5889460947364569","0.5889460947364569","0.42062561213970184","0.42062561213970184","0.42062561213970184","0.46774003002792597","0.46774003002792597","0.46774003002792597","0.09619592083618045","0.09619592083618045","0.09619592083618045","0.41724428394809365","0.41724428394809365","0.41724428394809365","0.35091657564044","0.35091657564044","0.35091657564044"
"20","0.5822658464312553","0.5822658464312553","0.5822658464312553","0.4145570583641529","0.4145570583641529","0.4145570583641529","0.455969400703907","0.455969400703907","0.455969400703907","0.09607088286429644","0.09607088286429644","0.09607088286429644","0.4140099957585335","0.4140099957585335","0.4140099957585335","0.3465483756735921","0.3465483756735921","0.3465483756735921"
"21","0.5761552099138498","0.5761552099138498","0.5761552099138498","0.41111875139176846","0.41111875139176846","0.41111875139176846","0.45467493310570717","0.45467493310570717","0.45467493310570717","0.0959047875367105","0.0959047875367105","0.0959047875367105","0.4101938745006919","0.4101938745006919","0.4101938745006919","0.3442688719369471","0.3442688719369471","0.3442688719369471"
"22","0.5688262432813644","0.5688262432813644","0.5688262432813644","0.40695513132959604","0.40695513132959604","0.40695513132959604","0.45024486095644534","0.45024486095644534","0.45024486095644534","0.09585242671892047","0.09585242671892047","0.09585242671892047","0.40650257328525186","0.40650257328525186","0.40650257328525186","0.3399817175231874","0.3399817175231874","0.3399817175231874"
"23","0.5625288896262646","0.5625288896262646","0.5625288896262646","0.40271188970655203","0.40271188970655203","0.40271188970655203","0.4449723311699927","0.4449723311699927","0.4449723311699927","0.09570808336138725","0.09570808336138725","0.09570808336138725","0.4030514331534505","0.4030514331534505","0.4030514331534505","0.33738174475729465","0.33738174475729465","0.33738174475729465"
"24","0.5562351755797863","0.5562351755797863","0.5562351755797863","0.3994769314303994","0.3994769314303994","0.3994769314303994","0.441189979435876","0.441189979435876","0.441189979435876","0.09550507739186287","0.09550507739186287","0.09550507739186287","0.4001044637989253","0.4001044637989253","0.4001044637989253","0.33473294228315353","0.33473294228315353","0.33473294228315353"
"25","0.5504514425992966","0.5504514425992966","0.5504514425992966","0.3955345153808594","0.3955345153808594","0.3955345153808594","0.44393760128878057","0.44393760128878057","0.44393760128878057","0.09540093084797263","0.09540093084797263","0.09540093084797263","0.3969278233125806","0.3969278233125806","0.3969278233125806","0.33266332605853677","0.33266332605853677","0.33266332605853677"
"26","0.5440717525780201","0.5440717525780201","0.5440717525780201","0.39297911059111357","0.39297911059111357","0.39297911059111357","0.4398885879199952","0.4398885879199952","0.4398885879199952","0.09528125426732004","0.09528125426732004","0.09528125426732004","0.39410879742354155","0.39410879742354155","0.39410879742354155","0.3299334878101945","0.3299334878101945","0.3299334878101945"
"27","0.5380187891423702","0.5380187891423702","0.5380187891423702","0.3911359333433211","0.3911359333433211","0.3911359333433211","0.43493376253172755","0.43493376253172755","0.43493376253172755","0.09521032869815826","0.09521032869815826","0.09521032869815826","0.39145325450226665","0.39145325450226665","0.39145325450226665","0.3273476171307266","0.3273476171307266","0.3273476171307266"
"28","0.533813027665019","0.533813027665019","0.533813027665019","0.3866782858967781","0.3866782858967781","0.3866782858967781","0.4368853389751166","0.4368853389751166","0.4368853389751166","0.09495389624498785","0.09495389624498785","0.09495389624498785","0.3893883868586272","0.3893883868586272","0.3893883868586272","0.32615456031635404","0.32615456031635404","0.32615456031635404"
"29","0.5283007174730301","0.5283007174730301","0.5283007174730301","0.38406599313020706","0.38406599313020706","0.38406599313020706","0.43868050584569573","0.43868050584569573","0.43868050584569573","0.09492123662494123","0.09492123662494123","0.09492123662494123","0.38701715297065675","0.38701715297065675","0.38701715297065675","0.3236690699122846","0.3236690699122846","0.3236690699122846"
"30","0.5238455291837454","0.5238455291837454","0.5238455291837454","0.38121610414236784","0.38121610414236784","0.38121610414236784","0.4341733669862151","0.4341733669862151","0.4341733669862151","0.0948573814239353","0.0948573814239353","0.0948573814239353","0.38444316992536187","0.38444316992536187","0.38444316992536187","0.32273027300834656","0.32273027300834656","0.32273027300834656"
"31","0.5178662072867155","0.5178662072867155","0.5178662072867155","0.3796028792858124","0.3796028792858124","0.3796028792858124","0.4358825550880283","0.4358825550880283","0.4358825550880283","0.0946767134591937","0.0946767134591937","0.0946767134591937","0.3824532669968903","0.3824532669968903","0.3824532669968903","0.3211360494606197","0.3211360494606197","0.3211360494606197"
"32","0.513056319206953","0.513056319206953","0.513056319206953","0.3782956013455987","0.3782956013455987","0.3782956013455987","0.4372790576890111","0.4372790576890111","0.4372790576890111","0.09461219352670014","0.09461219352670014","0.09461219352670014","0.38001126050949097","0.38001126050949097","0.38001126050949097","0.319933180231601","0.319933180231601","0.319933180231601"
"33","0.5091601423919201","0.5091601423919201","0.5091601423919201","0.3765971614047885","0.3765971614047885","0.3765971614047885","0.4400492215063423","0.4400492215063423","0.4400492215063423","0.09460936160758138","0.09460936160758138","0.09460936160758138","0.378318261122331","0.378318261122331","0.378318261122331","0.31842985609546304","0.31842985609546304","0.31842985609546304"
"34","0.5045287571847439","0.5045287571847439","0.5045287571847439","0.3741019112057984","0.3741019112057984","0.3741019112057984","0.4422950765583664","0.4422950765583664","0.4422950765583664","0.09457620838657022","0.09457620838657022","0.09457620838657022","0.3761895694769919","0.3761895694769919","0.3761895694769919","0.31610112451016903","0.31610112451016903","0.31610112451016903"
"35","0.5008840505033731","0.5008840505033731","0.5008840505033731","0.37303323950618505","0.37303323950618505","0.37303323950618505","0.4438533678185195","0.4438533678185195","0.4438533678185195","0.09445107029750943","0.09445107029750943","0.09445107029750943","0.37492080219089985","0.37492080219089985","0.37492080219089985","0.3156271344050765","0.3156271344050765","0.3156271344050765"
"36","0.49614102952182293","0.49614102952182293","0.49614102952182293","0.37196481274440885","0.37196481274440885","0.37196481274440885","0.4539210945367813","0.4539210945367813","0.4539210945367813","0.09432551800273359","0.09432551800273359","0.09432551800273359","0.37330537429079413","0.37330537429079413","0.37330537429079413","0.31536966748535633","0.31536966748535633","0.31536966748535633"
"37","0.4929435756057501","0.4929435756057501","0.4929435756057501","0.368679306935519","0.368679306935519","0.368679306935519","0.4445490662474185","0.4445490662474185","0.4445490662474185","0.0942966528236866","0.0942966528236866","0.0942966528236866","0.37074146675877273","0.37074146675877273","0.37074146675877273","0.31389803998172283","0.31389803998172283","0.31389803998172283"
"38","0.4904108364135027","0.4904108364135027","0.4904108364135027","0.36750900745391846","0.36750900745391846","0.36750900745391846","0.45525285066105425","0.45525285066105425","0.45525285066105425","0.09416742878966033","0.09416742878966033","0.09416742878966033","0.36927474453113973","0.36927474453113973","0.36927474453113973","0.31392906699329615","0.31392906699329615","0.31392906699329615"
"39","0.48522118479013443","0.48522118479013443","0.48522118479013443","0.3671798980794847","0.3671798980794847","0.3671798980794847","0.4670277030672878","0.4670277030672878","0.4670277030672878","0.09414009470492601","0.09414009470492601","0.09414009470492601","0.3685928978957236","0.3685928978957236","0.3685928978957236","0.3128857035189867","0.3128857035189867","0.3128857035189867"
"40","0.4816353190690279","0.4816353190690279","0.4816353190690279","0.3662398918531835","0.3662398918531835","0.3662398918531835","0.46648439206182957","0.46648439206182957","0.46648439206182957","0.09401030233129859","0.09401030233129859","0.09401030233129859","0.36772519815713167","0.36772519815713167","0.36772519815713167","0.31157613918185234","0.31157613918185234","0.31157613918185234"
"41","0.4773150887340307","0.4773150887340307","0.4773150887340307","0.3629017104394734","0.3629017104394734","0.3629017104394734","0.47596485703252256","0.47596485703252256","0.47596485703252256","0.09399685682728887","0.09399685682728887","0.09399685682728887","0.3662613888736814","0.3662613888736814","0.3662613888736814","0.3116513267159462","0.3116513267159462","0.3116513267159462"
"42","0.4740216135978699","0.4740216135978699","0.4740216135978699","0.36278399312868714","0.36278399312868714","0.36278399312868714","0.473796499427408","0.473796499427408","0.473796499427408","0.0938554578460753","0.0938554578460753","0.0938554578460753","0.3653685301542282","0.3653685301542282","0.3653685301542282","0.311527487821877","0.311527487821877","0.311527487821877"
"43","0.47210833989083767","0.47210833989083767","0.47210833989083767","0.3617904260754585","0.3617904260754585","0.3617904260754585","0.47974489303305745","0.47974489303305745","0.47974489303305745","0.0939039308577776","0.0939039308577776","0.0939039308577776","0.36405255645513535","0.36405255645513535","0.36405255645513535","0.3110983883962035","0.3110983883962035","0.3110983883962035"
"44","0.4675411842763424","0.4675411842763424","0.4675411842763424","0.36180008109658957","0.36180008109658957","0.36180008109658957","0.49121609260328114","0.49121609260328114","0.49121609260328114","0.09372116415761411","0.09372116415761411","0.09372116415761411","0.36290602572262287","0.36290602572262287","0.36290602572262287","0.31028344947844744","0.31028344947844744","0.31028344947844744"
"45","0.4655693657696247","0.4655693657696247","0.4655693657696247","0.361332843080163","0.361332843080163","0.361332843080163","0.49496928323060274","0.49496928323060274","0.49496928323060274","0.09366771229542792","0.09366771229542792","0.09366771229542792","0.3620246686041355","0.3620246686041355","0.3620246686041355","0.3098348379135132","0.3098348379135132","0.3098348379135132"
"46","0.4620016533881426","0.4620016533881426","0.4620016533881426","0.3599401181563735","0.3599401181563735","0.3599401181563735","0.5044219600968063","0.5044219600968063","0.5044219600968063","0.09357568249106407","0.09357568249106407","0.09357568249106407","0.3616519763600081","0.3616519763600081","0.3616519763600081","0.3089792737737298","0.3089792737737298","0.3089792737737298"
"47","0.45818614214658737","0.45818614214658737","0.45818614214658737","0.3590782145038247","0.3590782145038247","0.3590782145038247","0.4994644592516124","0.4994644592516124","0.4994644592516124","0.09352734964340925","0.09352734964340925","0.09352734964340925","0.36022963328287005","0.36022963328287005","0.36022963328287005","0.3079912895336747","0.3079912895336747","0.3079912895336747"
"48","0.45544980838894844","0.45544980838894844","0.45544980838894844","0.3586863474920392","0.3586863474920392","0.3586863474920392","0.5019889730028808","0.5019889730028808","0.5019889730028808","0.09341637580655515","0.09341637580655515","0.09341637580655515","0.3590823030099273","0.3590823030099273","0.3590823030099273","0.3087250515818596","0.3087250515818596","0.3087250515818596"
"49","0.4525369331240654","0.4525369331240654","0.4525369331240654","0.35783136636018753","0.35783136636018753","0.35783136636018753","0.511875709053129","0.511875709053129","0.511875709053129","0.09331352217122912","0.09331352217122912","0.09331352217122912","0.358496259432286","0.358496259432286","0.358496259432286","0.30793252494186163","0.30793252494186163","0.30793252494186163"
"50","0.45063971169292927","0.45063971169292927","0.45063971169292927","0.3557070689275861","0.3557070689275861","0.3557070689275861","0.5128246592357755","0.5128246592357755","0.5128246592357755","0.09321137331426144","0.09321137331426144","0.09321137331426144","0.35794780822470784","0.35794780822470784","0.35794780822470784","0.3088401108980179","0.3088401108980179","0.3088401108980179"
"51","0.44711044430732727","0.44711044430732727","0.44711044430732727","0.3573131216689944","0.3573131216689944","0.3573131216689944","0.512734065297991","0.512734065297991","0.512734065297991","0.0931336572393775","0.0931336572393775","0.0931336572393775","0.3575337678194046","0.3575337678194046","0.3575337678194046","0.3078844081610441","0.3078844081610441","0.3078844081610441"
"52","0.44591201562434435","0.44591201562434435","0.44591201562434435","0.35489706974476576","0.35489706974476576","0.35489706974476576","0.5110179833136499","0.5110179833136499","0.5110179833136499","0.09321955218911171","0.09321955218911171","0.09321955218911171","0.3561021448113024","0.3561021448113024","0.3561021448113024","0.3076123893260956","0.3076123893260956","0.3076123893260956"
"53","0.44255412090569735","0.44255412090569735","0.44255412090569735","0.3557534571737051","0.3557534571737051","0.3557534571737051","0.5078388089314103","0.5078388089314103","0.5078388089314103","0.09319336758926511","0.09319336758926511","0.09319336758926511","0.3565253554843366","0.3565253554843366","0.3565253554843366","0.307676974684","0.307676974684","0.307676974684"
"54","0.43900127708911896","0.43900127708911896","0.43900127708911896","0.354195399209857","0.354195399209857","0.354195399209857","0.5031459843739867","0.5031459843739867","0.5031459843739867","0.09309062780812383","0.09309062780812383","0.09309062780812383","0.3562531527131796","0.3562531527131796","0.3562531527131796","0.3078798158094287","0.3078798158094287","0.3078798158094287"
"55","0.4367164755240083","0.4367164755240083","0.4367164755240083","0.3536600926890969","0.3536600926890969","0.3536600926890969","0.5024671335704625","0.5024671335704625","0.5024671335704625","0.0930759315378964","0.0930759315378964","0.0930759315378964","0.3551907450892031","0.3551907450892031","0.3551907450892031","0.3085668822750449","0.3085668822750449","0.3085668822750449"
"56","0.4351210445165634","0.4351210445165634","0.4351210445165634","0.35304832831025124","0.35304832831025124","0.35304832831025124","0.49836924485862255","0.49836924485862255","0.49836924485862255","0.09286616346798837","0.09286616346798837","0.09286616346798837","0.3547995029948652","0.3547995029948652","0.3547995029948652","0.3067989172413945","0.3067989172413945","0.3067989172413945"
"57","0.4333022618666291","0.4333022618666291","0.4333022618666291","0.35305192694067955","0.35305192694067955","0.35305192694067955","0.4947988633066416","0.4947988633066416","0.4947988633066416","0.09290151856839657","0.09290151856839657","0.09290151856839657","0.3553492175415158","0.3553492175415158","0.3553492175415158","0.3073278088122606","0.3073278088122606","0.3073278088122606"
"58","0.43074250500649214","0.43074250500649214","0.43074250500649214","0.35132203716784716","0.35132203716784716","0.35132203716784716","0.49669745611026883","0.49669745611026883","0.49669745611026883","0.0928210006095469","0.0928210006095469","0.0928210006095469","0.35497027775272727","0.35497027775272727","0.35497027775272727","0.3081700438633561","0.3081700438633561","0.3081700438633561"
"59","0.4281794708222151","0.4281794708222151","0.4281794708222151","0.35164352506399155","0.35164352506399155","0.35164352506399155","0.48876950703561306","0.48876950703561306","0.48876950703561306","0.09282727749086916","0.09282727749086916","0.09282727749086916","0.3543685097247362","0.3543685097247362","0.3543685097247362","0.30743833631277084","0.30743833631277084","0.30743833631277084"
"60","0.4266983773559332","0.4266983773559332","0.4266983773559332","0.35206006607040763","0.35206006607040763","0.35206006607040763","0.4862099327147007","0.4862099327147007","0.4862099327147007","0.09280341421253979","0.09280341421253979","0.09280341421253979","0.3542434105183929","0.3542434105183929","0.3542434105183929","0.30704526510089636","0.30704526510089636","0.30704526510089636"
"61","0.4240360055118799","0.4240360055118799","0.4240360055118799","0.3522934978827834","0.3522934978827834","0.3522934978827834","0.48229573015123606","0.48229573015123606","0.48229573015123606","0.09278796170838177","0.09278796170838177","0.09278796170838177","0.35377330356277525","0.35377330356277525","0.35377330356277525","0.308001521974802","0.308001521974802","0.308001521974802"
"62","0.4223252609372139","0.4223252609372139","0.4223252609372139","0.3511421517468989","0.3511421517468989","0.3511421517468989","0.4757422674447298","0.4757422674447298","0.4757422674447298","0.09270020155236125","0.09270020155236125","0.09270020155236125","0.3533084229566157","0.3533084229566157","0.3533084229566157","0.3077638214454055","0.3077638214454055","0.3077638214454055"
"63","0.42041880264878273","0.42041880264878273","0.42041880264878273","0.35205981228500605","0.35205981228500605","0.35205981228500605","0.47406508726999164","0.47406508726999164","0.47406508726999164","0.09266886580735445","0.09266886580735445","0.09266886580735445","0.35295564006082714","0.35295564006082714","0.35295564006082714","0.30892185773700476","0.30892185773700476","0.30892185773700476"
"64","0.4193759635090828","0.4193759635090828","0.4193759635090828","0.35042195161804557","0.35042195161804557","0.35042195161804557","0.4712320598773658","0.4712320598773658","0.4712320598773658","0.09262024122290313","0.09262024122290313","0.09262024122290313","0.3524334798566997","0.3524334798566997","0.3524334798566997","0.30901260767132044","0.30901260767132044","0.30901260767132044"
"65","0.4169065458700061","0.4169065458700061","0.4169065458700061","0.34938146732747555","0.34938146732747555","0.34938146732747555","0.4698149641044438","0.4698149641044438","0.4698149641044438","0.0925785843282938","0.0925785843282938","0.0925785843282938","0.35245354333892465","0.35245354333892465","0.35245354333892465","0.3088584365323186","0.3088584365323186","0.3088584365323186"
"66","0.41364735551178455","0.41364735551178455","0.41364735551178455","0.35178677272051573","0.35178677272051573","0.35178677272051573","0.46640351600944996","0.46640351600944996","0.46640351600944996","0.09248238615691662","0.09248238615691662","0.09248238615691662","0.35245136357843876","0.35245136357843876","0.35245136357843876","0.3089159959927201","0.3089159959927201","0.3089159959927201"
"67","0.411771347746253","0.411771347746253","0.411771347746253","0.34901411877945065","0.34901411877945065","0.34901411877945065","0.46690918877720833","0.46690918877720833","0.46690918877720833","0.09237069333903491","0.09237069333903491","0.09237069333903491","0.3519228077493608","0.3519228077493608","0.3519228077493608","0.30779041163623333","0.30779041163623333","0.30779041163623333"
"68","0.4112639194354415","0.4112639194354415","0.4112639194354415","0.34985167533159256","0.34985167533159256","0.34985167533159256","0.46347814821638167","0.46347814821638167","0.46347814821638167","0.09240652434527874","0.09240652434527874","0.09240652434527874","0.35126975271850824","0.35126975271850824","0.35126975271850824","0.30844168085604906","0.30844168085604906","0.30844168085604906"
"69","0.4090882930904627","0.4090882930904627","0.4090882930904627","0.34973871894180775","0.34973871894180775","0.34973871894180775","0.45857688318938017","0.45857688318938017","0.45857688318938017","0.09236058732494712","0.09236058732494712","0.09236058732494712","0.35107735777273774","0.35107735777273774","0.35107735777273774","0.30933269765228033","0.30933269765228033","0.30933269765228033"
"70","0.4080698536708951","0.4080698536708951","0.4080698536708951","0.3511024918407202","0.3511024918407202","0.3511024918407202","0.4571684051770717","0.4571684051770717","0.4571684051770717","0.09238961944356561","0.09238961944356561","0.09238961944356561","0.35057898866944015","0.35057898866944015","0.35057898866944015","0.3089999994263053","0.3089999994263053","0.3089999994263053"
"71","0.4068322079256177","0.4068322079256177","0.4068322079256177","0.34923900151625276","0.34923900151625276","0.34923900151625276","0.45328603172674775","0.45328603172674775","0.45328603172674775","0.0924014956690371","0.0924014956690371","0.0924014956690371","0.35082162730395794","0.35082162730395794","0.35082162730395794","0.3089401200413704","0.3089401200413704","0.3089401200413704"
"72","0.4069574326276779","0.4069574326276779","0.4069574326276779","0.35062336176633835","0.35062336176633835","0.35062336176633835","0.45376769662834704","0.45376769662834704","0.45376769662834704","0.09219972300343215","0.09219972300343215","0.09219972300343215","0.35057839076034725","0.35057839076034725","0.35057839076034725","0.31000572443008423","0.31000572443008423","0.31000572443008423"
"73","0.4038909859955311","0.4038909859955311","0.4038909859955311","0.349759753793478","0.349759753793478","0.349759753793478","0.44880850333720446","0.44880850333720446","0.44880850333720446","0.09221440274268389","0.09221440274268389","0.09221440274268389","0.3494983157142997","0.3494983157142997","0.3494983157142997","0.309778013266623","0.309778013266623","0.309778013266623"
"74","0.40308802388608456","0.40308802388608456","0.40308802388608456","0.3504455713555217","0.3504455713555217","0.3504455713555217","0.4487066534347832","0.4487066534347832","0.4487066534347832","0.09211708419024944","0.09211708419024944","0.09211708419024944","0.349251473788172","0.349251473788172","0.349251473788172","0.3110922006890178","0.3110922006890178","0.3110922006890178"
"75","0.40048727486282587","0.40048727486282587","0.40048727486282587","0.34950465289875865","0.34950465289875865","0.34950465289875865","0.44607317284680903","0.44607317284680903","0.44607317284680903","0.09210933651775122","0.09210933651775122","0.09210933651775122","0.34830882935784757","0.34830882935784757","0.34830882935784757","0.31044921465218067","0.31044921465218067","0.31044921465218067"
"76","0.3984974129125476","0.3984974129125476","0.3984974129125476","0.351581322029233","0.351581322029233","0.351581322029233","0.444255162961781","0.444255162961781","0.444255162961781","0.09206841932609677","0.09206841932609677","0.09206841932609677","0.34763405565172434","0.34763405565172434","0.34763405565172434","0.3113906281068921","0.3113906281068921","0.3113906281068921"
"77","0.3984160264953971","0.3984160264953971","0.3984160264953971","0.34900857927277684","0.34900857927277684","0.34900857927277684","0.44195229513570666","0.44195229513570666","0.44195229513570666","0.09203109564259648","0.09203109564259648","0.09203109564259648","0.34713737899437547","0.34713737899437547","0.34713737899437547","0.3114109393209219","0.3114109393209219","0.3114109393209219"
"78","0.39664645958691835","0.39664645958691835","0.39664645958691835","0.34877101704478264","0.34877101704478264","0.34877101704478264","0.44049982260912657","0.44049982260912657","0.44049982260912657","0.09186413395218551","0.09186413395218551","0.09186413395218551","0.3461408531293273","0.3461408531293273","0.3461408531293273","0.31218672450631857","0.31218672450631857","0.31218672450631857"
