"Step","stairs_pose_net_effb1 - epoch/test_rotation_loss","stairs_pose_net_effb1 - epoch/test_rotation_loss__MIN","stairs_pose_net_effb1 - epoch/test_rotation_loss__MAX","pumpkin_pose_net_effb1 - epoch/test_rotation_loss","pumpkin_pose_net_effb1 - epoch/test_rotation_loss__MIN","pumpkin_pose_net_effb1 - epoch/test_rotation_loss__MAX","office_pose_net_effb1 - epoch/test_rotation_loss","office_pose_net_effb1 - epoch/test_rotation_loss__MIN","office_pose_net_effb1 - epoch/test_rotation_loss__MAX","heads_pose_net_effb1 - epoch/test_rotation_loss","heads_pose_net_effb1 - epoch/test_rotation_loss__MIN","heads_pose_net_effb1 - epoch/test_rotation_loss__MAX","fire_pose_net_effb1 - epoch/test_rotation_loss","fire_pose_net_effb1 - epoch/test_rotation_loss__MIN","fire_pose_net_effb1 - epoch/test_rotation_loss__MAX","chess_pose_net_effb1 - epoch/test_rotation_loss","chess_pose_net_effb1 - epoch/test_rotation_loss__MIN","chess_pose_net_effb1 - epoch/test_rotation_loss__MAX"
"1","0.020875053945928812","0.020875053945928812","0.020875053945928812","0.02855231933062896","0.02855231933062896","0.02855231933062896","0.05729756155051291","0.05729756155051291","0.05729756155051291","0.01733973855152726","0.01733973855152726","0.01733973855152726","0.049636748037301004","0.049636748037301004","0.049636748037301004","0.019328695256263018","0.019328695256263018","0.019328695256263018"
"2","0.0144122110796161","0.0144122110796161","0.0144122110796161","0.02570391153858509","0.02570391153858509","0.02570391153858509","0.05706264165928587","0.05706264165928587","0.05706264165928587","0.016422294545918703","0.016422294545918703","0.016422294545918703","0.04283084218332078","0.04283084218332078","0.04283084218332078","0.01895516311924439","0.01895516311924439","0.01895516311924439"
"3","0.01316775512532331","0.01316775512532331","0.01316775512532331","0.025236470624804497","0.025236470624804497","0.025236470624804497","0.05663981329416856","0.05663981329416856","0.05663981329416856","0.015052114496938884","0.015052114496938884","0.015052114496938884","0.04012712443363853","0.04012712443363853","0.04012712443363853","0.01875900950108189","0.01875900950108189","0.01875900950108189"
"4","0.013194124301662669","0.013194124301662669","0.013194124301662669","0.024933463777415454","0.024933463777415454","0.024933463777415454","0.05623465441749431","0.05623465441749431","0.05623465441749431","0.014099719701334834","0.014099719701334834","0.014099719701334834","0.039293235866352916","0.039293235866352916","0.039293235866352916","0.018609107239171863","0.018609107239171863","0.018609107239171863"
"5","0.013418075541267172","0.013418075541267172","0.013418075541267172","0.02460008254274726","0.02460008254274726","0.02460008254274726","0.05584411430754699","0.05584411430754699","0.05584411430754699","0.013727540266700089","0.013727540266700089","0.013727540266700089","0.03905586183827836","0.03905586183827836","0.03905586183827836","0.018469918461050838","0.018469918461050838","0.018469918461050838"
"6","0.01346680049027782","0.01346680049027782","0.01346680049027782","0.024258077959530056","0.024258077959530056","0.024258077959530056","0.05548461124999449","0.05548461124999449","0.05548461124999449","0.013734082807786763","0.013734082807786763","0.013734082807786763","0.03884199472668115","0.03884199472668115","0.03884199472668115","0.018342320283409208","0.018342320283409208","0.018342320283409208"
"7","0.013402687065536156","0.013402687065536156","0.013402687065536156","0.023936707933899015","0.023936707933899015","0.023936707933899015","0.055087134591303766","0.055087134591303766","0.055087134591303766","0.013882633997127414","0.013882633997127414","0.013882633997127414","0.03857884854369331","0.03857884854369331","0.03857884854369331","0.01822799726505764","0.01822799726505764","0.01822799726505764"
"8","0.01331245739129372","0.01331245739129372","0.01331245739129372","0.023596148486831225","0.023596148486831225","0.023596148486831225","0.05480352696031332","0.05480352696031332","0.05480352696031332","0.013951258326414973","0.013951258326414973","0.013951258326414973","0.03821953776059672","0.03821953776059672","0.03821953776059672","0.01808543577499222","0.01808543577499222","0.01808543577499222"
"9","0.013221999106463045","0.013221999106463045","0.013221999106463045","0.02331903699086979","0.02331903699086979","0.02331903699086979","0.05444140269537456","0.05444140269537456","0.05444140269537456","0.013958866649772972","0.013958866649772972","0.013958866649772972","0.037875266367336735","0.037875266367336735","0.037875266367336735","0.017964111437322572","0.017964111437322572","0.017964111437322572"
"10","0.013149077232810669","0.013149077232810669","0.013149077232810669","0.022975673113251105","0.022975673113251105","0.022975673113251105","0.054059562768088654","0.054059562768088654","0.054059562768088654","0.013909770641475916","0.013909770641475916","0.013909770641475916","0.03755238329176791","0.03755238329176791","0.03755238329176791","0.01784955887706019","0.01784955887706019","0.01784955887706019"
"11","0.013051901565631852","0.013051901565631852","0.013051901565631852","0.02267214236781001","0.02267214236781001","0.02267214236781001","0.053704712277976796","0.053704712277976796","0.053704712277976796","0.01385509263491258","0.01385509263491258","0.01385509263491258","0.037223772873403504","0.037223772873403504","0.037223772873403504","0.01772458420600742","0.01772458420600742","0.01772458420600742"
"12","0.01295945762831252","0.01295945762831252","0.01295945762831252","0.02239113746327348","0.02239113746327348","0.02239113746327348","0.0533131480042357","0.0533131480042357","0.0533131480042357","0.013805250986479223","0.013805250986479223","0.013805250986479223","0.03690673393430188","0.03690673393430188","0.03690673393430188","0.017612851748708636","0.017612851748708636","0.017612851748708636"
"13","0.01286625895590987","0.01286625895590987","0.01286625895590987","0.022106125601567328","0.022106125601567328","0.022106125601567328","0.052883680938975886","0.052883680938975886","0.052883680938975886","0.013761942740529776","0.013761942740529776","0.013761942740529776","0.036584596149623394","0.036584596149623394","0.036584596149623394","0.017498430999694392","0.017498430999694392","0.017498430999694392"
"14","0.012802614000975154","0.012802614000975154","0.012802614000975154","0.021829723671544343","0.021829723671544343","0.021829723671544343","0.05243720908765681","0.05243720908765681","0.05243720908765681","0.013700232258997858","0.013700232258997858","0.013700232258997858","0.036245415976736695","0.036245415976736695","0.036245415976736695","0.01738083855889272","0.01738083855889272","0.01738083855889272"
"15","0.012684022149187513","0.012684022149187513","0.012684022149187513","0.02153968354105018","0.02153968354105018","0.02153968354105018","0.05200702146976255","0.05200702146976255","0.05200702146976255","0.013657778559718281","0.013657778559718281","0.013657778559718281","0.03588667068106588","0.03588667068106588","0.03588667068106588","0.017282618398894556","0.017282618398894556","0.017282618398894556"
"16","0.012662110093515366","0.012662110093515366","0.012662110093515366","0.021266656534862705","0.021266656534862705","0.021266656534862705","0.051513468351913616","0.051513468351913616","0.051513468351913616","0.013604234321974218","0.013604234321974218","0.013604234321974218","0.035565115402278025","0.035565115402278025","0.035565115402278025","0.017153218912426382","0.017153218912426382","0.017153218912426382"
"17","0.012539116578409448","0.012539116578409448","0.012539116578409448","0.020999287487939","0.020999287487939","0.020999287487939","0.05101171211572364","0.05101171211572364","0.05101171211572364","0.013537782593630254","0.013537782593630254","0.013537782593630254","0.03526144931674935","0.03526144931674935","0.03526144931674935","0.017055477568646893","0.017055477568646893","0.017055477568646893"
"18","0.012457265809644014","0.012457265809644014","0.012457265809644014","0.020695665036328137","0.020695665036328137","0.020695665036328137","0.050538965326268226","0.050538965326268226","0.050538965326268226","0.013501180801540613","0.013501180801540613","0.013501180801540613","0.03487652535113739","0.03487652535113739","0.03487652535113739","0.01694453167147003","0.01694453167147003","0.01694453167147003"
"19","0.012404731751303189","0.012404731751303189","0.012404731751303189","0.020425650538527407","0.020425650538527407","0.020425650538527407","0.049918958044145256","0.049918958044145256","0.049918958044145256","0.013454659027047455","0.013454659027047455","0.013454659027047455","0.03455773732275702","0.03455773732275702","0.03455773732275702","0.016835937960422598","0.016835937960422598","0.016835937960422598"
