"Step","stairs_pose_net_mobv3s - epoch/test_rotation_loss","stairs_pose_net_mobv3s - epoch/test_rotation_loss__MIN","stairs_pose_net_mobv3s - epoch/test_rotation_loss__MAX","pumpkin_pose_net_mobv3s - epoch/test_rotation_loss","pumpkin_pose_net_mobv3s - epoch/test_rotation_loss__MIN","pumpkin_pose_net_mobv3s - epoch/test_rotation_loss__MAX","office_pose_net_mobv3s - epoch/test_rotation_loss","office_pose_net_mobv3s - epoch/test_rotation_loss__MIN","office_pose_net_mobv3s - epoch/test_rotation_loss__MAX","heads_pose_net_mobv3s - epoch/test_rotation_loss","heads_pose_net_mobv3s - epoch/test_rotation_loss__MIN","heads_pose_net_mobv3s - epoch/test_rotation_loss__MAX","fire_pose_net_mobv3s - epoch/test_rotation_loss","fire_pose_net_mobv3s - epoch/test_rotation_loss__MIN","fire_pose_net_mobv3s - epoch/test_rotation_loss__MAX","chess_pose_net_mobv3s - epoch/test_rotation_loss","chess_pose_net_mobv3s - epoch/test_rotation_loss__MIN","chess_pose_net_mobv3s - epoch/test_rotation_loss__MAX"
"72","0.009092774882446975","0.009092774882446975","0.009092774882446975","0.013879371981602162","0.013879371981602162","0.013879371981602162","0.036570579424733296","0.036570579424733296","0.036570579424733296","0.012759768404066563","0.012759768404066563","0.012759768404066563","0.028284621541388333","0.028284621541388333","0.028284621541388333","0.01590892624517437","0.01590892624517437","0.01590892624517437"
"73","0.008926098002120852","0.008926098002120852","0.008926098002120852","0.013924368235166185","0.013924368235166185","0.013924368235166185","0.0369627582404064","0.0369627582404064","0.0369627582404064","0.012737715791445225","0.012737715791445225","0.012737715791445225","0.02794497474678792","0.02794497474678792","0.02794497474678792","0.015819962325622328","0.015819962325622328","0.015819962325622328"
"74","0.008768382627749816","0.008768382627749816","0.008768382627749816","0.013991715910378844","0.013991715910378844","0.013991715910378844","0.037009627048973925","0.037009627048973925","0.037009627048973925","0.012716598226688802","0.012716598226688802","0.012716598226688802","0.027607684867689386","0.027607684867689386","0.027607684867689386","0.015730817744042724","0.015730817744042724","0.015730817744042724"
"75","0.008620566077297553","0.008620566077297553","0.008620566077297553","0.01407149963779375","0.01407149963779375","0.01407149963779375","0.03716695497860201","0.03716695497860201","0.03716695497860201","0.012694880308117718","0.012694880308117718","0.012694880308117718","0.027255464054178447","0.027255464054178447","0.027255464054178447","0.01563929811527487","0.01563929811527487","0.01563929811527487"
"76","0.008478197210934013","0.008478197210934013","0.008478197210934013","0.014161788531055208","0.014161788531055208","0.014161788531055208","0.037022536678705364","0.037022536678705364","0.037022536678705364","0.012672045733779669","0.012672045733779669","0.012672045733779669","0.02689860382815823","0.02689860382815823","0.02689860382815823","0.01554393240076024","0.01554393240076024","0.01554393240076024"
"77","0.008374484808882698","0.008374484808882698","0.008374484808882698","0.014284028846304864","0.014284028846304864","0.014284028846304864","0.03681101233814843","0.03681101233814843","0.03681101233814843","0.01264845539117232","0.01264845539117232","0.01264845539117232","0.02654148417059332","0.02654148417059332","0.02654148417059332","0.015448688427568413","0.015448688427568413","0.015448688427568413"
"78","0.008273065031971782","0.008273065031971782","0.008273065031971782","0.014417331774893682","0.014417331774893682","0.014417331774893682","0.0362624521512771","0.0362624521512771","0.0362624521512771","0.012625083792954683","0.012625083792954683","0.012625083792954683","0.026187027178821154","0.026187027178821154","0.026187027178821154","0.015348310291301459","0.015348310291301459","0.015348310291301459"
"79","0.008196499984478578","0.008196499984478578","0.008196499984478578","0.014584226635633968","0.014584226635633968","0.014584226635633968","0.03548722807317972","0.03548722807317972","0.03548722807317972","0.012602569651789963","0.012602569651789963","0.012602569651789963","0.025808841790421866","0.025808841790421866","0.025808841790421866","0.015245621485519223","0.015245621485519223","0.015245621485519223"
"80","0.008140455494867638","0.008140455494867638","0.008140455494867638","0.014778214834223036","0.014778214834223036","0.014778214834223036","0.034131003252696246","0.034131003252696246","0.034131003252696246","0.01257632568012923","0.01257632568012923","0.01257632568012923","0.025429738307138905","0.025429738307138905","0.025429738307138905","0.015142685544560663","0.015142685544560663","0.015142685544560663"
"81","0.008140446152538061","0.008140446152538061","0.008140446152538061","0.015488434561120812","0.015488434561120812","0.015488434561120812","0.028386200923705474","0.028386200923705474","0.028386200923705474","0.012574741442222148","0.012574741442222148","0.012574741442222148","0.025373150128871202","0.025373150128871202","0.025373150128871202","0.015114384208573028","0.015114384208573028","0.015114384208573028"
"82","0.00818193331360817","0.00818193331360817","0.00818193331360817","0.015620744496118277","0.015620744496118277","0.015620744496118277","0.029952579337987117","0.029952579337987117","0.029952579337987117","0.01257316127885133","0.01257316127885133","0.01257316127885133","0.025338538151117973","0.025338538151117973","0.025338538151117973","0.015087191786733456","0.015087191786733456","0.015087191786733456"
"83","0.008221068419516087","0.008221068419516087","0.008221068419516087","0.015553792836726643","0.015553792836726643","0.015553792836726643","0.029851898856577463","0.029851898856577463","0.029851898856577463","0.012571155035402626","0.012571155035402626","0.012571155035402626","0.025305780640337616","0.025305780640337616","0.025305780640337616","0.015064992447150871","0.015064992447150871","0.015064992447150871"
"84","0.008241719100624323","0.008241719100624323","0.008241719100624323","0.015537688756012358","0.015537688756012358","0.015537688756012358","0.029770595720037818","0.029770595720037818","0.029770595720037818","0.012568928068503737","0.012568928068503737","0.012568928068503737","0.025270716374507174","0.025270716374507174","0.025270716374507174","0.015047225868329406","0.015047225868329406","0.015047225868329406"
"85","0.008248165424447507","0.008248165424447507","0.008248165424447507","0.015542566572548822","0.015542566572548822","0.015542566572548822","0.02967889631690923","0.02967889631690923","0.02967889631690923","0.0125666483072564","0.0125666483072564","0.0125666483072564","0.02523569986806251","0.02523569986806251","0.02523569986806251","0.015031425209599547","0.015031425209599547","0.015031425209599547"
"86","0.008247686200775206","0.008247686200775206","0.008247686200775206","0.015551558011793531","0.015551558011793531","0.015551558011793531","0.0295907652907772","0.0295907652907772","0.0295907652907772","0.012563718424644321","0.012563718424644321","0.012563718424644321","0.02519898908212781","0.02519898908212781","0.02519898908212781","0.015016757912235335","0.015016757912235335","0.015016757912235335"
"87","0.00824609462870285","0.00824609462870285","0.00824609462870285","0.015559891136945225","0.015559891136945225","0.015559891136945225","0.02950985539064277","0.02950985539064277","0.02950985539064277","0.01256086048670113","0.01256086048670113","0.01256086048670113","0.02515663197846152","0.02515663197846152","0.02515663197846152","0.015002861386165023","0.015002861386165023","0.015002861386165023"
"88","0.00823954859515652","0.00823954859515652","0.00823954859515652","0.015569413924822584","0.015569413924822584","0.015569413924822584","0.029421314102364704","0.029421314102364704","0.029421314102364704","0.01255672110710293","0.01255672110710293","0.01255672110710293","0.025113158917520195","0.025113158917520195","0.025113158917520195","0.014990842464612797","0.014990842464612797","0.014990842464612797"
"89","0.008234421606175601","0.008234421606175601","0.008234421606175601","0.01557954546296969","0.01557954546296969","0.01557954546296969","0.029322063288418576","0.029322063288418576","0.029322063288418576","0.012552888947539032","0.012552888947539032","0.012552888947539032","0.02506871905643493","0.02506871905643493","0.02506871905643493","0.014977528495364822","0.014977528495364822","0.014977528495364822"
"90","0.008228900900576264","0.008228900900576264","0.008228900900576264","0.015594240234349854","0.015594240234349854","0.015594240234349854","0.029225603459053673","0.029225603459053673","0.029225603459053673","0.01254866470117122","0.01254866470117122","0.01254866470117122","0.02502369647845626","0.02502369647845626","0.02502369647845626","0.014964224843424745","0.014964224843424745","0.014964224843424745"
"91","0.00822207095916383","0.00822207095916383","0.00822207095916383","0.015609764159307815","0.015609764159307815","0.015609764159307815","0.02914244544808753","0.02914244544808753","0.02914244544808753","0.012543693534098566","0.012543693534098566","0.012543693534098566","0.024978397937957197","0.024978397937957197","0.024978397937957197","0.014951139470213093","0.014951139470213093","0.014951139470213093"
"92","0.00821495515992865","0.00821495515992865","0.00821495515992865","0.01562500539876055","0.01562500539876055","0.01562500539876055","0.02907971384411212","0.02907971384411212","0.02907971384411212","0.012538689537905157","0.012538689537905157","0.012538689537905157","0.024934060988016427","0.024934060988016427","0.024934060988016427","0.014937117462977767","0.014937117462977767","0.014937117462977767"
"93","0.008208295708755031","0.008208295708755031","0.008208295708755031","0.015639789999113418","0.015639789999113418","0.015639789999113418","0.029014248721068725","0.029014248721068725","0.029014248721068725","0.01253403490409255","0.01253403490409255","0.01253403490409255","0.024889341671951115","0.024889341671951115","0.024889341671951115","0.014923176320735365","0.014923176320735365","0.014923176320735365"
"94","0.008204283862141892","0.008204283862141892","0.008204283862141892","0.01565587091317866","0.01565587091317866","0.01565587091317866","0.028963341319467872","0.028963341319467872","0.028963341319467872","0.012529746047221124","0.012529746047221124","0.012529746047221124","0.02484493718657177","0.02484493718657177","0.02484493718657177","0.014909654564689845","0.014909654564689845","0.014909654564689845"
"95","0.008199082512874156","0.008199082512874156","0.008199082512874156","0.01566674503555987","0.01566674503555987","0.01566674503555987","0.028926227503689006","0.028926227503689006","0.028926227503689006","0.012525155791081488","0.012525155791081488","0.012525155791081488","0.024802729778457433","0.024802729778457433","0.024802729778457433","0.014896248030709103","0.014896248030709103","0.014896248030709103"
"96","0.00819413288263604","0.00819413288263604","0.00819413288263604","0.015679017378715798","0.015679017378715798","0.015679017378715798","0.028894689792650752","0.028894689792650752","0.028894689792650752","0.012520735384896398","0.012520735384896398","0.012520735384896398","0.02475898404372856","0.02475898404372856","0.02475898404372856","0.014882479095831513","0.014882479095831513","0.014882479095831513"
"97","0.008187483384972438","0.008187483384972438","0.008187483384972438","0.015690406580688432","0.015690406580688432","0.015690406580688432","0.028852196235675365","0.028852196235675365","0.028852196235675365","0.012516103044617921","0.012516103044617921","0.012516103044617921","0.02471526959561743","0.02471526959561743","0.02471526959561743","0.014868538419250399","0.014868538419250399","0.014868538419250399"
"98","0.008178810647223145","0.008178810647223145","0.008178810647223145","0.01570233327220194","0.01570233327220194","0.01570233327220194","0.028816935649956577","0.028816935649956577","0.028816935649956577","0.012511855224147439","0.012511855224147439","0.012511855224147439","0.02467233118659351","0.02467233118659351","0.02467233118659351","0.014854497625492513","0.014854497625492513","0.014854497625492513"
"99","0.008172497677151114","0.008172497677151114","0.008172497677151114","0.015716217167209834","0.015716217167209834","0.015716217167209834","0.028785030139260925","0.028785030139260925","0.028785030139260925","0.01250712585169822","0.01250712585169822","0.01250712585169822","0.024629296705825254","0.024629296705825254","0.024629296705825254","0.01484036145848222","0.01484036145848222","0.01484036145848222"
"100","0.00816718937130645","0.00816718937130645","0.00816718937130645","0.01573153104982339","0.01573153104982339","0.01573153104982339","0.02876151520467829","0.02876151520467829","0.02876151520467829","0.012502484605647624","0.012502484605647624","0.012502484605647624","0.024585549894254655","0.024585549894254655","0.024585549894254655","0.014826140613877214","0.014826140613877214","0.014826140613877214"
