"Step","stairs_pose_net_mobv3l - epoch/test_rotation_loss","stairs_pose_net_mobv3l - epoch/test_rotation_loss__MIN","stairs_pose_net_mobv3l - epoch/test_rotation_loss__MAX","pumpkin_pose_net_mobv3l - epoch/test_rotation_loss","pumpkin_pose_net_mobv3l - epoch/test_rotation_loss__MIN","pumpkin_pose_net_mobv3l - epoch/test_rotation_loss__MAX","office_pose_net_mobv3l - epoch/test_rotation_loss","office_pose_net_mobv3l - epoch/test_rotation_loss__MIN","office_pose_net_mobv3l - epoch/test_rotation_loss__MAX","heads_pose_net_mobv3l - epoch/test_rotation_loss","heads_pose_net_mobv3l - epoch/test_rotation_loss__MIN","heads_pose_net_mobv3l - epoch/test_rotation_loss__MAX","fire_pose_net_mobv3l - epoch/test_rotation_loss","fire_pose_net_mobv3l - epoch/test_rotation_loss__MIN","fire_pose_net_mobv3l - epoch/test_rotation_loss__MAX","chess_pose_net_mobv3l - epoch/test_rotation_loss","chess_pose_net_mobv3l - epoch/test_rotation_loss__MIN","chess_pose_net_mobv3l - epoch/test_rotation_loss__MAX"
"21","0.016572057036682963","0.016572057036682963","0.016572057036682963","0.021343182859709486","0.021343182859709486","0.021343182859709486","0.05387090315343812","0.05387090315343812","0.05387090315343812","0.013674726156750694","0.013674726156750694","0.013674726156750694","0.03879746267921291","0.03879746267921291","0.03879746267921291","0.017464033284340985","0.017464033284340985","0.017464033284340985"
"22","0.016382384696044028","0.016382384696044028","0.016382384696044028","0.02113127837947104","0.02113127837947104","0.02113127837947104","0.05359768809285015","0.05359768809285015","0.05359768809285015","0.013598471035948023","0.013598471035948023","0.013598471035948023","0.038647873006993905","0.038647873006993905","0.038647873006993905","0.01737590995617211","0.01737590995617211","0.01737590995617211"
"23","0.015717640839284286","0.015717640839284286","0.015717640839284286","0.02091488733276492","0.02091488733276492","0.02091488733276492","0.05330790433799848","0.05330790433799848","0.05330790433799848","0.013526899449061602","0.013526899449061602","0.013526899449061602","0.03846682357834652","0.03846682357834652","0.03846682357834652","0.01728637286578305","0.01728637286578305","0.01728637286578305"
"24","0.015319919737521559","0.015319919737521559","0.015319919737521559","0.02069212847709423","0.02069212847709423","0.02069212847709423","0.0530035408155527","0.0530035408155527","0.0530035408155527","0.013457957131322473","0.013457957131322473","0.013457957131322473","0.038280104417935945","0.038280104417935945","0.038280104417935945","0.017194792279042304","0.017194792279042304","0.017194792279042304"
"25","0.014847436861600727","0.014847436861600727","0.014847436861600727","0.020462143307668157","0.020462143307668157","0.020462143307668157","0.05268117506057024","0.05268117506057024","0.05268117506057024","0.013397420523688197","0.013397420523688197","0.013397420523688197","0.03808672743616626","0.03808672743616626","0.03808672743616626","0.01710150536382571","0.01710150536382571","0.01710150536382571"
"26","0.014401924912817776","0.014401924912817776","0.014401924912817776","0.020229315356118605","0.020229315356118605","0.020229315356118605","0.05233548369142227","0.05233548369142227","0.05233548369142227","0.013327979249879718","0.013327979249879718","0.013327979249879718","0.037885221900069155","0.037885221900069155","0.037885221900069155","0.017006262452923693","0.017006262452923693","0.017006262452923693"
"27","0.01394506249926053","0.01394506249926053","0.01394506249926053","0.019991661960375495","0.019991661960375495","0.019991661960375495","0.05195851618191227","0.05195851618191227","0.05195851618191227","0.013250974094262347","0.013250974094262347","0.013250974094262347","0.03768356385990046","0.03768356385990046","0.03768356385990046","0.016907699275179766","0.016907699275179766","0.016907699275179766"
"28","0.013552775053540245","0.013552775053540245","0.013552775053540245","0.01974601066467585","0.01974601066467585","0.01974601066467585","0.05157596891513094","0.05157596891513094","0.05157596891513094","0.013176496868254617","0.013176496868254617","0.013176496868254617","0.03747389635827858","0.03747389635827858","0.03747389635827858","0.016807628839160316","0.016807628839160316","0.016807628839160316"
"29","0.012954751000506803","0.012954751000506803","0.012954751000506803","0.019503501913277432","0.019503501913277432","0.019503501913277432","0.051151066028978676","0.051151066028978676","0.051151066028978676","0.013097801769617945","0.013097801769617945","0.013097801769617945","0.03726216751965694","0.03726216751965694","0.03726216751965694","0.016704308029147796","0.016704308029147796","0.016704308029147796"
"30","0.012519615702331066","0.012519615702331066","0.012519615702331066","0.019258769010775723","0.019258769010775723","0.019258769010775723","0.05070668457483407","0.05070668457483407","0.05070668457483407","0.013012629002332687","0.013012629002332687","0.013012629002332687","0.03704743798880372","0.03704743798880372","0.03704743798880372","0.016598836780758575","0.016598836780758575","0.016598836780758575"
"31","0.012308861070778221","0.012308861070778221","0.012308861070778221","0.01900501774798613","0.01900501774798613","0.01900501774798613","0.050228730382514186","0.050228730382514186","0.050228730382514186","0.012924254289828241","0.012924254289828241","0.012924254289828241","0.03683872525289189","0.03683872525289189","0.03683872525289189","0.016492828086484224","0.016492828086484224","0.016492828086484224"
"32","0.012209195003379136","0.012209195003379136","0.012209195003379136","0.018748591435723938","0.018748591435723938","0.018748591435723938","0.049723163509042934","0.049723163509042934","0.049723163509042934","0.012833274784497917","0.012833274784497917","0.012833274784497917","0.036633059484302066","0.036633059484302066","0.036633059484302066","0.016381654524593614","0.016381654524593614","0.016381654524593614"
"33","0.01217377238208428","0.01217377238208428","0.01217377238208428","0.018486549284716602","0.018486549284716602","0.018486549284716602","0.04915787442587316","0.04915787442587316","0.04915787442587316","0.012736572796711698","0.012736572796711698","0.012736572796711698","0.036421031967620365","0.036421031967620365","0.036421031967620365","0.016269133644527756","0.016269133644527756","0.016269133644527756"
"34","0.012172067596111447","0.012172067596111447","0.012172067596111447","0.01822766987606883","0.01822766987606883","0.01822766987606883","0.04854677771800198","0.04854677771800198","0.04854677771800198","0.012637502833968028","0.012637502833968028","0.012637502833968028","0.03620521731500048","0.03620521731500048","0.03620521731500048","0.01615183371177409","0.01615183371177409","0.01615183371177409"
"35","0.012194597686175257","0.012194597686175257","0.012194597686175257","0.017964614627999254","0.017964614627999254","0.017964614627999254","0.04787030411534943","0.04787030411534943","0.04787030411534943","0.012544786557555199","0.012544786557555199","0.012544786557555199","0.03598734424303984","0.03598734424303984","0.03598734424303984","0.016031466322601773","0.016031466322601773","0.016031466322601773"
"36","0.012201139645185322","0.012201139645185322","0.012201139645185322","0.0176937061623903","0.0176937061623903","0.0176937061623903","0.04717636946588755","0.04717636946588755","0.04717636946588755","0.012449843401554972","0.012449843401554972","0.012449843401554972","0.03576398546283599","0.03576398546283599","0.03576398546283599","0.015906589600490406","0.015906589600490406","0.015906589600490406"
"37","0.01222897320985794","0.01222897320985794","0.01222897320985794","0.017425009718863294","0.017425009718863294","0.017425009718863294","0.04638862647698261","0.04638862647698261","0.04638862647698261","0.012358898646198213","0.012358898646198213","0.012358898646198213","0.035539107338991016","0.035539107338991016","0.035539107338991016","0.015778202010551468","0.015778202010551468","0.015778202010551468"
"38","0.012269860715605319","0.012269860715605319","0.012269860715605319","0.01715658764442196","0.01715658764442196","0.01715658764442196","0.04553117585601285","0.04553117585601285","0.04553117585601285","0.012265552650205791","0.012265552650205791","0.012265552650205791","0.03530880605103448","0.03530880605103448","0.03530880605103448","0.015646981410100125","0.015646981410100125","0.015646981410100125"
"39","0.012315418221987784","0.012315418221987784","0.012315418221987784","0.016890503917238675","0.016890503917238675","0.016890503917238675","0.04459109186427668","0.04459109186427668","0.04459109186427668","0.012178784876596183","0.012178784876596183","0.012178784876596183","0.035076096370175947","0.035076096370175947","0.035076096370175947","0.01551227824529633","0.01551227824529633","0.01551227824529633"
"40","0.012384171423036605","0.012384171423036605","0.012384171423036605","0.016615903557976708","0.016615903557976708","0.016615903557976708","0.04357428434013855","0.04357428434013855","0.04357428434013855","0.012100147840101272","0.012100147840101272","0.012100147840101272","0.034838140054489486","0.034838140054489486","0.034838140054489486","0.015372388836112805","0.015372388836112805","0.015372388836112805"
"41","0.012434994627255946","0.012434994627255946","0.012434994627255946","0.016341141068551224","0.016341141068551224","0.016341141068551224","0.04247163323452696","0.04247163323452696","0.04247163323452696","0.012025737552903593","0.012025737552903593","0.012025737552903593","0.03459217534691561","0.03459217534691561","0.03459217534691561","0.01522469769406598","0.01522469769406598","0.01522469769406598"
"42","0.012530032778158784","0.012530032778158784","0.012530032778158784","0.016074094834038988","0.016074094834038988","0.016074094834038988","0.0412758483653306","0.0412758483653306","0.0412758483653306","0.011952115513850003","0.011952115513850003","0.011952115513850003","0.034341006314207334","0.034341006314207334","0.034341006314207334","0.015074952010763809","0.015074952010763809","0.015074952010763809"
"43","0.01262543600751087","0.01262543600751087","0.01262543600751087","0.015808116469997913","0.015808116469997913","0.015808116469997913","0.03996056522009894","0.03996056522009894","0.03996056522009894","0.011878217395860702","0.011878217395860702","0.011878217395860702","0.034082496793416794","0.034082496793416794","0.034082496793416794","0.014921373425750062","0.014921373425750062","0.014921373425750062"
"44","0.012719793186988682","0.012719793186988682","0.012719793186988682","0.015543852423434146","0.015543852423434146","0.015543852423434146","0.03843704755126964","0.03843704755126964","0.03843704755126964","0.011802801571320742","0.011802801571320742","0.011802801571320742","0.0338256726245163","0.0338256726245163","0.0338256726245163","0.0147654062602669","0.0147654062602669","0.0147654062602669"
"45","0.01279313740087673","0.01279313740087673","0.01279313740087673","0.015280147170415148","0.015280147170415148","0.015280147170415148","0.036855891143204644","0.036855891143204644","0.036855891143204644","0.01172565744491294","0.01172565744491294","0.01172565744491294","0.033559859191882424","0.033559859191882424","0.033559859191882424","0.01460189679346513","0.01460189679346513","0.01460189679346513"
"46","0.012843725446145982","0.012843725446145982","0.012843725446145982","0.015017034602351487","0.015017034602351487","0.015017034602351487","0.035251235342002474","0.035251235342002474","0.035251235342002474","0.011650143715087324","0.011650143715087324","0.011650143715087324","0.03329546101304004","0.03329546101304004","0.03329546101304004","0.014432371535804123","0.014432371535804123","0.014432371535804123"
"47","0.012854119762778282","0.012854119762778282","0.012854119762778282","0.014760610691155307","0.014760610691155307","0.014760610691155307","0.03356095735944109","0.03356095735944109","0.03356095735944109","0.011574276606552303","0.011574276606552303","0.011574276606552303","0.033017068715707865","0.033017068715707865","0.033017068715707865","0.014256524707889184","0.014256524707889184","0.014256524707889184"
"48","0.012792229885235429","0.012792229885235429","0.012792229885235429","0.01450392822152935","0.01450392822152935","0.01450392822152935","0.03189310945163015","0.03189310945163015","0.03189310945163015","0.01150299224536866","0.01150299224536866","0.01150299224536866","0.032752268998592626","0.032752268998592626","0.032752268998592626","0.014076413164730184","0.014076413164730184","0.014076413164730184"
"49","0.012650257907807827","0.012650257907807827","0.012650257907807827","0.014264681914937682","0.014264681914937682","0.014264681914937682","0.030351602923474275","0.030351602923474275","0.030351602923474275","0.011433839128585532","0.011433839128585532","0.011433839128585532","0.03247698221821338","0.03247698221821338","0.03247698221821338","0.013891300317482091","0.013891300317482091","0.013891300317482091"
"50","0.012406604713760316","0.012406604713760316","0.012406604713760316","0.014024236239492893","0.014024236239492893","0.014024236239492893","0.028947688115295023","0.028947688115295023","0.028947688115295023","0.011367699014954269","0.011367699014954269","0.011367699014954269","0.032184953190153465","0.032184953190153465","0.032184953190153465","0.013704657198104542","0.013704657198104542","0.013704657198104542"
"51","0.01210970082320273","0.01210970082320273","0.01210970082320273","0.013795254053547978","0.013795254053547978","0.013795254053547978","0.0277980892569758","0.0277980892569758","0.0277980892569758","0.011302210157737136","0.011302210157737136","0.011302210157737136","0.03189281561935786","0.03189281561935786","0.03189281561935786","0.013510140393918846","0.013510140393918846","0.013510140393918846"
"52","0.011740116868168116","0.011740116868168116","0.011740116868168116","0.013568967988248914","0.013568967988248914","0.013568967988248914","0.026966016725054942","0.026966016725054942","0.026966016725054942","0.011238871491514146","0.011238871491514146","0.011238871491514146","0.031603306109900586","0.031603306109900586","0.031603306109900586","0.013312931514519732","0.013312931514519732","0.013312931514519732"
"53","0.011312906513921916","0.011312906513921916","0.011312906513921916","0.013352947207749821","0.013352947207749821","0.013352947207749821","0.026329013577196747","0.026329013577196747","0.026329013577196747","0.011174916289746761","0.011174916289746761","0.011174916289746761","0.0313116930265096","0.0313116930265096","0.0313116930265096","0.013108783365169074","0.013108783365169074","0.013108783365169074"
"54","0.010881059803068638","0.010881059803068638","0.010881059803068638","0.013148381098289974","0.013148381098289974","0.013148381098289974","0.02585017334058648","0.02585017334058648","0.02585017334058648","0.011115482280729339","0.011115482280729339","0.011115482280729339","0.031021029339171946","0.031021029339171946","0.031021029339171946","0.012902522285003215","0.012902522285003215","0.012902522285003215"
"55","0.010466399427969009","0.010466399427969009","0.010466399427969009","0.012950535165145993","0.012950535165145993","0.012950535165145993","0.025735682400409132","0.025735682400409132","0.025735682400409132","0.011057355150114745","0.011057355150114745","0.011057355150114745","0.03072255983715877","0.03072255983715877","0.03072255983715877","0.012691815514699556","0.012691815514699556","0.012691815514699556"
"56","0.010086067311931401","0.010086067311931401","0.010086067311931401","0.01275952221476473","0.01275952221476473","0.01275952221476473","0.02643159702711273","0.02643159702711273","0.02643159702711273","0.010999801976140589","0.010999801976140589","0.010999801976140589","0.03042351803742349","0.03042351803742349","0.03042351803742349","0.012480684992624447","0.012480684992624447","0.012480684992624447"
"57","0.009747188829351217","0.009747188829351217","0.009747188829351217","0.01256871662917547","0.01256871662917547","0.01256871662917547","0.027739491342799738","0.027739491342799738","0.027739491342799738","0.010943102184683084","0.010943102184683084","0.010943102184683084","0.03012894358835183","0.03012894358835183","0.03012894358835183","0.012266935598745476","0.012266935598745476","0.012266935598745476"
"58","0.009461073204874992","0.009461073204874992","0.009461073204874992","0.012395106314215809","0.012395106314215809","0.012395106314215809","0.028693622152786702","0.028693622152786702","0.028693622152786702","0.010888433404034004","0.010888433404034004","0.010888433404034004","0.02983171616506297","0.02983171616506297","0.02983171616506297","0.012054737759171985","0.012054737759171985","0.012054737759171985"
"59","0.009208153933286667","0.009208153933286667","0.009208153933286667","0.01222916912229266","0.01222916912229266","0.01222916912229266","0.02844914741581306","0.02844914741581306","0.02844914741581306","0.010834433662239462","0.010834433662239462","0.010834433662239462","0.029545350756961852","0.029545350756961852","0.029545350756961852","0.011843424879771192","0.011843424879771192","0.011843424879771192"
"60","0.00898243411211297","0.00898243411211297","0.00898243411211297","0.012066884664818645","0.012066884664818645","0.012066884664818645","0.027434075018391013","0.027434075018391013","0.027434075018391013","0.010784104175399989","0.010784104175399989","0.010784104175399989","0.029244787328934763","0.029244787328934763","0.029244787328934763","0.011632864821876865","0.011632864821876865","0.011632864821876865"
"61","0.008800931682344526","0.008800931682344526","0.008800931682344526","0.01191392021428328","0.01191392021428328","0.01191392021428328","0.026538177829934284","0.026538177829934284","0.026538177829934284","0.01073345949407667","0.01073345949407667","0.01073345949407667","0.028944447731191758","0.028944447731191758","0.028944447731191758","0.011420769631513394","0.011420769631513394","0.011420769631513394"
"62","0.008651982818264514","0.008651982818264514","0.008651982818264514","0.011778283602325246","0.011778283602325246","0.011778283602325246","0.026193726967903785","0.026193726967903785","0.026193726967903785","0.010682363878004253","0.010682363878004253","0.010682363878004253","0.028644774167332798","0.028644774167332798","0.028644774167332798","0.01121515470003942","0.01121515470003942","0.01121515470003942"
"63","0.008513899403624237","0.008513899403624237","0.008513899403624237","0.011643212856142782","0.011643212856142782","0.011643212856142782","0.026367730519268662","0.026367730519268662","0.026367730519268662","0.010631638404447585","0.010631638404447585","0.010631638404447585","0.028339282973320223","0.028339282973320223","0.028339282973320223","0.01101991870382335","0.01101991870382335","0.01101991870382335"
"64","0.00839775416534394","0.00839775416534394","0.00839775416534394","0.011522242028149776","0.011522242028149776","0.011522242028149776","0.026913999259704724","0.026913999259704724","0.026913999259704724","0.010582969902316108","0.010582969902316108","0.010582969902316108","0.028031174129864667","0.028031174129864667","0.028031174129864667","0.010840933238796424","0.010840933238796424","0.010840933238796424"
"65","0.008294724684674293","0.008294724684674293","0.008294724684674293","0.011390505009330809","0.011390505009330809","0.011390505009330809","0.027912659672438167","0.027912659672438167","0.027912659672438167","0.010537653171923012","0.010537653171923012","0.010537653171923012","0.027718525350792333","0.027718525350792333","0.027718525350792333","0.010661389424058143","0.010661389424058143","0.010661389424058143"
"66","0.008215133741032332","0.008215133741032332","0.008215133741032332","0.011282725099590607","0.011282725099590607","0.011282725099590607","0.02863064741541166","0.02863064741541166","0.02863064741541166","0.010491276538232341","0.010491276538232341","0.010491276538232341","0.02739418129203841","0.02739418129203841","0.02739418129203841","0.010488799314771313","0.010488799314771313","0.010488799314771313"
"67","0.00815842067822814","0.00815842067822814","0.00815842067822814","0.011185994691913947","0.011185994691913947","0.011185994691913947","0.02795807149959728","0.02795807149959728","0.02795807149959728","0.010445951134897768","0.010445951134897768","0.010445951134897768","0.027067952760262415","0.027067952760262415","0.027067952760262415","0.010336797320633195","0.010336797320633195","0.010336797320633195"
"68","0.008085636887699366","0.008085636887699366","0.008085636887699366","0.01108484057476744","0.01108484057476744","0.01108484057476744","0.025671580660855398","0.025671580660855398","0.025671580660855398","0.01040361518971622","0.01040361518971622","0.01040361518971622","0.026728507626103237","0.026728507626103237","0.026728507626103237","0.01018356331042014","0.01018356331042014","0.01018356331042014"
"69","0.008028783544432372","0.008028783544432372","0.008028783544432372","0.010991558185196482","0.010991558185196482","0.010991558185196482","0.023997163923922926","0.023997163923922926","0.023997163923922926","0.010360811545979232","0.010360811545979232","0.010360811545979232","0.026378263733931817","0.026378263733931817","0.026378263733931817","0.010031076584709808","0.010031076584709808","0.010031076584709808"
"70","0.00796558486763388","0.00796558486763388","0.00796558486763388","0.010905903385719284","0.010905903385719284","0.010905903385719284","0.02380783077387605","0.02380783077387605","0.02380783077387605","0.010316690022591501","0.010316690022591501","0.010316690022591501","0.026033074376755394","0.026033074376755394","0.026033074376755394","0.009876963398710359","0.009876963398710359","0.009876963398710359"
"71","0.007925911282654852","0.007925911282654852","0.007925911282654852","0.010823876138601918","0.010823876138601918","0.010823876138601918","0.0249833510897588","0.0249833510897588","0.0249833510897588","0.010273834457620978","0.010273834457620978","0.010273834457620978","0.025681790764792822","0.025681790764792822","0.025681790764792822","0.009719046669488307","0.009719046669488307","0.009719046669488307"
"72","0.00788987462874502","0.00788987462874502","0.00788987462874502","0.0107484819018282","0.0107484819018282","0.0107484819018282","0.027493316869367845","0.027493316869367845","0.027493316869367845","0.010231048159766942","0.010231048159766942","0.010231048159766942","0.025315116363344714","0.025315116363344714","0.025315116363344714","0.009558411606121808","0.009558411606121808","0.009558411606121808"
"73","0.007865635096095502","0.007865635096095502","0.007865635096095502","0.01068174718238879","0.01068174718238879","0.01068174718238879","0.0310033929272322","0.0310033929272322","0.0310033929272322","0.010186265164520591","0.010186265164520591","0.010186265164520591","0.024939366776379757","0.024939366776379757","0.024939366776379757","0.009403486590599641","0.009403486590599641","0.009403486590599641"
"74","0.007851019268855453","0.007851019268855453","0.007851019268855453","0.010620537388604134","0.010620537388604134","0.010620537388604134","0.033675563405267894","0.033675563405267894","0.033675563405267894","0.010141270933672786","0.010141270933672786","0.010141270933672786","0.024547891480324324","0.024547891480324324","0.024547891480324324","0.009242010026355274","0.009242010026355274","0.009242010026355274"
"75","0.007836957578547299","0.007836957578547299","0.007836957578547299","0.010560713111772202","0.010560713111772202","0.010560713111772202","0.031199356293655","0.031199356293655","0.031199356293655","0.010099464619997889","0.010099464619997889","0.010099464619997889","0.02413971746864263","0.02413971746864263","0.02413971746864263","0.009080070311028976","0.009080070311028976","0.009080070311028976"
"76","0.007827151333913207","0.007827151333913207","0.007827151333913207","0.010505622121854685","0.010505622121854685","0.010505622121854685","0.02665333970799111","0.02665333970799111","0.02665333970799111","0.010055749618913978","0.010055749618913978","0.010055749618913978","0.023715500778052956","0.023715500778052956","0.023715500778052956","0.008939575745898765","0.008939575745898765","0.008939575745898765"
"77","0.00782101642107591","0.00782101642107591","0.00782101642107591","0.010463362603331916","0.010463362603331916","0.010463362603331916","0.026493012454011478","0.026493012454011478","0.026493012454011478","0.010009276622440666","0.010009276622440666","0.010009276622440666","0.023286237206775695","0.023286237206775695","0.023286237206775695","0.008801912248600274","0.008801912248600274","0.008801912248600274"
