"Step","stairs_pose_net_g - epoch/test_rotation_loss","stairs_pose_net_g - epoch/test_rotation_loss__MIN","stairs_pose_net_g - epoch/test_rotation_loss__MAX","pumpkin_pose_net_g - epoch/test_rotation_loss","pumpkin_pose_net_g - epoch/test_rotation_loss__MIN","pumpkin_pose_net_g - epoch/test_rotation_loss__MAX","office_pose_net_g - epoch/test_rotation_loss","office_pose_net_g - epoch/test_rotation_loss__MIN","office_pose_net_g - epoch/test_rotation_loss__MAX","heads_pose_net_g - epoch/test_rotation_loss","heads_pose_net_g - epoch/test_rotation_loss__MIN","heads_pose_net_g - epoch/test_rotation_loss__MAX","fire_pose_net_g - epoch/test_rotation_loss","fire_pose_net_g - epoch/test_rotation_loss__MIN","fire_pose_net_g - epoch/test_rotation_loss__MAX","chess_pose_net_g - epoch/test_rotation_loss","chess_pose_net_g - epoch/test_rotation_loss__MIN","chess_pose_net_g - epoch/test_rotation_loss__MAX"
"62","0.012844025826780125","0.012844025826780125","0.012844025826780125","0.015739352333184797","0.015739352333184797","0.015739352333184797","0.05325215225457214","0.05325215225457214","0.05325215225457214","0.013844405300915241","0.013844405300915241","0.013844405300915241","0.035042263683862984","0.035042263683862984","0.035042263683862984","0.016075436971732415","0.016075436971732415","0.016075436971732415"
"63","0.012810881686164066","0.012810881686164066","0.012810881686164066","0.015533713391050696","0.015533713391050696","0.015533713391050696","0.053014878154499456","0.053014878154499456","0.053014878154499456","0.01382382499286905","0.01382382499286905","0.01382382499286905","0.03487971966387704","0.03487971966387704","0.03487971966387704","0.01599160223850049","0.01599160223850049","0.01599160223850049"
"64","0.012771647903718986","0.012771647903718986","0.012771647903718986","0.015296994752134196","0.015296994752134196","0.015296994752134196","0.05276037217117846","0.05276037217117846","0.05276037217117846","0.01380309252999723","0.01380309252999723","0.01380309252999723","0.03469949326245114","0.03469949326245114","0.03469949326245114","0.015900490878266282","0.015900490878266282","0.015900490878266282"
"65","0.012742721024551429","0.012742721024551429","0.012742721024551429","0.015100887656444684","0.015100887656444684","0.015100887656444684","0.05248523916816339","0.05248523916816339","0.05248523916816339","0.013782052381429821","0.013782052381429821","0.013782052381429821","0.0345245199277997","0.0345245199277997","0.0345245199277997","0.015806708863237873","0.015806708863237873","0.015806708863237873"
"66","0.012714717740891501","0.012714717740891501","0.012714717740891501","0.014882977193337865","0.014882977193337865","0.014882977193337865","0.05219760473119095","0.05219760473119095","0.05219760473119095","0.013762634684098884","0.013762634684098884","0.013762634684098884","0.03435077000176534","0.03435077000176534","0.03435077000176534","0.015717217451310717","0.015717217451310717","0.015717217451310717"
"67","0.012679328094236553","0.012679328094236553","0.012679328094236553","0.014696807746076956","0.014696807746076956","0.014696807746076956","0.051882852480048314","0.051882852480048314","0.051882852480048314","0.013745120726525784","0.013745120726525784","0.013745120726525784","0.03417405085929204","0.03417405085929204","0.03417405085929204","0.015620330348610878","0.015620330348610878","0.015620330348610878"
"68","0.012654126505367458","0.012654126505367458","0.012654126505367458","0.01449495309498161","0.01449495309498161","0.01449495309498161","0.051565911213401705","0.051565911213401705","0.051565911213401705","0.013726894103456289","0.013726894103456289","0.013726894103456289","0.03400709730340168","0.03400709730340168","0.03400709730340168","0.015524369708145969","0.015524369708145969","0.015524369708145969"
"69","0.012611617188667879","0.012611617188667879","0.012611617188667879","0.014255844711442478","0.014255844711442478","0.014255844711442478","0.05123213303158991","0.05123213303158991","0.05123213303158991","0.013709016260690987","0.013709016260690987","0.013709016260690987","0.03381827725388575","0.03381827725388575","0.03381827725388575","0.015428962433361448","0.015428962433361448","0.015428962433361448"
"70","0.012578147041494958","0.012578147041494958","0.012578147041494958","0.014105624053627253","0.014105624053627253","0.014105624053627253","0.050858922622865066","0.050858922622865066","0.050858922622865066","0.01368978465325199","0.01368978465325199","0.01368978465325199","0.033646536961896345","0.033646536961896345","0.033646536961896345","0.015327179105952382","0.015327179105952382","0.015327179105952382"
"71","0.012541771240648814","0.012541771240648814","0.012541771240648814","0.01391533744026674","0.01391533744026674","0.01391533744026674","0.050477533688535914","0.050477533688535914","0.050477533688535914","0.013669673877302557","0.013669673877302557","0.013669673877302557","0.033451949391746894","0.033451949391746894","0.033451949391746894","0.015222957939840853","0.015222957939840853","0.015222957939840853"
"72","0.012509285603300668","0.012509285603300668","0.012509285603300668","0.013739881374931429","0.013739881374931429","0.013739881374931429","0.05007161051617004","0.05007161051617004","0.05007161051617004","0.013649914355482906","0.013649914355482906","0.013649914355482906","0.03328094874450471","0.03328094874450471","0.03328094874450471","0.015119860967388377","0.015119860967388377","0.015119860967388377"
"73","0.012472407761379145","0.012472407761379145","0.012472407761379145","0.01358155079651624","0.01358155079651624","0.01358155079651624","0.04963491205126047","0.04963491205126047","0.04963491205126047","0.013628642715048045","0.013628642715048045","0.013628642715048045","0.03312052434193902","0.03312052434193902","0.03312052434193902","0.015011922179837711","0.015011922179837711","0.015011922179837711"
"74","0.012435504904715344","0.012435504904715344","0.012435504904715344","0.013406587298959494","0.013406587298959494","0.013406587298959494","0.04918557949713431","0.04918557949713431","0.04918557949713431","0.01360790035687387","0.01360790035687387","0.01360790035687387","0.03293099289294332","0.03293099289294332","0.03293099289294332","0.014901428221492097","0.014901428221492097","0.014901428221492097"
"75","0.012387912982376292","0.012387912982376292","0.012387912982376292","0.013244720248621888","0.013244720248621888","0.013244720248621888","0.048685624526115134","0.048685624526115134","0.048685624526115134","0.013590505754109472","0.013590505754109472","0.013590505754109472","0.032731740589952096","0.032731740589952096","0.032731740589952096","0.0147915917186765","0.0147915917186765","0.0147915917186765"
"76","0.012345021008513868","0.012345021008513868","0.012345021008513868","0.013077854571747594","0.013077854571747594","0.013077854571747594","0.04820319090504199","0.04820319090504199","0.04820319090504199","0.013571800023782998","0.013571800023782998","0.013571800023782998","0.03253137042338494","0.03253137042338494","0.03253137042338494","0.014677106868475676","0.014677106868475676","0.014677106868475676"
"77","0.012306144868489355","0.012306144868489355","0.012306144868489355","0.012937602848978713","0.012937602848978713","0.012937602848978713","0.04769263381604105","0.04769263381604105","0.04769263381604105","0.013550574949476868","0.013550574949476868","0.013550574949476868","0.03231685794889927","0.03231685794889927","0.03231685794889927","0.014561667856469285","0.014561667856469285","0.014561667856469285"
"78","0.012271366984350607","0.012271366984350607","0.012271366984350607","0.01278479249594966","0.01278479249594966","0.01278479249594966","0.04712817104882561","0.04712817104882561","0.04712817104882561","0.013529543270124123","0.013529543270124123","0.013529543270124123","0.0321317020279821","0.0321317020279821","0.0321317020279821","0.014447012472373899","0.014447012472373899","0.014447012472373899"
"79","0.012247328704688698","0.012247328704688698","0.012247328704688698","0.012662115586863365","0.012662115586863365","0.012662115586863365","0.046522756878403015","0.046522756878403015","0.046522756878403015","0.013507404422853142","0.013507404422853142","0.013507404422853142","0.03194411835283972","0.03194411835283972","0.03194411835283972","0.014328556098917034","0.014328556098917034","0.014328556098917034"
"80","0.012212150555569679","0.012212150555569679","0.012212150555569679","0.012557047957670875","0.012557047957670875","0.012557047957670875","0.045918438845546916","0.045918438845546916","0.045918438845546916","0.013484535564202815","0.013484535564202815","0.013484535564202815","0.03175044812087435","0.03175044812087435","0.03175044812087435","0.014206109568476677","0.014206109568476677","0.014206109568476677"
"81","0.012225439684698358","0.012225439684698358","0.012225439684698358","0.01254899882042082","0.01254899882042082","0.01254899882042082","0.04586174158612266","0.04586174158612266","0.04586174158612266","0.013481383211910725","0.013481383211910725","0.013481383211910725","0.031735328142531216","0.031735328142531216","0.031735328142531216","0.014191994567227084","0.014191994567227084","0.014191994567227084"
"82","0.012237501534400508","0.012237501534400508","0.012237501534400508","0.01255415462946985","0.01255415462946985","0.01255415462946985","0.04580449544300791","0.04580449544300791","0.04580449544300791","0.013478619570378214","0.013478619570378214","0.013478619570378214","0.0317153119831346","0.0317153119831346","0.0317153119831346","0.01417636690166546","0.01417636690166546","0.01417636690166546"
"83","0.012247011822182685","0.012247011822182685","0.012247011822182685","0.012550320607260801","0.012550320607260801","0.012550320607260801","0.0457411136594601","0.0457411136594601","0.0457411136594601","0.013476429594447836","0.013476429594447836","0.013476429594447836","0.03169644075387623","0.03169644075387623","0.03169644075387623","0.014161311119096354","0.014161311119096354","0.014161311119096354"
"84","0.012257026945007965","0.012257026945007965","0.012257026945007965","0.012548327904369216","0.012548327904369216","0.012548327904369216","0.0456840381375514","0.0456840381375514","0.0456840381375514","0.013474200328346342","0.013474200328346342","0.013474200328346342","0.031676315382355824","0.031676315382355824","0.031676315382355824","0.014146947432891466","0.014146947432891466","0.014146947432891466"
"85","0.01226728266919963","0.01226728266919963","0.01226728266919963","0.012539350616862066","0.012539350616862066","0.012539350616862066","0.04561581261805259","0.04561581261805259","0.04561581261805259","0.013472378050209954","0.013472378050209954","0.013472378050209954","0.0316574990429217","0.0316574990429217","0.0316574990429217","0.014133634729660116","0.014133634729660116","0.014133634729660116"
"86","0.012275381421204656","0.012275381421204656","0.012275381421204656","0.012529352374258451","0.012529352374258451","0.012529352374258451","0.04555423033889383","0.04555423033889383","0.04555423033889383","0.013470485777361318","0.013470485777361318","0.013470485777361318","0.03163489294820465","0.03163489294820465","0.03163489294820465","0.014120454885414802","0.014120454885414802","0.014120454885414802"
"87","0.012282221112400293","0.012282221112400293","0.012282221112400293","0.012521927448688075","0.012521927448688075","0.012521927448688075","0.04549028442124836","0.04549028442124836","0.04549028442124836","0.013468530436512083","0.013468530436512083","0.013468530436512083","0.031613808037946","0.031613808037946","0.031613808037946","0.014107798895565793","0.014107798895565793","0.014107798895565793"
"88","0.012287901190575212","0.012287901190575212","0.012287901190575212","0.012507617837400176","0.012507617837400176","0.012507617837400176","0.04542164348822553","0.04542164348822553","0.04542164348822553","0.01346655102679506","0.01346655102679506","0.01346655102679506","0.031591557039064355","0.031591557039064355","0.031591557039064355","0.014094272344664205","0.014094272344664205","0.014094272344664205"
"89","0.012292746338061988","0.012292746338061988","0.012292746338061988","0.01249373141763499","0.01249373141763499","0.01249373141763499","0.045354188230703585","0.045354188230703585","0.045354188230703585","0.013464710675179958","0.013464710675179958","0.013464710675179958","0.031570153834763914","0.031570153834763914","0.031570153834763914","0.01408049909514375","0.01408049909514375","0.01408049909514375"
"90","0.012295608961721882","0.012295608961721882","0.012295608961721882","0.01248663364094682","0.01248663364094682","0.01248663364094682","0.04528472476522438","0.04528472476522438","0.04528472476522438","0.013462769449688494","0.013462769449688494","0.013462769449688494","0.03155078654526733","0.03155078654526733","0.03155078654526733","0.014067739277379587","0.014067739277379587","0.014067739277379587"
"91","0.01229791107471101","0.01229791107471101","0.01229791107471101","0.012477311640395783","0.012477311640395783","0.012477311640395783","0.04521753184963018","0.04521753184963018","0.04521753184963018","0.013460798829328269","0.013460798829328269","0.013460798829328269","0.031530708642094396","0.031530708642094396","0.031530708642094396","0.014055070758331567","0.014055070758331567","0.014055070758331567"
"92","0.012301333394134417","0.012301333394134417","0.012301333394134417","0.012466328946175054","0.012466328946175054","0.012466328946175054","0.045148427263484336","0.045148427263484336","0.045148427263484336","0.013458723056828603","0.013458723056828603","0.013458723056828603","0.031509209133218974","0.031509209133218974","0.031509209133218974","0.014041767892194912","0.014041767892194912","0.014041767892194912"
"93","0.012302393181016669","0.012302393181016669","0.012302393181016669","0.012453721363272052","0.012453721363272052","0.012453721363272052","0.04507527919486165","0.04507527919486165","0.04507527919486165","0.01345676145865582","0.01345676145865582","0.01345676145865582","0.03148867640993558","0.03148867640993558","0.03148867640993558","0.014029156867763959","0.014029156867763959","0.014029156867763959"
"94","0.012302040995564312","0.012302040995564312","0.012302040995564312","0.01244223694811808","0.01244223694811808","0.01244223694811808","0.04500246260431595","0.04500246260431595","0.04500246260431595","0.01345481612952426","0.01345481612952426","0.01345481612952426","0.03146834751532879","0.03146834751532879","0.03146834751532879","0.014015366818057373","0.014015366818057373","0.014015366818057373"
"95","0.012302583549171686","0.012302583549171686","0.012302583549171686","0.012428015157638583","0.012428015157638583","0.012428015157638583","0.04492844297783449","0.04492844297783449","0.04492844297783449","0.013453265564749017","0.013453265564749017","0.013453265564749017","0.03144415443239268","0.03144415443239268","0.03144415443239268","0.014002087118569762","0.014002087118569762","0.014002087118569762"
"96","0.012305045180255547","0.012305045180255547","0.012305045180255547","0.01241386490437435","0.01241386490437435","0.01241386490437435","0.044858091554488055","0.044858091554488055","0.044858091554488055","0.013451265112962574","0.013451265112962574","0.013451265112962574","0.0314206343900878","0.0314206343900878","0.0314206343900878","0.013987858917971607","0.013987858917971607","0.013987858917971607"
"97","0.012305470794672146","0.012305470794672146","0.012305470794672146","0.012396903373883106","0.012396903373883106","0.012396903373883106","0.04478098805702757","0.04478098805702757","0.04478098805702757","0.013449304737150669","0.013449304737150669","0.013449304737150669","0.031399186816997826","0.031399186816997826","0.031399186816997826","0.013974468936794437","0.013974468936794437","0.013974468936794437"
"98","0.012305687589105219","0.012305687589105219","0.012305687589105219","0.012377549333905336","0.012377549333905336","0.012377549333905336","0.04470340871193912","0.04470340871193912","0.04470340871193912","0.01344738045008853","0.01344738045008853","0.01344738045008853","0.031376807135529816","0.031376807135529816","0.031376807135529816","0.0139607839519158","0.0139607839519158","0.0139607839519158"
"99","0.012306557095143944","0.012306557095143944","0.012306557095143944","0.012361602530290838","0.012361602530290838","0.012361602530290838","0.04462896008044481","0.04462896008044481","0.04462896008044481","0.013445673597743735","0.013445673597743735","0.013445673597743735","0.031356203369796276","0.031356203369796276","0.031356203369796276","0.01394737881491892","0.01394737881491892","0.01394737881491892"
"100","0.012305609008762985","0.012305609008762985","0.012305609008762985","0.01234886517340783","0.01234886517340783","0.01234886517340783","0.044552313891472295","0.044552313891472295","0.044552313891472295","0.013443592411931604","0.013443592411931604","0.013443592411931604","0.03133561453432776","0.03133561453432776","0.03133561453432776","0.013933431917394046","0.013933431917394046","0.013933431917394046"
