"Step","stairs_pose_net_r34 - epoch/test_rotation_loss","stairs_pose_net_r34 - epoch/test_rotation_loss__MIN","stairs_pose_net_r34 - epoch/test_rotation_loss__MAX","pumpkin_pose_net_r34 - epoch/test_rotation_loss","pumpkin_pose_net_r34 - epoch/test_rotation_loss__MIN","pumpkin_pose_net_r34 - epoch/test_rotation_loss__MAX","office_pose_net_r34 - epoch/test_rotation_loss","office_pose_net_r34 - epoch/test_rotation_loss__MIN","office_pose_net_r34 - epoch/test_rotation_loss__MAX","heads_pose_net_r34 - epoch/test_rotation_loss","heads_pose_net_r34 - epoch/test_rotation_loss__MIN","heads_pose_net_r34 - epoch/test_rotation_loss__MAX","fire_pose_net_r34 - epoch/test_rotation_loss","fire_pose_net_r34 - epoch/test_rotation_loss__MIN","fire_pose_net_r34 - epoch/test_rotation_loss__MAX","chess_pose_net_r34 - epoch/test_rotation_loss","chess_pose_net_r34 - epoch/test_rotation_loss__MIN","chess_pose_net_r34 - epoch/test_rotation_loss__MAX"
"11","0.013582239029346965","0.013582239029346965","0.013582239029346965","0.024574812268838286","0.024574812268838286","0.024574812268838286","0.05647482755011879","0.05647482755011879","0.05647482755011879","0.015144249278819188","0.015144249278819188","0.015144249278819188","0.04085082100937143","0.04085082100937143","0.04085082100937143","0.01838968467200175","0.01838968467200175","0.01838968467200175"
"12","0.013560284278355539","0.013560284278355539","0.013560284278355539","0.024347537226276472","0.024347537226276472","0.024347537226276472","0.05622771300841123","0.05622771300841123","0.05622771300841123","0.015118888550205156","0.015118888550205156","0.015118888550205156","0.04078083616332151","0.04078083616332151","0.04078083616332151","0.018311560444999486","0.018311560444999486","0.018311560444999486"
"13","0.013537905615521595","0.013537905615521595","0.013537905615521595","0.024117012158967555","0.024117012158967555","0.024117012158967555","0.055963581951800734","0.055963581951800734","0.055963581951800734","0.015088735846802592","0.015088735846802592","0.015088735846802592","0.04071003803983331","0.04071003803983331","0.04071003803983331","0.018232299029477872","0.018232299029477872","0.018232299029477872"
"14","0.013515061320504174","0.013515061320504174","0.013515061320504174","0.023882536072051153","0.023882536072051153","0.023882536072051153","0.05567893432453275","0.05567893432453275","0.05567893432453275","0.0150559050089214","0.0150559050089214","0.0150559050089214","0.040637735568452626","0.040637735568452626","0.040637735568452626","0.018151305965147913","0.018151305965147913","0.018151305965147913"
"15","0.013491465375409462","0.013491465375409462","0.013491465375409462","0.023642903310246766","0.023642903310246766","0.023642903310246766","0.05536570347612724","0.05536570347612724","0.05536570347612724","0.015022018778836355","0.015022018778836355","0.015022018778836355","0.040564392242231406","0.040564392242231406","0.040564392242231406","0.018068421763018705","0.018068421763018705","0.018068421763018705"
"16","0.013467466982547194","0.013467466982547194","0.013467466982547194","0.023398439327138476","0.023398439327138476","0.023398439327138476","0.055024102301103994","0.055024102301103994","0.055024102301103994","0.014988030889071524","0.014988030889071524","0.014988030889071524","0.04048947534465697","0.04048947534465697","0.04048947534465697","0.01798297348432243","0.01798297348432243","0.01798297348432243"
"17","0.013443426360026933","0.013443426360026933","0.013443426360026933","0.023148445528931916","0.023148445528931916","0.023148445528931916","0.05465082291630097","0.05465082291630097","0.05465082291630097","0.014953417761716992","0.014953417761716992","0.014953417761716992","0.04041311347100418","0.04041311347100418","0.04041311347100418","0.017895412194775417","0.017895412194775417","0.017895412194775417"
"18","0.013418926013400778","0.013418926013400778","0.013418926013400778","0.022891285247169435","0.022891285247169435","0.022891285247169435","0.0542398281104397","0.0542398281104397","0.0542398281104397","0.01491934311343357","0.01491934311343357","0.01491934311343357","0.040334825695026666","0.040334825695026666","0.040334825695026666","0.017804839531891048","0.017804839531891048","0.017804839531891048"
"19","0.013394690686254762","0.013394690686254762","0.013394690686254762","0.022626869671512395","0.022626869671512395","0.022626869671512395","0.053783947543706745","0.053783947543706745","0.053783947543706745","0.014885369571857154","0.014885369571857154","0.014885369571857154","0.04025506034668069","0.04025506034668069","0.04025506034668069","0.017710813073790632","0.017710813073790632","0.017710813073790632"
"20","0.013369776017498225","0.013369776017498225","0.013369776017498225","0.02235510852187872","0.02235510852187872","0.02235510852187872","0.05327141690941062","0.05327141690941062","0.05327141690941062","0.014851560292299837","0.014851560292299837","0.014851560292299837","0.04017265485890675","0.04017265485890675","0.04017265485890675","0.017613789255847223","0.017613789255847223","0.017613789255847223"
"21","0.01334365327784326","0.01334365327784326","0.01334365327784326","0.022074619395425543","0.022074619395425543","0.022074619395425543","0.052698423256515525","0.052698423256515525","0.052698423256515525","0.014817939576460049","0.014817939576460049","0.014817939576460049","0.040088003035634756","0.040088003035634756","0.040088003035634756","0.01751302639604546","0.01751302639604546","0.01751302639604546"
"22","0.01331668569764588","0.01331668569764588","0.01331668569764588","0.021786352794151753","0.021786352794151753","0.021786352794151753","0.052053908206289634","0.052053908206289634","0.052053908206289634","0.014784881786908954","0.014784881786908954","0.014784881786908954","0.04000131887733005","0.04000131887733005","0.04000131887733005","0.01740862923907116","0.01740862923907116","0.01740862923907116"
"23","0.013289831040310673","0.013289831040310673","0.013289831040310673","0.021489693375770003","0.021489693375770003","0.021489693375770003","0.05132538013276644","0.05132538013276644","0.05132538013276644","0.014751735056051984","0.014751735056051984","0.014751735056051984","0.03991184872575104","0.03991184872575104","0.03991184872575104","0.017299936094786972","0.017299936094786972","0.017299936094786972"
"24","0.013261849351692945","0.013261849351692945","0.013261849351692945","0.02118557870562654","0.02118557870562654","0.02118557870562654","0.05049964216595981","0.05049964216595981","0.05049964216595981","0.014718940801685676","0.014718940801685676","0.014718940801685676","0.03981963617843576","0.03981963617843576","0.03981963617843576","0.017186201890581287","0.017186201890581287","0.017186201890581287"
"25","0.01323351263999939","0.01323351263999939","0.01323351263999939","0.02087289813789539","0.02087289813789539","0.02087289813789539","0.04956782162480522","0.04956782162480522","0.04956782162480522","0.014686101028928533","0.014686101028928533","0.014686101028928533","0.039723694120766595","0.039723694120766595","0.039723694120766595","0.017067807391867973","0.017067807391867973","0.017067807391867973"
"26","0.013204489165218547","0.013204489165218547","0.013204489165218547","0.020550889559672214","0.020550889559672214","0.020550889559672214","0.04851276963017881","0.04851276963017881","0.04851276963017881","0.014653843332780525","0.014653843332780525","0.014653843332780525","0.03962495521409437","0.03962495521409437","0.03962495521409437","0.016944118950050324","0.016944118950050324","0.016944118950050324"
"27","0.013174823921872303","0.013174823921872303","0.013174823921872303","0.020219924874254502","0.020219924874254502","0.020219924874254502","0.04732239025179297","0.04732239025179297","0.04732239025179297","0.01462165842531249","0.01462165842531249","0.01462165842531249","0.03952292386384215","0.03952292386384215","0.03952292386384215","0.016814382091979496","0.016814382091979496","0.016814382091979496"
"28","0.013144594646291807","0.013144594646291807","0.013144594646291807","0.019882908658473752","0.019882908658473752","0.019882908658473752","0.04598454742517788","0.04598454742517788","0.04598454742517788","0.014589152677217498","0.014589152677217498","0.014589152677217498","0.03941665125603322","0.03941665125603322","0.03941665125603322","0.016678663654602133","0.016678663654602133","0.016678663654602133"
"29","0.013113474793499336","0.013113474793499336","0.013113474793499336","0.019539104498107918","0.019539104498107918","0.019539104498107918","0.04450852348236367","0.04450852348236367","0.04450852348236367","0.014556505513610318","0.014556505513610318","0.014556505513610318","0.03930631359980907","0.03930631359980907","0.03930631359980907","0.01653586226166226","0.01653586226166226","0.01653586226166226"
"30","0.013081105193123221","0.013081105193123221","0.013081105193123221","0.019190311868442222","0.019190311868442222","0.019190311868442222","0.04290802820469253","0.04290802820469253","0.04290802820469253","0.014523862540954724","0.014523862540954724","0.014523862540954724","0.03919205060810782","0.03919205060810782","0.03919205060810782","0.01638688017555978","0.01638688017555978","0.01638688017555978"
"31","0.013048198394244537","0.013048198394244537","0.013048198394244537","0.018833719281246886","0.018833719281246886","0.018833719281246886","0.04120214146678336","0.04120214146678336","0.04120214146678336","0.014490590838249773","0.014490590838249773","0.014490590838249773","0.03907264683221001","0.03907264683221001","0.03907264683221001","0.016230625871685334","0.016230625871685334","0.016230625871685334"
"32","0.013013834846788086","0.013013834846788086","0.013013834846788086","0.018472794487024657","0.018472794487024657","0.018472794487024657","0.039442351277102716","0.039442351277102716","0.039442351277102716","0.014457659533945844","0.014457659533945844","0.014457659533945844","0.03894963509810623","0.03894963509810623","0.03894963509810623","0.016067021133494563","0.016067021133494563","0.016067021133494563"
"33","0.012978386017493904","0.012978386017493904","0.012978386017493904","0.01810970676888246","0.01810970676888246","0.01810970676888246","0.03770332090789452","0.03770332090789452","0.03770332090789452","0.014424721972318366","0.014424721972318366","0.014424721972318366","0.03882148595585022","0.03882148595585022","0.03882148595585022","0.01589583321765531","0.01589583321765531","0.01589583321765531"
"34","0.012941733773914166","0.012941733773914166","0.012941733773914166","0.017747156060067937","0.017747156060067937","0.017747156060067937","0.03606935124844313","0.03606935124844313","0.03606935124844313","0.01439159965957515","0.01439159965957515","0.01439159965957515","0.03868797677569091","0.03868797677569091","0.03868797677569091","0.015716764552053064","0.015716764552053064","0.015716764552053064"
"35","0.012904208080726676","0.012904208080726676","0.012904208080726676","0.017383125683409162","0.017383125683409162","0.017383125683409162","0.03457522386452183","0.03457522386452183","0.03457522386452183","0.014358371234266087","0.014358371234266087","0.014358371234266087","0.03854883264284581","0.03854883264284581","0.03854883264284581","0.01553045111359097","0.01553045111359097","0.01553045111359097"
"36","0.012864526201155968","0.012864526201155968","0.012864526201155968","0.01702292135450989","0.01702292135450989","0.01702292135450989","0.03324314174824394","0.03324314174824394","0.03324314174824394","0.014324613905046135","0.014324613905046135","0.014324613905046135","0.03840363211929798","0.03840363211929798","0.03840363211929798","0.01533601139090024","0.01533601139090024","0.01533601139090024"
"37","0.012824889461626299","0.012824889461626299","0.012824889461626299","0.016665031696902588","0.016665031696902588","0.016665031696902588","0.032062751066405326","0.032062751066405326","0.032062751066405326","0.01429145215661265","0.01429145215661265","0.01429145215661265","0.038252280646702275","0.038252280646702275","0.038252280646702275","0.01513390798936598","0.01513390798936598","0.01513390798936598"
"38","0.012783683501766063","0.012783683501766063","0.012783683501766063","0.016314837135723792","0.016314837135723792","0.016314837135723792","0.03075615929265041","0.03075615929265041","0.03075615929265041","0.014257792994612828","0.014257792994612828","0.014257792994612828","0.03809459939657245","0.03809459939657245","0.03809459939657245","0.014924269038601778","0.014924269038601778","0.014924269038601778"
"39","0.01274026115424931","0.01274026115424931","0.01274026115424931","0.01597110991133377","0.01597110991133377","0.01597110991133377","0.029211336994194426","0.029211336994194426","0.029211336994194426","0.014223858452169225","0.014223858452169225","0.014223858452169225","0.037930558508378454","0.037930558508378454","0.037930558508378454","0.01470688015979249","0.01470688015979249","0.01470688015979249"
"40","0.012696426521870308","0.012696426521870308","0.012696426521870308","0.015635577365173958","0.015635577365173958","0.015635577365173958","0.027838853682624176","0.027838853682624176","0.027838853682624176","0.014189736597472802","0.014189736597472802","0.014189736597472802","0.03776000393554568","0.03776000393554568","0.03776000393554568","0.014482311082247179","0.014482311082247179","0.014482311082247179"
"41","0.012650309843593277","0.012650309843593277","0.012650309843593277","0.015310767994378693","0.015310767994378693","0.015310767994378693","0.026999601745046675","0.026999601745046675","0.026999601745046675","0.014155536046018824","0.014155536046018824","0.014155536046018824","0.03758286061929539","0.03758286061929539","0.03758286061929539","0.014251299173338339","0.014251299173338339","0.014251299173338339"
"42","0.01260218677634839","0.01260218677634839","0.01260218677634839","0.014996294819866307","0.014996294819866307","0.014996294819866307","0.02656471678346861","0.02656471678346861","0.02656471678346861","0.014120448846369982","0.014120448846369982","0.014120448846369982","0.03739935491466895","0.03739935491466895","0.03739935491466895","0.01401474722661078","0.01401474722661078","0.01401474722661078"
"43","0.01255261866026558","0.01255261866026558","0.01255261866026558","0.014694749348564073","0.014694749348564073","0.014694749348564073","0.026308289452572353","0.026308289452572353","0.026308289452572353","0.014085666422033682","0.014085666422033682","0.014085666422033682","0.03720651060575619","0.03720651060575619","0.03720651060575619","0.013773559570836369","0.013773559570836369","0.013773559570836369"
"44","0.012501573597546667","0.012501573597546667","0.012501573597546667","0.014406514368602075","0.014406514368602075","0.014406514368602075","0.02613642835058272","0.02613642835058272","0.02613642835058272","0.014050558733288199","0.014050558733288199","0.014050558733288199","0.03700637895963155","0.03700637895963155","0.03700637895963155","0.013528913048503455","0.013528913048503455","0.013528913048503455"
"45","0.012448888330254704","0.012448888330254704","0.012448888330254704","0.014129838462395128","0.014129838462395128","0.014129838462395128","0.026201203581877053","0.026201203581877053","0.026201203581877053","0.014014812069945037","0.014014812069945037","0.014014812069945037","0.03679839544929564","0.03679839544929564","0.03679839544929564","0.013282449886901304","0.013282449886901304","0.013282449886901304"
"46","0.012395300844218582","0.012395300844218582","0.012395300844218582","0.013867626897990704","0.013867626897990704","0.013867626897990704","0.026377059431979433","0.026377059431979433","0.026377059431979433","0.013979297800688073","0.013979297800688073","0.013979297800688073","0.0365815039986046","0.0365815039986046","0.0365815039986046","0.013035393581958488","0.013035393581958488","0.013035393581958488"
"47","0.012339253386016935","0.012339253386016935","0.012339253386016935","0.01361639448441565","0.01361639448441565","0.01361639448441565","0.027177294934517704","0.027177294934517704","0.027177294934517704","0.013943558675237","0.013943558675237","0.013943558675237","0.03635732308612205","0.03635732308612205","0.03635732308612205","0.012787295658199582","0.012787295658199582","0.012787295658199582"
"48","0.012282034003874287","0.012282034003874287","0.012282034003874287","0.013380845099163707","0.013380845099163707","0.013380845099163707","0.027504548597789835","0.027504548597789835","0.027504548597789835","0.013907235668739304","0.013907235668739304","0.013907235668739304","0.03612383618019521","0.03612383618019521","0.03612383618019521","0.012541333097033203","0.012541333097033203","0.012541333097033203"
"49","0.012223339872434735","0.012223339872434735","0.012223339872434735","0.013155241707863752","0.013155241707863752","0.013155241707863752","0.027935074671404436","0.027935074671404436","0.027935074671404436","0.013870841794414446","0.013870841794414446","0.013870841794414446","0.03588304219010752","0.03588304219010752","0.03588304219010752","0.01229843857436208","0.01229843857436208","0.01229843857436208"
"50","0.012163375969976187","0.012163375969976187","0.012163375969976187","0.012942186542204581","0.012942186542204581","0.012942186542204581","0.029349757300224155","0.029349757300224155","0.029349757300224155","0.013834320765454322","0.013834320765454322","0.013834320765454322","0.03563314022903796","0.03563314022903796","0.03563314022903796","0.01206031424953835","0.01206031424953835","0.01206031424953835"
"51","0.012101476459065452","0.012101476459065452","0.012101476459065452","0.01274154012935469","0.01274154012935469","0.01274154012935469","0.03560867827036418","0.03560867827036418","0.03560867827036418","0.013797388499369845","0.013797388499369845","0.013797388499369845","0.035374985163798556","0.035374985163798556","0.035374985163798556","0.011828212576801889","0.011828212576801889","0.011828212576801889"
"52","0.012038170418236405","0.012038170418236405","0.012038170418236405","0.01255266428051982","0.01255266428051982","0.01255266428051982","0.03429802022583317","0.03429802022583317","0.03429802022583317","0.01376028556842357","0.01376028556842357","0.01376028556842357","0.03510836197528988","0.03510836197528988","0.03510836197528988","0.011604094856011216","0.011604094856011216","0.011604094856011216"
"53","0.011973421322181821","0.011973421322181821","0.011973421322181821","0.01237197921727784","0.01237197921727784","0.01237197921727784","0.026485283655347303","0.026485283655347303","0.026485283655347303","0.013722550385864452","0.013722550385864452","0.013722550385864452","0.03483363549457863","0.03483363549457863","0.03483363549457863","0.011388127502868883","0.011388127502868883","0.011388127502868883"
"54","0.011907540349056944","0.011907540349056944","0.011907540349056944","0.012200793753436301","0.012200793753436301","0.012200793753436301","0.025722375445184298","0.025722375445184298","0.025722375445184298","0.013684865698451176","0.013684865698451176","0.013684865698451176","0.03455134683463257","0.03455134683463257","0.03455134683463257","0.011180997316841967","0.011180997316841967","0.011180997316841967"
"55","0.011840702733024955","0.011840702733024955","0.011840702733024955","0.012042068046866916","0.012042068046866916","0.012042068046866916","0.03862024574482348","0.03862024574482348","0.03862024574482348","0.013647071464220062","0.013647071464220062","0.013647071464220062","0.03426228478201665","0.03426228478201665","0.03426228478201665","0.010983217900502495","0.010983217900502495","0.010983217900502495"
"56","0.011771424760809168","0.011771424760809168","0.011771424760809168","0.01188724412349984","0.01188724412349984","0.01188724412349984","0.027735037481761537","0.027735037481761537","0.027735037481761537","0.013608551089419052","0.013608551089419052","0.013608551089419052","0.03396497851645108","0.03396497851645108","0.03396497851645108","0.01079494685109239","0.01079494685109239","0.01079494685109239"
"57","0.011700976552674547","0.011700976552674547","0.011700976552674547","0.011741660826373845","0.011741660826373845","0.011741660826373845","0.02542474954680074","0.02542474954680074","0.02542474954680074","0.013569831673521549","0.013569831673521549","0.013569831673521549","0.033660710163530894","0.033660710163530894","0.033660710163530894","0.0106175645487383","0.0106175645487383","0.0106175645487383"
"58","0.011630881403107196","0.011630881403107196","0.011630881403107196","0.0116098630533088","0.0116098630533088","0.0116098630533088","0.025252021325286478","0.025252021325286478","0.025252021325286478","0.013530510012060404","0.013530510012060404","0.013530510012060404","0.03334918258769903","0.03334918258769903","0.03334918258769903","0.010451087553519756","0.010451087553519756","0.010451087553519756"
"59","0.011560164770344272","0.011560164770344272","0.011560164770344272","0.011483978760225","0.011483978760225","0.011483978760225","0.025831351362285204","0.025831351362285204","0.025831351362285204","0.013491439196513966","0.013491439196513966","0.013491439196513966","0.03303339834383223","0.03303339834383223","0.03303339834383223","0.010294894309481606","0.010294894309481606","0.010294894309481606"
"60","0.011487349489470944","0.011487349489470944","0.011487349489470944","0.011366273800376803","0.011366273800376803","0.011366273800376803","0.029013242674409412","0.029013242674409412","0.029013242674409412","0.013451760110910982","0.013451760110910982","0.013451760110910982","0.03271124584716745","0.03271124584716745","0.03271124584716745","0.010148905290407129","0.010148905290407129","0.010148905290407129"
"61","0.011415726243285462","0.011415726243285462","0.011415726243285462","0.011256228426645976","0.011256228426645976","0.011256228426645976","0.03512144042906584","0.03512144042906584","0.03512144042906584","0.013412451167823747","0.013412451167823747","0.013412451167823747","0.03238651256833691","0.03238651256833691","0.03238651256833691","0.010013205450377427","0.010013205450377427","0.010013205450377427"
"62","0.01134400672162883","0.01134400672162883","0.01134400672162883","0.011152291201142361","0.011152291201142361","0.011152291201142361","0.041194144483597483","0.041194144483597483","0.041194144483597483","0.013372841611271724","0.013372841611271724","0.013372841611271724","0.032060310753877275","0.032060310753877275","0.032060310753877275","0.00988915741618257","0.00988915741618257","0.00988915741618257"
"63","0.011273431911831722","0.011273431911831722","0.011273431911831722","0.011057926560170017","0.011057926560170017","0.011057926560170017","0.04023142601363361","0.04023142601363361","0.04023142601363361","0.013332580652786419","0.013332580652786419","0.013332580652786419","0.03172918257769197","0.03172918257769197","0.03172918257769197","0.009773870071512647","0.009773870071512647","0.009773870071512647"
"64","0.011201968736713752","0.011201968736713752","0.011201968736713752","0.010974751028697938","0.010974751028697938","0.010974751028697938","0.0330676483863499","0.0330676483863499","0.0330676483863499","0.013291860377648845","0.013291860377648845","0.013291860377648845","0.03139857672795188","0.03139857672795188","0.03139857672795188","0.009668107973993756","0.009668107973993756","0.009668107973993756"
"65","0.011132373241707683","0.011132373241707683","0.011132373241707683","0.010903831855102908","0.010903831855102908","0.010903831855102908","0.026636411697836593","0.026636411697836593","0.026636411697836593","0.01325068122241646","0.01325068122241646","0.01325068122241646","0.031069436721736565","0.031069436721736565","0.031069436721736565","0.009572311595547944","0.009572311595547944","0.009572311595547944"
"66","0.011064699734561145","0.011064699734561145","0.011064699734561145","0.010843742922588717","0.010843742922588717","0.010843742922588717","0.023607218303368427","0.023607218303368427","0.023607218303368427","0.013209452969022095","0.013209452969022095","0.013209452969022095","0.030741450405912474","0.030741450405912474","0.030741450405912474","0.009487290983088315","0.009487290983088315","0.009487290983088315"
"67","0.010994494572514668","0.010994494572514668","0.010994494572514668","0.010793964916956611","0.010793964916956611","0.010793964916956611","0.023318569001276046","0.023318569001276046","0.023318569001276046","0.013168059551389888","0.013168059551389888","0.013168059551389888","0.030416373279877007","0.030416373279877007","0.030416373279877007","0.009410928498255089","0.009410928498255089","0.009410928498255089"
"68","0.01092493991018273","0.01092493991018273","0.01092493991018273","0.010760396558907814","0.010760396558907814","0.010760396558907814","0.024257461722299922","0.024257461722299922","0.024257461722299922","0.013126148376613855","0.013126148376613855","0.013126148376613855","0.03009619438671507","0.03009619438671507","0.03009619438671507","0.009344776641228236","0.009344776641228236","0.009344776641228236"
"69","0.010854995111003518","0.010854995111003518","0.010854995111003518","0.010739707366155926","0.010739707366155926","0.010739707366155926","0.02518041328585241","0.02518041328585241","0.02518041328585241","0.013083749043289572","0.013083749043289572","0.013083749043289572","0.029781440331134945","0.029781440331134945","0.029781440331134945","0.00928473551175557","0.00928473551175557","0.00928473551175557"
"70","0.010783407487906516","0.010783407487906516","0.010783407487906516","0.010741165744548198","0.010741165744548198","0.010741165744548198","0.025361534135299735","0.025361534135299735","0.025361534135299735","0.013041318161413074","0.013041318161413074","0.013041318161413074","0.029471921094227582","0.029471921094227582","0.029471921094227582","0.009228695882484317","0.009228695882484317","0.009228695882484317"
"71","0.010710288974223658","0.010710288974223658","0.010710288974223658","0.010755297262221575","0.010755297262221575","0.010755297262221575","0.024904751480789855","0.024904751480789855","0.024904751480789855","0.012998747668461874","0.012998747668461874","0.012998747668461874","0.029168629305786453","0.029168629305786453","0.029168629305786453","0.00917546046548523","0.00917546046548523","0.00917546046548523"
"72","0.010634985927026719","0.010634985927026719","0.010634985927026719","0.010790319480292965","0.010790319480292965","0.010790319480292965","0.024307374202180654","0.024307374202180654","0.024307374202180654","0.012955891259480268","0.012955891259480268","0.012955891259480268","0.028869308182038367","0.028869308182038367","0.028869308182038367","0.009124018062721007","0.009124018062721007","0.009124018062721007"
"73","0.010560642404016107","0.010560642404016107","0.010560642404016107","0.01083805216330802","0.01083805216330802","0.01083805216330802","0.024263285697088577","0.024263285697088577","0.024263285697088577","0.012912503065308556","0.012912503065308556","0.012912503065308556","0.02857828635023907","0.02857828635023907","0.02857828635023907","0.009074511341168545","0.009074511341168545","0.009074511341168545"
"74","0.010485238599358127","0.010485238599358127","0.010485238599358127","0.010908831318374723","0.010908831318374723","0.010908831318374723","0.02497155059245415","0.02497155059245415","0.02497155059245415","0.01286922034341842","0.01286922034341842","0.01286922034341842","0.02829200898122508","0.02829200898122508","0.02829200898122508","0.00902328260417562","0.00902328260417562","0.00902328260417562"
"75","0.010406975721707568","0.010406975721707568","0.010406975721707568","0.010986581801262219","0.010986581801262219","0.010986581801262219","0.025822575073107146","0.025822575073107146","0.025822575073107146","0.012825854995753616","0.012825854995753616","0.012825854995753616","0.02801491216814611","0.02801491216814611","0.02801491216814611","0.00897194967546966","0.00897194967546966","0.00897194967546966"
"76","0.01032665534876287","0.01032665534876287","0.01032665534876287","0.01107911716826493","0.01107911716826493","0.01107911716826493","0.02587968153238762","0.02587968153238762","0.02587968153238762","0.012782313686329871","0.012782313686329871","0.012782313686329871","0.02774350659456104","0.02774350659456104","0.02774350659456104","0.0089190148137277","0.0089190148137277","0.0089190148137277"
"77","0.010245924873743206","0.010245924873743206","0.010245924873743206","0.011187514239281882","0.011187514239281882","0.011187514239281882","0.025157064010272734","0.025157064010272734","0.025157064010272734","0.012738462624838576","0.012738462624838576","0.012738462624838576","0.027480571749038063","0.027480571749038063","0.027480571749038063","0.008868479606462643","0.008868479606462643","0.008868479606462643"
"78","0.010162564052734524","0.010162564052734524","0.010162564052734524","0.011305018728307914","0.011305018728307914","0.011305018728307914","0.024350570514798164","0.024350570514798164","0.024350570514798164","0.012694512988673523","0.012694512988673523","0.012694512988673523","0.027226672013057396","0.027226672013057396","0.027226672013057396","0.008818454894935712","0.008818454894935712","0.008818454894935712"
